indType,jsonPhotos,namCategory,namCity,idtCity,namDistrict,namState,namStreet,namSubCategory,numNumber,prop_char_1,prop_char_2,prop_char_5,prop_char_176,prop_char_12,totalGarages,totalRooms,valLocation,idtProperty,latitude,longitude,totalAccess,flgHighlight,idtExternal,namCondominium,prop_char_95,valCondominium,valMonthIptu,flgReservedLocation,valSales,desTitleSite,urlVideo
L,"[{""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66695/dc69fe85218538263e2ad6237c9940bf.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66695/20f5332130a2e31420b8869635ce0621.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66695/dee2cb77b1c3207e203bc4a130a0f3b5.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66695/f6b2a7c7a03c133a02384abf7178a20e.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66695/41834d0eb24980ac5e7a273d824e9a7d.jpg"",""flgNotShowSite"":0}]",Casas,São Carlos,1,Jardim Cardinalli,São Paulo,Rua Pastor Cyrus Basset Dawsey,Padrão,172,120,125,3,2,2,2,4,1778,66695,-22.0229100000000,-47.8730200000000,149,1,,,,,76,1,,,
L,"[{""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66687/0993c454a8383970ef3b0d9db15fc31e.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66687/772c0517073d6473389247d9b4ccfc99.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66687/b637acb0091d3c08fd4d936770ac216a.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66687/cd7d5f0635d5c71fb221b4a2c3110fa5.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66687/5e0f86fb5f83085bf34086bff0b1441f.jpg"",""flgNotShowSite"":0}]",Casas,São Carlos,1,Jardim Botafogo 1,São Paulo,Rua Francisco Gregoracci,Padrão,210,100,180,2,1,2,2,2,1223,66687,-22.0240100000000,-47.9111900000000,128,1,,,,,40,,,,
L,"[{""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66686/38c5e235e110278369db5d59b3c2eca0.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66686/b27edd9166993b965f9306a3c11308ff.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66686/7863a9b7a75c222e616b43c62c3fa182.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66686/2c142af38319ca7996701fc918b706af.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66686/f9778c7628574d526e381418e1ea7f12.jpg"",""flgNotShowSite"":0}]",Comercial,São Carlos,1,Vila Brasília,São Paulo,AV. ARARAQUARA,Galpão,1072,,860.44,,4,,,,13334,66686,-21.9963976000000,-47.8773669000000,24,1,,,717.85,,,1,,,
L,"[{""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66676/0857740a2508ae5cdaeb3b6eea3a09a3.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66676/08a1a8b13d6a29ac41f854da7d02a959.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66676/3877be79bfbefbb739fd06a7f041579d.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66676/ee6a93a83faff7e0d52c2c5b474660e7.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66676/cc4187ad17fbcd438aeb3d06e05080ac.jpg"",""flgNotShowSite"":0}]",Casas,São Carlos,1,Loteamento Habitacional São Carlos 1,São Paulo,Rua João Schiavoni,Sobrado,125,50,50,1,1,1,1,1,834,66676,-21.9950800000000,-47.9178100000000,65,1,,,,,30,,,,
L,"[{""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66675/0e7d7b20d6d13a85d61e79673f1ab112.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66675/a922aaf7cf70f066c4cf6712ff6efb16.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66675/4f23ca8a3fa5b2c531cb2e8106fdf902.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66675/c51e33753126a0470bbc324fcd6d89d9.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66675/bc0fef8135d2ad08a7d5c6ca146de6fd.jpg"",""flgNotShowSite"":0}]",Casas,São Carlos,1,Vila Prado,São Paulo,RUA DOUTOR BERNARDINO DE CAMPOS,Padrão,352,100,100,3,1,2,2,3,1223,66675,-22.0251000000000,-47.9006000000000,117,1,,,,,,,,,
L,"[{""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66674/f783e70b1452dbdd531e1b669f1cf7ba.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66674/197aea87581f190a263e3c83c7e288ca.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66674/36e897bb1f09c73dee463784d780f073.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66674/4db1ca72a0468508f8200cc85c5c9d05.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66674/0affc4f52d8bf6a5ec027a3b0ac9ecdf.jpg"",""flgNotShowSite"":0}]",Casas,São Carlos,1,SANTA FELICIA,São Paulo,Rua Antônio Carlos Ferraz de Salles,Comercial,839,200,200,3,5,,,4,3556,66674,-21.9954929000000,-47.9209612000000,15,1,,,,,300,,,,
L,"[{""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66673/5a0847ea04533f410f60d64d74e021d3.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66673/f0998ceddbfd4fb04200ea091e3c6312.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66673/af3717bd77f55f644410a983a21ebf48.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66673/d8e46b76933508b55e8519ab41289ea2.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66673/8df5dfc8c4da1760850e350aac31ec2e.jpg"",""flgNotShowSite"":0}]",Casas,São Carlos,1,Jardim Paraíso,São Paulo,RUA CONSELHEIRO JOÃO ALFREDO,Kitnet,250,30,30,1,1,1,1,1,700,66673,-22.0077000000000,-47.9013700000000,75,1,,,,,15,,,,
L,"[{""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66672/044bfec5276892b649931482a4d4c5f0.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66672/59f7e3db838efdd51bbcc2fa6f12726e.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66672/e4a4f0584e2d63c988db6d37569233fe.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66672/e726ad513754fccb9dd182b43fd2a808.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66672/7452a312ce307e9950904d7f9bbbf128.jpg"",""flgNotShowSite"":0}]",Comercial,São Carlos,1,SANTA FELICIA,São Paulo,Rua Antônio Carlos Ferraz de Salles,Barracão,839,,100,,2,,,,2223,66672,-21.9954929000000,-47.9209612000000,27,1,,,100,,150,,,,
L,"[{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66670/eb8b12c3ec93a10c243bdaa6657cfb63.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66670/074a0e7094b7d3a82393b03e405e35c2.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66670/4db9cf7ee87c7f6869692690708b2c2b.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66670/7dbe81b3074eed8651c5d1107ecd957a.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66670/9b9e1a389a528e19baf887e1fdfdb10e.jpg"",""flgNotShowSite"":0}]",Casas,São Carlos,1,Centreville,São Paulo,Rua Antônio Rodrigues Cajado,Fundos,1112,100,130,2,1,,,2,1000,66670,-22.0179590000000,-47.8836812000000,27,1,,,,,,1,,,
L,"[{""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66668/d98483c7ae5ca53b0e7239165ee8dd12.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66668/1973d4315c7930096eb3a90a51dcb490.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66668/dc8a893c0308bbcbdd2a6a46f938a487.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66668/7da74c09be5560124597a436982f3ed7.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66668/d4fa8f6707a3d931567d74010aec674d.jpg"",""flgNotShowSite"":0}]",Casas,São Carlos,1,SANTA FELICIA,São Paulo,Rua Antônio Carlos Ferraz de Salles,Padrão,839,100,100,3,2,,,4,1224,66668,-29.3557900000000,-60.2128800000000,67,1,,,,,150,,,,
L,"[{""idtCondominiumPhotos"":809,""numOrder"":0,""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/condominio/fotos/531/9d46a598ce316206ccd2e36f7482dd9d.jpg"",""flgNotShowSite"":0,""namFile"":""9d46a598ce316206ccd2e36f7482dd9d.jpg"",""flgMainPicture"":1},{""idtCondominiumPhotos"":810,""numOrder"":1,""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/condominio/fotos/531/d1621e5d5e74cbb3ca56fce0c5568e71.jpg"",""flgNotShowSite"":0,""namFile"":""d1621e5d5e74cbb3ca56fce0c5568e71.jpg"",""flgMainPicture"":1},{""idtCondominiumPhotos"":811,""numOrder"":2,""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/condominio/fotos/531/e04fc7ba47c948badc839262d3a0558.jpg"",""flgNotShowSite"":0,""namFile"":""e04fc7ba47c948badc839262d3a0558.jpg"",""flgMainPicture"":1},{""idtCondominiumPhotos"":812,""numOrder"":3,""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/condominio/fotos/531/eed95c2b8f5351ade9e21d7ac054605e.jpg"",""flgNotShowSite"":0,""namFile"":""eed95c2b8f5351ade9e21d7ac054605e.jpg"",""flgMainPicture"":1},{""idtCondominiumPhotos"":813,""numOrder"":4,""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/condominio/fotos/531/13b8a86e091e1424c2680204ab55fc17.jpg"",""flgNotShowSite"":0,""namFile"":""13b8a86e091e1424c2680204ab55fc17.jpg"",""flgMainPicture"":1}]",Apartamentos,São Carlos,1,Jardim Gibertoni,São Paulo,RUA CORONEL CARLOS SIMPLICIO RODRIGUES,Padrão,75,,73.65,3,2,2,2,4,1200,66658,-22.0193700000000,-47.9075800000000,165,1,,Edifício Manaus,73.65,483,95,,,,
L,"[{""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66645/2b7f7efdb621b29c02658f4c1ed63378.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66645/f2bcad2d409e2b723b1c88f62d0c8bb1.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66645/92a5c734feebb4cba68e471520215d21.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66645/7839adcfcc06af2c748d87d1baaf17a9.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66645/b9863fc0948bd836419c486d333f86e9.jpg"",""flgNotShowSite"":0}]",Casas,São Carlos,1,Jardim Medeiros,São Paulo,Rua Marcolina Lima Machado,Padrão,240,40,40,1,1,1,1,1,556,66645,-22.0381798000000,-47.9162344000000,82,0,,,,,,0,,,
L,"[{""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66641/e60a5b3f67796b0c2ef7e65f6f72017f.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66641/7dbba2ecf9a30d4a5c948bc34762f217.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66641/95fe3d342a986496abe82cc9e93ae5dd.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66641/c524972349401795ec7884db999395e0.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66641/aec90b497d8e20202d263c2a98649fe4.jpg"",""flgNotShowSite"":0}]",Comercial,São Carlos,1,Jardim Bandeirantes,São Paulo,Rua Miguel Petroni,Sala,1455,,8.5,,1,,,,667,66641,-22.0017700000000,-47.9045200000000,18,0,,,8.5,,,,,,
L,"[{""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66640/0c9afcb65408e09babf665da1e806a8c.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66640/5fc87337cbc84b7c972fd8634179680d.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66640/25d19faddf809f0cb069eb8051671645.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66640/dce45cbbb50132853ef5cdbac98de973.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66640/2fbc67ed5d8f3df1232f445b7aece568.jpg"",""flgNotShowSite"":0}]",Comercial,São Carlos,1,Jardim Bandeirantes,São Paulo,Rua Miguel Petroni,Sala,1455,,6,,1,,,,450,66640,-22.0017700000000,-47.9045200000000,15,0,,,6,,,,,,
L,"[{""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66639/b741ab5e9d0182ccb3ae2d242be855e4.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66639/3498cde2448b6bfcd8ab33c63e3100f5.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66639/3fc758b08347fd8bb196bea3189811e7.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66639/d2733faeec1ac1e27327cc4b63e74537.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66639/ca07d5f69dfb525e3427b135acfac99b.jpg"",""flgNotShowSite"":0}]",Apartamentos,São Carlos,1,Jardim Hikari,São Paulo,Rua José Calijuri,Kitnet,258,,30,1,1,,,1,940,66639,-21.9937500000000,-47.9007000000000,14,0,,,30,,,,,,
L,"[{""idtCondominiumPhotos"":20525,""numOrder"":0,""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/condominio/fotos/2612/9fa4e446290dc299abdbd1ac5e9b32e2.jpg"",""flgNotShowSite"":0,""namFile"":""9fa4e446290dc299abdbd1ac5e9b32e2.jpg"",""flgMainPicture"":1},{""idtCondominiumPhotos"":20526,""numOrder"":1,""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/condominio/fotos/2612/283addeedb53785f193ed4af2ab25b0e.jpg"",""flgNotShowSite"":0,""namFile"":""283addeedb53785f193ed4af2ab25b0e.jpg"",""flgMainPicture"":1},{""idtCondominiumPhotos"":20527,""numOrder"":2,""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/condominio/fotos/2612/e7f285f3448180d21d51ed9d094cfd3a.jpg"",""flgNotShowSite"":0,""namFile"":""e7f285f3448180d21d51ed9d094cfd3a.jpg"",""flgMainPicture"":1},{""idtCondominiumPhotos"":20528,""numOrder"":3,""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/condominio/fotos/2612/10c734da7f465c2141ccd4c382ee4bd7.jpg"",""flgNotShowSite"":0,""namFile"":""10c734da7f465c2141ccd4c382ee4bd7.jpg"",""flgMainPicture"":1},{""idtCondominiumPhotos"":20529,""numOrder"":4,""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/condominio/fotos/2612/0d36f87ef551aad955465b6ff24ed4c7.jpg"",""flgNotShowSite"":0,""namFile"":""0d36f87ef551aad955465b6ff24ed4c7.jpg"",""flgMainPicture"":1}]",Apartamentos,São Carlos,1,Parque Faber Castell,São Paulo,Avenida dos Sanhaços,Padrão,901,,50,2,1,1,1,2,1334,66630,-22.0149800000000,-47.9120300000000,60,1,,MONTE DOS PINHEIROS ,50,286,,,,,
L,"[{""idtCondominiumPhotos"":10521,""numOrder"":4,""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/condominio/fotos/340/87991fed9b5c92ddf058afb24c7fc674.jpg"",""flgNotShowSite"":0,""namFile"":""87991fed9b5c92ddf058afb24c7fc674.jpg"",""flgMainPicture"":1},{""idtCondominiumPhotos"":10522,""numOrder"":5,""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/condominio/fotos/340/6a1587eefead1da0163302b2cc8d7de5.jpg"",""flgNotShowSite"":0,""namFile"":""6a1587eefead1da0163302b2cc8d7de5.jpg"",""flgMainPicture"":1},{""idtCondominiumPhotos"":10523,""numOrder"":6,""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/condominio/fotos/340/6f23c94113a20910207f21d6b605f2e5.jpg"",""flgNotShowSite"":0,""namFile"":""6f23c94113a20910207f21d6b605f2e5.jpg"",""flgMainPicture"":1},{""idtCondominiumPhotos"":286,""numOrder"":8,""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/condominio/fotos/340/a0f8d54bf484e766897b2d806062b11d.jpg"",""flgNotShowSite"":0,""namFile"":""a0f8d54bf484e766897b2d806062b11d.jpg"",""flgMainPicture"":1},{""idtCondominiumPhotos"":288,""numOrder"":10,""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/condominio/fotos/340/2829bdab3f73a42c0a63c608f6933e41.jpg"",""flgNotShowSite"":0,""namFile"":""2829bdab3f73a42c0a63c608f6933e41.jpg"",""flgMainPicture"":1}]",Casas,São Carlos,1,Jardim Ipanema,São Paulo,AV. OTTO WERNER ROSEL,Padrão,1111,70,150,2,1,1,1,2,1273,66618,-21.9848400000000,-47.9383400000000,207,1,,Moradas São Carlos II,,160,29.39,,,,
L,"[{""idtCondominiumPhotos"":5821,""numOrder"":0,""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/condominio/fotos/650/7cf68c25ea98730abfa85e0951339fd8.jpg"",""flgNotShowSite"":0,""namFile"":""7cf68c25ea98730abfa85e0951339fd8.jpg"",""flgMainPicture"":1},{""idtCondominiumPhotos"":5822,""numOrder"":1,""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/condominio/fotos/650/2431c3e89e9016725718468fb0d479f2.jpg"",""flgNotShowSite"":0,""namFile"":""2431c3e89e9016725718468fb0d479f2.jpg"",""flgMainPicture"":1},{""idtCondominiumPhotos"":5823,""numOrder"":2,""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/condominio/fotos/650/b067e9c1231430681178feeaeb67bf68.jpg"",""flgNotShowSite"":0,""namFile"":""b067e9c1231430681178feeaeb67bf68.jpg"",""flgMainPicture"":1},{""idtCondominiumPhotos"":5824,""numOrder"":3,""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/condominio/fotos/650/1eb937a5a0f2bd8bb07e49ead76b2d1a.jpg"",""flgNotShowSite"":0,""namFile"":""1eb937a5a0f2bd8bb07e49ead76b2d1a.jpg"",""flgMainPicture"":1},{""idtCondominiumPhotos"":5825,""numOrder"":4,""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/condominio/fotos/650/81dd91ec9a2c81ddab5f64c3c73b04ca.jpg"",""flgNotShowSite"":0,""namFile"":""81dd91ec9a2c81ddab5f64c3c73b04ca.jpg"",""flgMainPicture"":1}]",Apartamentos,São Carlos,1,Centro,São Paulo,Rua Padre Teixeira,Padrão,1465,,68,2,2,2,2,3,2990,66615,-22.0140900000000,-47.8961900000000,0,0,,Edifício Trieste ,68,231.3,104.16,,,,
L,"[{""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66612/28859821753b867d3e3842d137ce7abb.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66612/2b196552c636d8c5d9b55c66e2cbc787.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66612/c8bed1cdb25c65e94118a368f9b7b28b.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66612/a9ad65eba08f3d02f52e4d813732ef92.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66612/9feb0b7cc81e6b4b7ee1b0395bc1b02e.jpg"",""flgNotShowSite"":0}]",Apartamentos,São Carlos,1,Centro,São Paulo,Rua Padre Teixeira,Padrão,1680,,42,1,1,1,1,2,1667,66612,-22.0142900000000,-47.8941400000000,53,0,,Edifício Trento,42,220.8,48.72,,,,
L,"[{""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66603/bb77b2e49c7dd6580bce78dca96f2473.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66603/64aa4b05c44f7fb5909cd7ff23db743d.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66603/dab361e501e1fd37267ebfc78164b8b4.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66603/fc73d02968af4ff0565174c1b3de8269.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66603/fe2d4f979b44371348183a4c2860d0f5.jpg"",""flgNotShowSite"":0}]",Comercial,São Carlos,1,Jardim Brasil,São Paulo,Rua Jesuíno de Arruda,Salão,2610,,40,,2,1,1,,4112,66603,-22.0195300000000,-47.8794100000000,38,1,,,40,,155,,,,
