indType,namCategory,namCity,idtCity,namDistrict,namState,namStreet,namSubCategory,Area,Total_area,Bedrooms,Bathrooms,Garages,totalGarages,totalRooms,valSales,idtProperty
S,Casas,São Carlos,1,Jardim Bandeirantes,São Paulo,Rua Miguel João,Padrão,164.66,200.0,1.0,1.0,1.0,1.0,1.0,215000,54111
S,Casas,São Carlos,1,Conjunto Habitacional Santa Angelina,São Paulo,Avenida João Dagnone,Padrão,90.0,150.0,2.0,2.0,3.0,3.0,2.0,192000,54071
S,Casas,São Carlos,1,Parque Fehr,São Paulo,RUA MAUTÍLIO BRUNO,Padrão,250.0,250.0,3.0,4.0,2.0,2.0,4.0,692000,54065
S,Casas,São Carlos,1,Vila Boa Vista,São Paulo,Rua Professor Helvídeo Gouvea,Padrão,145.0,250.0,2.0,1.0,2.0,2.0,3.0,320000,54027
S,Casas,São Carlos,1,Cidade Aracy,São Paulo,RUA LEONARDO FOSCHINI,Padrão,98.0,125.0,2.0,2.0,2.0,2.0,3.0,212000,53984
S,Casas,São Carlos,1,ASTOLPHO LUIZ PRADO,São Paulo,RUA ANGELINA GARGANTINI ZACCARIN,Padrão,168.0,184.0,2.0,2.0,2.0,2.0,3.0,320000,53975
S,Casas,São Carlos,1,Jardim Embaré,São Paulo,Rua Syllas da Silva Rosa,Padrão,55.0,250.0,1.0,2.0,4.0,4.0,2.0,288000,53970
S,Casas,São Carlos,1,Planalto Paraíso,São Paulo,RUA SEBASTIÃO DE MORAES,Padrão,192.96,360.0,3.0,2.0,4.0,4.0,4.0,730001,53960
S,Casas,São Carlos,1,Vila Boa Vista 1,São Paulo,RUA DESEMBARGADOR JÚLIO FARIA,Padrão,134.8,174.6,2.0,1.0,2.0,2.0,2.0,380000,53956
S,Casas,São Carlos,1,Jardim Santa Paula,São Paulo,Rua Célio Barbosa da Silva,Padrão,189.55,240.0,3.0,2.0,2.0,2.0,4.0,700000,53915
S,Casas,São Carlos,1,Vila Costa do Sol,São Paulo,RUA DONA ALEXANDRINA,Padrão,450.0,650.0,3.0,3.0,4.0,4.0,3.0,850000,53897
S,Casas,São Carlos,1,NSA APARECIDA,São Paulo,RUA FLORENTINO KANABLEY,Sobrado,127.5,252.5,2.0,1.0,2.0,2.0,2.0,318000,53896
S,Casas,São Carlos,1,Planalto Paraíso,São Paulo,RUA SEBASTIÃO DE MORAES,Padrão,190.61,300.0,3.0,3.0,1.0,1.0,4.0,650000,53821
S,Casas,São Carlos,1,Jardim Araucária,São Paulo,Rua AMÉLIA CAMPITELLI MARCHETTI,Padrão,43.0,43.0,2.0,1.0,3.0,3.0,2.0,319000,53812
S,Casas,São Carlos,1,CENTRO,São Paulo,RUA SÃO SEBASTIÃO,Padrão,489.07,374.0,4.0,4.0,4.0,4.0,7.0,905000,53811
S,Casas,São Carlos,1,Jardim Gibertoni,São Paulo,Rua Bom Pastor,Padrão,107.0,125.0,2.0,2.0,2.0,2.0,3.0,350000,53804
S,Casas,São Carlos,1,Jardim Cardinalli,São Paulo,RUA NELY MEDEIROS CARBONE,Padrão,180.0,290.0,3.0,3.0,0.0,0.0,5.0,855000,53799
S,Casas,São Carlos,1,Jardim Cruzeiro do Sul,São Paulo,Rua Allan Kardec,Padrão,158.96,330.0,3.0,2.0,4.0,4.0,4.0,425000,53774
S,Casas,São Carlos,1,Vila Prado,São Paulo,Rua Ananias Evangelista de Toledo,Padrão,163.1,299.5,3.0,1.0,1.0,1.0,3.0,384000,53737
S,Casas,São Carlos,1,Vila Monteiro (Gleba I),São Paulo,Rua Rafael de Abreu Sampaio Vidal,Padrão,231.6,330.6,3.0,2.0,4.0,4.0,4.0,550000,53713
S,Casas,São Carlos,1,Núcleo Residencial Silvio Vilari,São Paulo,RUA DESEMBARGADOR ULISSES DORIA,Padrão,120.0,156.76,2.0,1.0,2.0,2.0,2.0,225000,53688
S,Casas,São Carlos,1,Residencial Eldorado,São Paulo,Rua Miguel Petroni,Condomínio,200.0,490.0,3.0,2.0,2.0,2.0,4.0,910000,53677
S,Casas,São Carlos,1,Jardim Embaré,São Paulo,Rua Mario de Cico,Padrão,200.0,290.0,3.0,3.0,7.0,7.0,4.0,650000,53676
S,Casas,São Carlos,1,Conjunto Habitacional Santa Angelina,São Paulo,Rua Miltinho Olaio,Padrão,138.0,138.0,2.0,2.0,2.0,2.0,3.0,230000,53675
S,Casas,São Carlos,1,Jardim Social Presidente Collor,São Paulo,Avenida Marisete Terezinha Santiago de Santi,Sobrado,221.0,310.0,7.0,5.0,3.0,3.0,7.0,280000,53663
S,Casas,São Carlos,1,Jardim Social Belvedere,São Paulo,Rua Luiz Arnaldo Wenzel,Padrão,120.0,138.0,2.0,1.0,1.0,1.0,2.0,250000,53631
S,Casas,São Carlos,1,Jardim Jóckei Club A,São Paulo,RUA RAY WESLEY HERRICK,Condomínio,150.0,275.0,3.0,3.0,4.0,4.0,4.0,984001,53605
S,Casas,São Carlos,1,Parque Faber Castell,São Paulo,Passeio das Palmeiras,Condomínio,270.0,510.0,3.0,3.0,4.0,4.0,6.0,1600001,53575
S,Casas,São Carlos,1,SANTA FELICIA,São Paulo,Rua Antônio Carlos Ferraz de Salles,Padrão,151.0,140.0,3.0,2.0,1.0,1.0,4.0,375000,53572
S,Casas,São Carlos,1,Residencial Samambaia,São Paulo,Avenida Pedro Muszkat,Condomínio,150.0,150.0,2.0,3.0,4.0,4.0,4.0,750000,53557
S,Casas,São Carlos,1,Jardim Social Belvedere,São Paulo,Rua Luiz Arnaldo Wenzel,Padrão,80.0,125.0,2.0,1.0,3.0,3.0,2.0,192000,53554
S,Casas,São Carlos,1,Vila Monteiro (Gleba I),São Paulo,Rua Rui Barbosa,Padrão,147.6,315.16,3.0,1.0,2.0,2.0,3.0,420000,53553
S,Casas,São Carlos,1,Vila Prado,São Paulo,Rua Desembargador Júlio Faria,Comercial,212.0,240.0,2.0,1.0,2.0,2.0,2.0,590000,53547
S,Casas,São Carlos,1,Jardim São Carlos,São Paulo,Rua Conde do Pinhal,Padrão,99.0,99.88,2.0,1.0,0.0,0.0,2.0,200000,53542
S,Casas,São Carlos,1,Loteamento Municipal São Carlos 3,São Paulo,Rua Reinaldo Peronti,Padrão,126.22,217.0,2.0,1.0,2.0,2.0,2.0,320000,53537
S,Casas,São Carlos,1,Cidade Jardim,São Paulo,AV. DAS GARDÊNIAS,Padrão,213.0,360.0,3.0,3.0,2.0,2.0,5.0,426000,53519
S,Casas,São Carlos,1,Jardim Centenário,São Paulo,RUA JORGE TIBIRIÇÁ,Padrão,215.0,330.0,4.0,5.0,2.0,2.0,8.0,600000,53516
S,Casas,São Carlos,1,CENTRO,São Paulo,RUA VISCONDE DE INHAÚMA,Padrão,377.0,455.0,5.0,2.0,12.0,12.0,5.0,550000,53515
S,Casas,São Carlos,1,Jardim Ipanema,São Paulo,Avenida Otto Werner Rosel,Condomínio,60.0,100.0,2.0,1.0,1.0,1.0,2.0,170000,53502
SL,Casas,São Carlos,1,Parque Santa Mônica,São Paulo,RUA QUINZE DE NOVEMBRO,Padrão,441.51,614.0,5.0,4.0,4.0,4.0,8.0,1985000,53473
S,Casas,São Carlos,1,Parque Faber Castell,São Paulo,Alameda das Jaboticabeiras,Sobrado,400.0,617.0,4.0,4.0,6.0,6.0,8.0,2600001,53458
S,Casas,São Carlos,1,Centro,São Paulo,RUA AQUIDABAN,Comercial,484.0,484.0,,0.0,0.0,0.0,,1750000,53445
S,Casas,São Carlos,1,Centro,São Paulo,Rua José Bonifácio,Comercial,250.0,402.0,3.0,4.0,2.0,2.0,6.0,900000,53398
S,Casas,São Carlos,1,Jardim São Carlos 5,São Paulo,Rua Dona Maria Cecília Botelho Ferraz,Padrão,180.0,200.0,2.0,1.0,1.0,1.0,2.0,320000,53394
S,Casas,São Carlos,1,Jardim Jóckei Club A,São Paulo,RUA RAY WESLEY HERRICK,Condomínio,180.0,309.5,3.0,3.0,2.0,2.0,6.0,1042000,53388
S,Casas,São Carlos,1,CENTRO,São Paulo,RUA RIACHUELO,Padrão,201.71,259.5,3.0,3.0,2.0,2.0,4.0,780001,53354
S,Casas,São Carlos,1,Vila Nossa Senhora de Fátima,São Paulo,Rua Francisco Crestana,Sobrado Condomínio,72.0,100.0,2.0,1.0,1.0,1.0,2.0,228000,53339
S,Casas,São Carlos,1,Jardim Beatriz,São Paulo,Rua Francisco Schiavone,Padrão,90.0,250.0,3.0,2.0,2.0,2.0,4.0,220000,53338
S,Casas,São Carlos,1,Vila Marcelino,São Paulo,RUA RAIMUNDO CORREA,Padrão,140.0,180.0,4.0,2.0,2.0,2.0,5.0,375000,53334
S,Casas,São Carlos,1,Jardim Hikari,São Paulo,RUA CARLOS DEL NERO,Padrão,170.0,165.0,2.0,2.0,2.0,2.0,2.0,500000,53325
S,Casas,São Carlos,1,Vila Boa Vista 1,São Paulo,Rua Natalino Mastro Francisco,Padrão,89.33,250.0,1.0,1.0,1.0,1.0,1.0,220001,53305
SL,Casas,São Carlos,1,Parque Tecnológico Damha,São Paulo,Avenida Miguel Damha,Condomínio,386.0,587.0,4.0,4.0,4.0,4.0,8.0,2660000,53299
S,Casas,São Carlos,1,ROMEU TORTORELLI,São Paulo,RUA FRANCISCO XAVIER AMARAL FILHO,Padrão,112.68,125.4,2.0,2.0,2.0,2.0,3.0,280000,53285
S,Casas,São Carlos,1,Jardim Hikari,São Paulo,RUA CARLOS DEL NERO,Padrão,249.67,330.75,3.0,3.0,2.0,2.0,4.0,650000,53283
S,Casas,São Carlos,1,Cidade Aracy,São Paulo,Rua Aldo Milaneto,Padrão,150.0,150.0,2.0,1.0,1.0,1.0,3.0,190000,53250
S,Casas,São Carlos,1,Jardim Cruzeiro do Sul,São Paulo,Rua Basílio Dibbo,Padrão,219.0,330.0,3.0,2.0,3.0,3.0,3.0,320000,53202
SL,Casas,São Carlos,1,Cidade Aracy,São Paulo,AV. ARNOLDO ALMEIDA PIRES,Comercial,280.0,350.0,4.0,9.0,2.0,2.0,5.0,600000,53195
S,Casas,São Carlos,1,Parque Sisi,São Paulo,Rua Jean Piaget,Condomínio,230.0,250.0,4.0,5.0,2.0,2.0,7.0,1490000,53184
S,Casas,São Carlos,1,Jardim Cardinalli,São Paulo,Rua Pastor Cyrus Basset Dawsey,Padrão,100.0,250.0,2.0,3.0,2.0,2.0,3.0,495000,53174
S,Casas,São Carlos,1,Jardim São João Batista,São Paulo,Rua Juan Lopes,Padrão,145.0,150.0,2.0,1.0,2.0,2.0,3.0,300000,53173
S,Casas,São Carlos,1,Jardim Cardinalli,São Paulo,Rua Pastor Cyrus Basset Dawsey,Padrão,100.0,250.0,3.0,3.0,2.0,2.0,4.0,550000,53172
S,Casas,São Carlos,1,Parque Faber Castell,São Paulo,OUT DAS MAGNÓLIAS,Condomínio,160.0,302.5,3.0,4.0,4.0,4.0,6.0,1430001,53164
S,Casas,São Carlos,1,Residencial Eldorado,São Paulo,Rua Miguel Petroni,Condomínio,316.0,305.0,3.0,3.0,4.0,4.0,4.0,1295000,53157
S,Casas,São Carlos,1,Jardim São Carlos,São Paulo,Rua Treze de Maio,Comercial,170.0,215.0,2.0,1.0,0.0,0.0,2.0,194000,53156
S,Casas,São Carlos,1,Vila Costa do Sol,São Paulo,RUA DONA ALEXANDRINA,Comercial,143.72,200.0,4.0,1.0,1.0,1.0,4.0,400000,53153
S,Casas,São Carlos,1,Vila Costa do Sol,São Paulo,Rua Presidente Vargas,Padrão,180.0,185.0,3.0,2.0,0.0,0.0,4.0,370000,53126
S,Casas,São Carlos,1,Residencial Parque Douradinho,São Paulo,Rua Maria Aparecida Jacinto de Moraes,Padrão,128.0,190.0,3.0,2.0,1.0,1.0,4.0,350000,53121
S,Casas,São Carlos,1,Jardim Lutfalla,São Paulo,Rua Achille Bassi,Padrão,351.9,449.0,4.0,3.0,4.0,4.0,6.0,850000,53118
S,Casas,São Carlos,1,Jardim Araucária,São Paulo,Rua Jaime Cordeiro,Padrão,43.0,150.0,2.0,1.0,2.0,2.0,2.0,225000,53117
S,Casas,São Carlos,1,Conjunto Habitacional Dom Constantino Amstalden,São Paulo,Rua Aurora Godoy Carreira,Padrão,50.0,50.0,1.0,1.0,1.0,1.0,1.0,60000,53115
S,Casas,São Carlos,1,Jardim Jóckei Club A,São Paulo,Rua Rio Negro,Padrão,280.0,330.0,3.0,2.0,3.0,3.0,4.0,500001,53112
SL,Casas,São Carlos,1,Jardim Beatriz,São Paulo,Rua Francisco Schiavone,Sobrado,342.25,250.0,4.0,3.0,5.0,5.0,5.0,752000,53070
S,Casas,São Carlos,1,Jardim Ipanema,São Paulo,Rua Ricardo de Assis Pereira,Padrão,200.0,250.0,3.0,2.0,2.0,2.0,4.0,552000,53060
S,Casas,São Carlos,1,Cidade Aracy,São Paulo,Rua Octavio da Silva,Comercial,115.0,125.0,2.0,3.0,0.0,0.0,3.0,180000,53040
S,Casas,São Carlos,1,Cidade Aracy,São Paulo,Rua Aparecido Pandolfelli,Padrão,120.0,125.0,2.0,1.0,1.0,1.0,2.0,210000,53031
S,Casas,São Carlos,1,Cidade Aracy,São Paulo,Rua Octavio da Silva,Sobrado,61.0,125.0,3.0,1.0,2.0,2.0,4.0,220000,52942
S,Casas,São Carlos,1,Jardim Social Presidente Collor,São Paulo,RUA SINVAL BERNARDO,Padrão,114.0,150.0,2.0,1.0,2.0,2.0,2.0,255000,52937
S,Casas,São Carlos,1,Jardim Social Belvedere,São Paulo,RUA PROFESSOR WALTER BLANCO,Padrão,150.0,125.0,2.0,1.0,1.0,1.0,2.0,380000,52865
S,Casas,São Carlos,1,Parque Paraíso,São Paulo,Rua Sebastião Sampaio Osório,Padrão,149.0,150.0,3.0,2.0,2.0,2.0,4.0,580000,52857
S,Casas,São Carlos,1,Residencial Astolpho Luiz do Prado,São Paulo,RUA VILMA ORTIGOSO SEIXAS,Padrão,125.0,174.0,2.0,4.0,2.0,2.0,3.0,307000,52824
S,Casas,São Carlos,1,Vila Morumbi,São Paulo,Avenida Morumbi,Padrão,320.0,820.0,2.0,3.0,7.0,7.0,4.0,850000,52821
S,Casas,São Carlos,1,Parque Tecnológico Damha,São Paulo,Avenida Miguel Damha,Condomínio,330.0,548.0,4.0,6.0,4.0,4.0,8.0,3000001,52770
S,Casas,São Carlos,1,Jardim Jóckei Club A,São Paulo,RUA RAY WESLEY HERRICK,Condomínio,172.25,304.5,3.0,4.0,4.0,4.0,6.0,1150001,52765
S,Casas,São Carlos,1,Jardim de Cresci,São Paulo,RUA PAOLO PERIOTTO,Padrão,340.0,340.0,3.0,4.0,5.0,5.0,4.0,750001,52671
S,Casas,São Carlos,1,Loteamento Albertini,São Paulo,RUA NOEMI FAGA,Padrão,172.0,624.0,3.0,3.0,4.0,4.0,5.0,848000,52665
S,Casas,São Carlos,1,Vila Prado,São Paulo,Rua Doutor Duarte Nunes,Padrão,191.57,418.37,2.0,1.0,2.0,2.0,2.0,500000,52658
S,Casas,São Carlos,1,Conjunto Habitacional Dom Constantino Amstalden,São Paulo,RUA ANTONIO FRANCISCO NOVO,Área de Lazer,362.0,276.0,3.0,4.0,0.0,0.0,5.0,560000,52656
S,Casas,São Carlos,1,Conjunto Habitacional Dom Constantino Amstalden,São Paulo,RUA ANTONIO FRANCISCO NOVO,Área de Lazer,90.0,138.0,,,2.0,2.0,,180000,52654
S,Casas,São Carlos,1,Conjunto Habitacional Dom Constantino Amstalden,São Paulo,RUA ANTONIO FRANCISCO NOVO,Sobrado,265.0,138.0,3.0,3.0,1.0,1.0,5.0,380000,52653
S,Casas,São Carlos,1,Parque Sabará,São Paulo,Rua Doutor Marino Costa Terra,Condomínio,100.0,119.28,2.0,1.0,2.0,2.0,2.0,447000,52637
S,Casas,São Carlos,1,SANTA FELICIA,São Paulo,Rua Gastão Vieira,Comercial,227.95,162.5,3.0,2.0,2.0,2.0,4.0,470000,52633
S,Casas,São Carlos,1,Condomínio Residencial Quebec,São Paulo,Avenida Professora Maria de Cresci Leopoldino,Condomínio,250.0,322.25,3.0,5.0,2.0,2.0,5.0,1250000,52611
S,Casas,São Carlos,1,Parque Faber Castell,São Paulo,OUT DAS MAGNÓLIAS,Condomínio,260.47,348.76,4.0,4.0,4.0,4.0,8.0,1790000,52595
S,Casas,São Carlos,1,Parque Tecnológico Damha,São Paulo,RUA MIGUEL DAMHA,Sobrado Condomínio,447.0,510.0,4.0,5.0,6.0,6.0,8.0,3400001,52580
S,Casas,São Carlos,1,Residencial Monsenhor Romeu Tortorelli,São Paulo,RUA ANTONIO PASCHOAL,Padrão,96.0,96.0,2.0,1.0,2.0,2.0,2.0,210000,52550
S,Casas,São Carlos,1,Jardim Nova São Carlos,São Paulo,Rua José Carlos Gonçalves Neto,Padrão,132.45,157.6,2.0,1.0,1.0,1.0,2.0,320000,52540
S,Casas,São Carlos,1,Jardim Tangará,São Paulo,Rua Carlos Marra,Sobrado,151.0,125.0,3.0,2.0,2.0,2.0,3.0,360000,52533
S,Casas,São Carlos,1,Jardim das Torres,São Paulo,Rua Américo Bianco,Sobrado,18.08,125.0,3.0,2.0,2.0,2.0,4.0,400000,52501
S,Casas,São Carlos,1,Parque Sabará,São Paulo,Avenida Sabará,Condomínio,431.0,630.0,5.0,4.0,3.0,3.0,7.0,2250000,52495
S,Casas,São Carlos,1,Vila Faria,São Paulo,Rua Conde do Pinhal,Padrão,50.0,265.29,2.0,1.0,3.0,3.0,2.0,385000,52493
S,Casas,São Carlos,1,SANTA FELICIA,São Paulo,Rua Cândido de Arruda Botelho,Padrão,67.57,150.0,2.0,1.0,2.0,2.0,2.0,205000,52492
S,Casas,São Carlos,1,Jardim Paulista,São Paulo,Rua Papa João XXIII,Padrão,100.0,100.0,2.0,1.0,2.0,2.0,2.0,300000,52490
S,Casas,São Carlos,1,Parque Faber Castell,São Paulo,OUT DAS AMEIXEIRAS,Condomínio,260.0,350.0,4.0,2.0,4.0,4.0,5.0,1865000,52475
S,Casas,São Carlos,1,Jardim São Carlos,São Paulo,Rua Treze de Maio,Padrão,242.3,289.22,3.0,4.0,4.0,4.0,6.0,720000,52458
S,Casas,São Carlos,1,Residencial Monsenhor Romeu Tortorelli,São Paulo,AV. JOÃO STELLA,Condomínio,120.0,264.0,2.0,2.0,2.0,2.0,2.0,404000,52457
S,Casas,São Carlos,1,SANTA FELICIA,São Paulo,Rua Cândido de Arruda Botelho,Padrão,93.45,165.0,2.0,2.0,2.0,2.0,3.0,350000,52456
S,Casas,São Carlos,1,Jardim Bicão,São Paulo,RUA MARIA STELLA GRASSI REALI,Padrão,121.4,132.0,3.0,2.0,2.0,2.0,4.0,380000,52455
S,Casas,São Carlos,1,Residencial Samambaia,São Paulo,Rua José Riga,Padrão,201.35,250.0,3.0,4.0,2.0,2.0,4.0,495000,52449
S,Casas,São Carlos,1,Cidade Aracy,São Paulo,Rua Lucy Serillo,Padrão,98.0,1.25,2.0,2.0,1.0,1.0,2.0,150000,52446
S,Casas,São Carlos,1,Jardim São Carlos,São Paulo,RUA JESUÍNO DE ARRUDA,Padrão,185.02,531.0,3.0,1.0,2.0,2.0,3.0,430000,52417
S,Casas,São Carlos,1,CENTRO,São Paulo,RUA SETE DE SETEMBRO,Padrão,142.4,497.0,3.0,2.0,2.0,2.0,3.0,660000,52397
S,Casas,São Carlos,1,Jardim Ipanema,São Paulo,Avenida Otto Werner Rosel,Condomínio,90.0,100.0,2.0,1.0,1.0,1.0,2.0,266000,52391
S,Casas,São Carlos,1,Residencial Astolpho Luiz do Prado,São Paulo,Rua Fioravante Delicato,Padrão,132.11,152.0,3.0,1.0,1.0,1.0,3.0,310000,52373
S,Casas,São Carlos,1,SANTA FELICIA,São Paulo,Rua Roberto de Jesus Affonso,Padrão,200.0,250.0,3.0,2.0,2.0,2.0,4.0,400000,52368
S,Casas,São Carlos,1,Jardim Bandeirantes,São Paulo,Rua José Palone,Padrão,130.0,150.0,3.0,2.0,2.0,2.0,4.0,380000,52362
S,Casas,São Carlos,1,SANTA FELICIA,São Paulo,Rua Luiz Procópio Araújo Ferraz,Padrão,244.49,300.0,3.0,1.0,2.0,2.0,3.0,370000,52356
S,Casas,São Carlos,1,Vila Celina,São Paulo,Rua Luiz Vaz de Camões,Padrão,51.14,204.0,1.0,1.0,2.0,2.0,1.0,150000,52350
S,Casas,São Carlos,1,Vila Lutfalla,São Paulo,Rua Machado de Assis,Padrão,130.0,180.0,5.0,2.0,4.0,4.0,5.0,480000,52339
S,Casas,São Carlos,1,CENTRO,São Paulo,Rua José Bonifácio,Padrão,75.95,124.94,2.0,1.0,1.0,1.0,2.0,240000,52335
S,Casas,São Carlos,1,Vila Boa Vista,São Paulo,Rua Pedro José Neto,Padrão,230.0,2500.01,4.0,4.0,1.0,1.0,4.0,300000,52331
S,Casas,São Carlos,1,Jardim Beatriz,São Paulo,Rua Doutor Aureliano Guimarães,Padrão,248.08,300.0,3.0,1.0,6.0,6.0,3.0,440000,52319
S,Casas,São Carlos,1,Chácara Parque Club,São Paulo,Rua Francisco Stella,Padrão,75.0,300.0,4.0,3.0,4.0,4.0,5.0,500000,52318
S,Casas,São Carlos,1,VILA BELA VISTA,São Paulo,RUA JOAQUIM DA ROCHA MEDEIROS,Padrão,124.08,250.0,2.0,1.0,2.0,2.0,2.0,250000,52317
S,Casas,São Carlos,1,Vila Prado,São Paulo,AV. SALLUM,Comercial,150.0,180.0,2.0,1.0,1.0,1.0,2.0,420000,52316
S,Casas,São Carlos,1,Parque Faber Castell,São Paulo,Alameda das Cerejeiras,Condomínio,400.0,531.0,4.0,4.0,4.0,4.0,6.0,2000000,52309
S,Casas,São Carlos,1,Vila Santa Madre Cabrini,São Paulo,Rua Pedro de Almeida,Sobrado,310.0,325.0,3.0,2.0,5.0,5.0,4.0,500000,52251
S,Casas,São Carlos,1,Vila Prado,São Paulo,Rua Maestro Adolpho Raimundo Caputo,Padrão,118.79,253.5,3.0,2.0,3.0,3.0,3.0,290000,52234
S,Casas,São Carlos,1,Cidade Jardim,São Paulo,RUA BERNARDINO FERNANDES NUNES,Sobrado,190.0,195.0,2.0,1.0,6.0,6.0,2.0,380000,52220
S,Casas,São Carlos,1,Azulville I,São Paulo,Rua Aristides de Santi,Sobrado,190.0,192.0,3.0,2.0,2.0,2.0,4.0,298000,52214
SL,Casas,São Carlos,1,Jardim São Carlos,São Paulo,Rua Treze de Maio,Padrão,174.89,348.21,4.0,1.0,4.0,4.0,4.0,440000,52207
S,Casas,São Carlos,1,Residencial Deputado José Zavaglia,São Paulo,Rua Marcelo José Marques Chiosea,Padrão,45.0,200.0,2.0,1.0,2.0,2.0,2.0,128000,52154
S,Casas,São Carlos,1,Vila Jacobucci,São Paulo,RUA ANTENOR RODRIGUES CAMARGO,Padrão,59.85,125.0,2.0,1.0,2.0,2.0,2.0,220000,52111
S,Casas,São Carlos,1,Vila Jacobucci,São Paulo,RUA ANTENOR RODRIGUES CAMARGO,Padrão,59.85,125.0,2.0,1.0,2.0,2.0,2.0,220000,52110
S,Casas,São Carlos,1,Jardim São Carlos,São Paulo,RUA JESUÍNO DE ARRUDA,Padrão,135.4,300.0,2.0,1.0,1.0,1.0,2.0,310000,52104
S,Casas,São Carlos,1,Parque Fehr,São Paulo,Rua Reno Piovesan,Padrão,145.0,250.0,3.0,2.0,2.0,2.0,4.0,530000,52058
S,Casas,São Carlos,1,RESIDENCIAL ITAMARATI,São Paulo,Rua Winston Monteiro Ricetti,Padrão,82.0,250.0,2.0,2.0,0.0,0.0,3.0,298000,52014
S,Casas,São Carlos,1,Vila Boa Vista,São Paulo,RUA FRANCISCO FIORENTINO,Padrão,156.0,250.0,2.0,1.0,2.0,2.0,2.0,341000,51902
S,Casas,São Carlos,1,Jardim Nova Santa Paula,São Paulo,RUA LIBORIO MARINO,Padrão,196.96,396.7,3.0,3.0,2.0,2.0,4.0,500000,51854
S,Casas,São Carlos,1,Jardim Brasil,São Paulo,Rua Geminiano Costa,Sobrado,369.0,250.0,3.0,4.0,3.0,3.0,5.0,699000,51852
S,Casas,São Carlos,1,Jardim Paraíso,São Paulo,Rua Conselheiro Soares Brandão,Padrão,260.0,340.0,3.0,4.0,2.0,2.0,4.0,510000,51818
S,Casas,São Carlos,1,Jardim Bicão,São Paulo,RUA ÂNGELO PROVINCIALI,Padrão,99.0,132.0,2.0,2.0,2.0,2.0,2.0,160000,51807
S,Casas,São Carlos,1,Vila Prado,São Paulo,RUA DOUTOR BERNARDINO DE CAMPOS,Padrão,200.0,330.0,3.0,1.0,3.0,3.0,3.0,450000,51756
S,Casas,São Carlos,1,Vila Prado,São Paulo,RUA DONA ANA PRADO,Padrão,83.24,280.0,2.0,1.0,2.0,2.0,2.0,276500,51738
S,Casas,São Carlos,1,Jardim Macarengo,São Paulo,Rua Campos Salles,Padrão,230.0,255.0,3.0,3.0,2.0,2.0,4.0,750000,51723
S,Casas,São Carlos,1,RESIDENCIAL ITAMARATI,São Paulo,RUA MAURO TOMAZI,Padrão,189.0,189.0,3.0,2.0,2.0,2.0,4.0,500000,51680
S,Casas,São Carlos,1,Vila Prado,São Paulo,RUA SÃO PIO X,Padrão,163.0,200.0,2.0,2.0,0.0,0.0,3.0,730000,51674
S,Casas,São Carlos,1,SANTA FELICIA,São Paulo,RUA ETHIWALDO ALEXANDRE MARTINS,Sobrado,120.0,150.0,3.0,2.0,2.0,2.0,3.0,370000,51639
SL,Casas,São Carlos,1,Vila Costa do Sol,São Paulo,Rua Presidente Vargas,Padrão,215.0,700.0,4.0,7.0,6.0,6.0,8.0,1000000,51622
S,Casas,São Carlos,1,Loteamento Habitacional São Carlos 1,São Paulo,Rua Ítalo Tonissi,Padrão,70.0,25.0,2.0,1.0,2.0,2.0,2.0,250000,51615
S,Casas,São Carlos,1,Vila Marcelino,São Paulo,RUA RAIMUNDO CORREA,Padrão,103.0,103.0,2.0,1.0,1.0,1.0,2.0,400000,51613
S,Casas,São Carlos,1,CENTRO,São Paulo,RUA EPISCOPAL,Comercial,77.4,300.0,3.0,,3.0,3.0,3.0,1000000,51611
S,Casas,São Carlos,1,Jardim Bicão,São Paulo,RUA MARIA STELLA GRASSI REALI,Padrão,121.84,132.0,3.0,2.0,2.0,2.0,4.0,350000,51604
S,Casas,São Carlos,1,Jardim São Carlos 5,São Paulo,Rua Dona Maria Cecília Botelho Ferraz,Padrão,107.0,200.0,4.0,1.0,2.0,2.0,4.0,330000,51592
S,Casas,São Carlos,1,Vila Prado,São Paulo,Rua Itália,Padrão,120.0,180.0,3.0,1.0,3.0,3.0,3.0,320000,51590
S,Casas,São Carlos,1,Vila Costa do Sol,São Paulo,RUA ANTÔNIO BLANCO,Comercial,170.71,263.8,3.0,2.0,3.0,3.0,4.0,365000,51580
S,Casas,São Carlos,1,Planalto Paraíso,São Paulo,Rua Manoel José Serpa,Padrão,118.06,150.85,2.0,1.0,3.0,3.0,2.0,230000,51571
S,Casas,São Carlos,1,Centro,São Paulo,RUA AQUIDABAN,Comercial,184.1,482.68,2.0,1.0,2.0,2.0,2.0,700000,51547
S,Casas,São Carlos,1,Jardim Araucária,São Paulo,Rua AMÉLIA CAMPITELLI MARCHETTI,Padrão,70.0,140.0,2.0,1.0,2.0,2.0,2.0,255000,51468
S,Casas,São Carlos,1,Parque Tecnológico Damha,São Paulo,RUA MIGUEL DAMHA,Padrão,442.0,490.0,4.0,8.0,4.0,4.0,8.0,2980000,51453
S,Casas,São Carlos,1,SANTA FELICIA,São Paulo,Rua Affonso Botelho de Abreu Sampaio,Padrão,180.0,250.0,3.0,2.0,3.0,3.0,4.0,640000,51430
S,Casas,São Carlos,1,CIDADE ARACY II,São Paulo,RUA REINALDO PIZANI,Padrão,105.0,125.0,2.0,2.0,2.0,2.0,3.0,230000,51418
