indType,namCategory,namCity,idtCity,namDistrict,namState,namStreet,namSubCategory,Area,Total_area,Bedrooms,Bathrooms,Garages,totalGarages,totalRooms,valSales,idtProperty
S,Casas,São Carlos,1,Jardim Jóckei Club A,São Paulo,Rua Ray Wesley Herrick,Condomínio,154.0,240.0,2.0,2.0,2.0,2.0,3.0,990000,62701
S,Casas,São Carlos,1,Residencial Arcoville,São Paulo,Rua Sete,Padrão,100.0,240.0,2.0,2.0,4.0,4.0,3.0,350000,62662
SL,Casas,São Carlos,1,Parque Santa Mônica,São Paulo,Rua Professor Ernfrid Frick,Padrão,217.0,525.0,3.0,2.0,4.0,4.0,4.0,800000,62659
S,Casas,São Carlos,1,Jardim Ricetti,São Paulo,RUA MAJOR MANOEL ANTÔNIO DE MATTOS,Padrão,109.68,278.68,2.0,1.0,1.0,1.0,2.0,315000,62658
S,Casas,São Carlos,1,Cidade Aracy,São Paulo,Rua Firmino Brigante,Padrão,90.0,250.0,3.0,1.0,2.0,2.0,3.0,160000,62655
S,Casas,São Carlos,1,Jardim São Carlos,São Paulo,RUA ALÍPIO BENEDITO,Padrão,155.5,155.5,3.0,2.0,3.0,3.0,3.0,320000,62648
S,Casas,São Carlos,1,Vila Prado,São Paulo,RUA DONA ANA PRADO,Padrão,68.0,340.0,1.0,1.0,0.0,0.0,1.0,260000,62645
S,Casas,São Carlos,1,Romeu Santini,São Paulo,Rua João Pedrino,Padrão,148.4,200.0,3.0,3.0,2.0,2.0,4.0,360000,62619
SL,Casas,São Carlos,1,VILA NERY,São Paulo,RUA GIUSEPPE DOS SANTOS,Padrão,89.0,250.0,2.0,1.0,1.0,1.0,2.0,220000,62617
SL,Casas,São Carlos,1,Cidade Jardim,São Paulo,Al DOS HELIOTROPOS,Sobrado,384.1,589.93,3.0,2.0,10.0,10.0,4.0,1380001,62614
S,Casas,São Carlos,1,RESIDENCIAL ITAMARATI,São Paulo,RUA MAURO TOMAZI,Padrão,138.74,250.0,3.0,2.0,2.0,2.0,4.0,560000,62604
S,Casas,São Carlos,1,Residencial Samambaia,São Paulo,Av. AVENIDA PEDRO MUSZKAT,Condomínio,162.88,250.0,3.0,2.0,2.0,2.0,4.0,905000,62583
S,Casas,São Carlos,1,SANTA FELICIA,São Paulo,Rua Emílio Mário Ribas,Padrão,150.0,150.0,2.0,1.0,0.0,0.0,2.0,210000,62578
S,Casas,São Carlos,1,JARDIM REAL,São Paulo,RUA MOISÉS JOÃO MUSSA,Padrão,95.0,155.0,2.0,2.0,2.0,2.0,2.0,230000,62557
S,Casas,São Carlos,1,Jardim Beatriz,São Paulo,Rua Major João Manoel de Campos Penteado,Padrão,120.0,150.0,3.0,2.0,2.0,2.0,4.0,220000,62546
S,Casas,São Carlos,1,Vila Marcelino,São Paulo,RUA RAIMUNDO CORREA,Padrão,122.4,266.0,3.0,1.0,1.0,1.0,3.0,213000,62545
S,Casas,São Carlos,1,RESIDENCIAL ITAMARATI,São Paulo,Rua Ervira Brasse Crempe,Padrão,143.03,250.0,3.0,2.0,3.0,3.0,4.0,530001,62544
S,Casas,São Carlos,1,Vila Boa Vista 1,São Paulo,RUA DOUTOR JOAQUIM RODRIGUES DE SIQUEIRA,Padrão,150.0,126.0,2.0,2.0,1.0,1.0,3.0,277000,62540
S,Casas,São Carlos,1,NOSSA SENHORA FATIMA,São Paulo,Rua João Nonato,Padrão,172.19,694.19,3.0,1.0,0.0,0.0,3.0,480001,62530
S,Casas,São Carlos,1,Jardim Brasil,São Paulo,Rua Jesuíno de Arruda,Kitnet,52.44,200.0,1.0,1.0,0.0,0.0,1.0,420000,62517
S,Casas,São Carlos,1,Jardim Beatriz,São Paulo,Rua Francisco Schiavone,Padrão,267.5,318.0,3.0,3.0,3.0,3.0,4.0,690001,62516
S,Casas,São Carlos,1,Jardim Brasil,São Paulo,Rua Jesuíno de Arruda,Padrão,52.44,200.0,1.0,1.0,0.0,0.0,1.0,420000,62514
S,Casas,São Carlos,1,Parque Faber Castell,São Paulo,Passeio das Magnólias,Condomínio,172.0,302.0,4.0,4.0,4.0,4.0,8.0,1490001,62508
S,Casas,São Carlos,1,Jardim Hikari,São Paulo,RUA VICENTE PETRILLI,Sobrado,243.75,135.19,3.0,2.0,2.0,2.0,4.0,692000,62506
S,Casas,São Carlos,1,Jardim Tangará,São Paulo,Rua Carlos Marra,Sobrado,132.0,125.0,2.0,3.0,2.0,2.0,3.0,349000,62493
S,Casas,São Carlos,1,Parque Fehr,São Paulo,Rua Sebastião Conte,Padrão,60.0,250.0,1.0,1.0,5.0,5.0,1.0,330000,62492
SL,Casas,São Carlos,1,Vila Marina,São Paulo,Rua Luiz Vaz de Camões,Padrão,80.0,200.0,2.0,2.0,6.0,6.0,3.0,280000,62482
S,Casas,São Carlos,1,Jardim São Carlos,São Paulo,Rua Conde do Pinhal,Padrão,291.0,705.0,2.0,1.0,1.0,1.0,2.0,1300001,62472
S,Casas,São Carlos,1,Parque Tecnológico Damha,São Paulo,RUA MIGUEL DAMHA,Condomínio,200.0,398.91,3.0,4.0,4.0,4.0,6.0,1480001,62463
S,Casas,São Carlos,1,Vila Deriggi,São Paulo,AV. DOUTOR CARLOS BOTELHO,Padrão,310.0,627.13,2.0,2.0,8.0,8.0,2.0,750000,62427
S,Casas,São Carlos,1,Jardim Jóckei Club A,São Paulo,Rua Ray Wesley Herrick,Condomínio,265.68,342.5,3.0,4.0,4.0,4.0,4.0,1550001,62420
S,Casas,São Carlos,1,Vila Jacobucci,São Paulo,Rua Byron Ortiz de Araújo,Padrão,134.31,250.0,3.0,2.0,1.0,1.0,4.0,260000,62413
S,Casas,São Carlos,1,RESIDENCIAL ITAMARATI,São Paulo,Rua Vitorio Dotta,Padrão,250.0,250.0,2.0,1.0,2.0,2.0,2.0,395000,62410
S,Casas,São Carlos,1,Jardim Ipanema,São Paulo,AV. OTTO WERNER ROSEL,Padrão,55.0,84.0,3.0,1.0,2.0,2.0,3.0,290000,62401
S,Casas,São Carlos,1,Jardim Brasil,São Paulo,RUA MONTEIRO LOBATO,Padrão,190.48,250.0,3.0,3.0,3.0,3.0,4.0,620001,62399
S,Casas,São Carlos,1,Jardim Embaré,São Paulo,Rua Fortunato Dovigo,Padrão,120.0,250.0,3.0,2.0,2.0,2.0,4.0,480001,62395
S,Casas,São Carlos,1,Vila Deriggi,São Paulo,Rua Bruno Giongo,Padrão,176.0,260.0,3.0,2.0,2.0,2.0,3.0,530000,62394
S,Casas,São Carlos,1,BELVEDERE,São Paulo,Rua Luiz Arnaldo Wenzel,Padrão,114.83,138.0,2.0,2.0,2.0,2.0,3.0,220000,62371
S,Casas,São Carlos,1,Parque Tecnológico Damha,São Paulo,RUA MIGUEL DAMHA,Condomínio,563.0,406.0,4.0,5.0,4.0,4.0,8.0,3600001,62366
S,Casas,São Carlos,1,Residencial Eldorado,São Paulo,Rua Miguel Petroni,Condomínio,273.0,355.0,3.0,4.0,6.0,6.0,6.0,1280001,62357
S,Casas,São Carlos,1,Cidade Aracy,São Paulo,RUA EXPEDITA MARIA COSTA,Padrão,91.59,125.0,2.0,1.0,1.0,1.0,2.0,170000,62354
S,Casas,São Carlos,1,Residencial Parque Douradinho,São Paulo,Rua Raul Rodrigues Martins,Padrão,129.3,172.5,3.0,2.0,1.0,1.0,4.0,355000,62353
S,Casas,São Carlos,1,Jardim Dona Francisca,São Paulo,RUA MANOEL MARTINS,Sobrado,153.78,125.0,3.0,2.0,2.0,2.0,4.0,277000,62351
S,Casas,São Carlos,1,Vila Rancho Velho,São Paulo,Rua Frederico Manzini,Padrão,106.27,275.0,3.0,2.0,2.0,2.0,4.0,380000,62322
S,Casas,São Carlos,1,Recreio dos Bandeirantes,São Paulo,Avenida Paulo de Arruda Correa da Silva,Padrão,168.32,250.0,3.0,2.0,2.0,2.0,4.0,580000,62314
S,Casas,São Carlos,1,Jardim Embaré,São Paulo,Rua Fortunato Dovigo,Padrão,150.0,250.0,2.0,2.0,5.0,5.0,2.0,550000,62303
S,Casas,São Carlos,1,Jardim Embaré,São Paulo,Rua Dom Constantino Amstalden,Padrão,70.0,250.0,2.0,3.0,3.0,3.0,2.0,350001,62301
S,Casas,São Carlos,1,Jardim Social Presidente Collor,São Paulo,RUA ATTILIO MILANETTO,Padrão,140.0,150.0,2.0,1.0,2.0,2.0,2.0,170000,62299
S,Casas,São Carlos,1,Conjunto Habitacional Planalto Verde,São Paulo,Rua José Seschi,Padrão,42.98,175.0,2.0,2.0,2.0,2.0,2.0,220000,62293
S,Casas,São Carlos,1,SANTA FELICIA,São Paulo,AV. BRUNO RUGGIERO FILHO,Condomínio,150.0,200.0,3.0,2.0,2.0,2.0,4.0,540001,62291
SL,Casas,São Carlos,1,Jardim São Carlos 5,São Paulo,Rua Odair Campos Pereira,Padrão,180.0,280.0,4.0,1.0,3.0,3.0,4.0,320000,62285
S,Casas,São Carlos,1,Centro,São Paulo,RUA MARECHAL DEODORO,Padrão,120.0,350.0,2.0,1.0,0.0,0.0,2.0,280000,62216
S,Casas,São Carlos,1,Residencial Samambaia,São Paulo,Av. AVENIDA PEDRO MUSZKAT,Condomínio,130.0,250.0,3.0,3.0,2.0,2.0,4.0,1043000,62210
S,Casas,São Carlos,1,Vila Santa Madre Cabrini,São Paulo,Rua Pedro de Almeida,Padrão,130.0,160.0,2.0,2.0,3.0,3.0,2.0,420000,62206
S,Casas,São Carlos,1,Residencial Samambaia,São Paulo,Av. AVENIDA PEDRO MUSZKAT,Condomínio,168.0,250.0,3.0,3.0,2.0,2.0,5.0,1200000,62200
S,Casas,São Carlos,1,Jardim Ipanema,São Paulo,AV. OTTO WERNER ROSEL,Condomínio,80.0,1.5,2.0,2.0,2.0,2.0,3.0,385000,62190
S,Casas,São Carlos,1,Jardim Nossa Senhora Aparecida,São Paulo,Rua Lucas Perroni,Padrão,94.0,126.0,2.0,1.0,1.0,1.0,2.0,293000,62167
S,Casas,São Carlos,1,Jardim das Torres,São Paulo,RUA ARACY BORDINI DO AMARAL TOLEDO,Padrão,109.0,144.43,2.0,1.0,2.0,2.0,2.0,320000,62159
S,Casas,São Carlos,1,Vila Lutfalla,São Paulo,Rua Humberto de Campos,Padrão,115.77,266.3,2.0,2.0,0.0,0.0,2.0,373000,62154
S,Casas,São Carlos,1,Jardim Ipanema,São Paulo,AV. OTTO WERNER ROSEL,Condomínio,63.0,100.0,2.0,2.0,2.0,2.0,3.0,320000,62138
S,Casas,São Carlos,1,Cidade Aracy,São Paulo,Avenida José Antônio Migliato,Sobrado,140.0,240.0,3.0,1.0,2.0,2.0,3.0,200000,62108
S,Casas,São Carlos,1,Portal do Sol,São Paulo,Avenida José Ferro,Padrão,90.0,125.0,3.0,2.0,2.0,2.0,4.0,550000,62103
S,Casas,São Carlos,1,Jardim Santa Júlia,São Paulo,Rua DIRCEU VIDAL,Padrão,158.0,250.0,3.0,2.0,2.0,2.0,4.0,745000,62102
S,Casas,São Carlos,1,Centreville,São Paulo,RUA JOSÉ RODRIGUES SAMPAIO,Padrão,165.88,300.0,4.0,2.0,3.0,3.0,5.0,350000,62087
S,Casas,São Carlos,1,Residencial Arcoville,São Paulo,Rua Professora Marilda Geraldo Gimenes,Área de Lazer,115.0,200.0,1.0,2.0,5.0,5.0,1.0,365000,62078
S,Casas,São Carlos,1,Vila Marcelino,São Paulo,Rua Gonçalves Dias,Padrão,211.41,333.22,2.0,3.0,1.0,1.0,3.0,550000,62063
S,Casas,São Carlos,1,Jardim Embaré,São Paulo,Rua Francisco Correa Bueno,Padrão,172.08,255.71,3.0,3.0,3.0,3.0,4.0,600000,62061
S,Casas,São Carlos,1,Jardim Cardinalli,São Paulo,Rua Douvidor Cunha,Padrão,216.88,420.0,3.0,3.0,4.0,4.0,5.0,750000,62059
SL,Casas,São Carlos,1,CENTRO,São Paulo,RUA EPISCOPAL,Padrão,127.3,239.33,3.0,2.0,4.0,4.0,4.0,900000,62052
S,Casas,São Carlos,1,Planalto Paraíso,São Paulo,Rua Doutor Jonas Novaes,Padrão,246.99,342.0,3.0,2.0,2.0,2.0,4.0,800000,62032
S,Casas,São Carlos,1,Chácara Parque Club,São Paulo,Rua Calimerio Martinez,Padrão,59.0,125.0,2.0,1.0,0.0,0.0,3.0,250000,62031
S,Casas,São Carlos,1,Jardim São João Batista,São Paulo,Rua Mariano Garcia Carrasco,Padrão,100.0,130.0,2.0,2.0,2.0,2.0,2.0,350000,62028
S,Casas,São Carlos,1,Residencial Parque Douradinho,São Paulo,Rua José Gonçalves de Oliveira,Padrão,90.0,175.0,2.0,3.0,1.0,1.0,2.0,320000,62021
S,Casas,São Carlos,1,Vila Boa Vista 1,São Paulo,Rua Martim Luther King,Padrão,110.0,125.0,3.0,3.0,2.0,2.0,4.0,296000,62014
S,Casas,São Carlos,1,Vila Boa Vista,São Paulo,Rua Professor Helvídeo Gouvea,Padrão,300.0,300.0,3.0,4.0,3.0,3.0,5.0,850000,62000
S,Casas,São Carlos,1,NOVO HORIZONTE,São Paulo,Rua Manoel Lembo,Padrão,220.0,500.0,3.0,2.0,1.0,1.0,3.0,319000,61998
S,Casas,São Carlos,1,Parque Tecnológico Damha,São Paulo,RUA MIGUEL DAMHA,Condomínio,272.6,430.0,3.0,4.0,2.0,2.0,6.0,1750000,61979
S,Casas,São Carlos,1,RESIDENCIAL ITAMARATI,São Paulo,Rua Augusto Maria Patrizzi,Padrão,250.0,184.0,4.0,5.0,2.0,2.0,5.0,565001,61971
S,Casas,São Carlos,1,Cidade Jardim,São Paulo,Al DOS NARCISOS,Padrão,210.0,210.0,3.0,2.0,2.0,2.0,4.0,390000,61965
S,Casas,São Carlos,1,MARIA STELLA FAGA,São Paulo,Avenida João de Lourenço,Padrão,93.18,125.0,2.0,1.0,2.0,2.0,2.0,250000,61961
S,Casas,São Carlos,1,Vila Costa do Sol,São Paulo,RUA CAPITÃO ALBERTO MENDES JÚNIOR,Padrão,292.0,184.0,3.0,2.0,1.0,1.0,3.0,390000,61960
S,Casas,São Carlos,1,Vila Costa do Sol,São Paulo,Rua Campos Sales,Padrão,130.0,130.0,3.0,2.0,1.0,1.0,4.0,320000,61952
S,Casas,São Carlos,1,Jardim Medeiros,São Paulo,Rua Mário Pinotti,Padrão,150.0,280.0,2.0,2.0,6.0,6.0,3.0,420000,61944
S,Casas,São Carlos,1,Residencial Parque Douradinho,São Paulo,Rua Francisco Generoso,Padrão,134.0,180.0,2.0,2.0,2.0,2.0,3.0,310000,61940
S,Casas,São Carlos,1,Jardim Beatriz,São Paulo,Rua Antônio Martines Carrera,Padrão,84.83,250.0,3.0,1.0,2.0,2.0,3.0,270000,61939
S,Casas,São Carlos,1,ANTENOR GARCIA,São Paulo,Avenida Donato Pedrino,Padrão,60.0,150.0,1.0,1.0,2.0,2.0,1.0,98000,61930
S,Casas,São Carlos,1,Jardim Araucária,São Paulo,Rua AMÉLIA CAMPITELLI MARCHETTI,Padrão,60.0,60.0,3.0,2.0,2.0,2.0,4.0,277000,61925
S,Casas,São Carlos,1,Vila Boa Vista,São Paulo,Rua Doutor Gastão de Sá,Padrão,116.24,200.0,3.0,2.0,1.0,1.0,3.0,215000,61912
S,Casas,São Carlos,1,Jardim Ipanema,São Paulo,AV. OTTO WERNER ROSEL,Condomínio,55.0,86.0,3.0,1.0,2.0,2.0,3.0,220000,61909
S,Casas,São Carlos,1,SANTA FELICIA,São Paulo,RUA CID SILVA CÉSAR,Padrão,120.0,250.0,3.0,2.0,0.0,0.0,4.0,412000,61908
S,Casas,São Carlos,1,SANTA FELICIA,São Paulo,Rua Pedro Fernandes Alonso,Sobrado,180.0,150.0,3.0,2.0,1.0,1.0,4.0,569000,61898
S,Casas,São Carlos,1,Vila Costa do Sol,São Paulo,RUA ANTÔNIO BLANCO,Padrão,350.0,400.0,4.0,2.0,2.0,2.0,4.0,380000,61889
S,Casas,São Carlos,1,Residencial Eldorado,São Paulo,Rua Miguel Petroni,Condomínio,302.65,302.65,3.0,2.0,2.0,2.0,4.0,1400001,61868
SL,Casas,São Carlos,1,CENTRO,São Paulo,RUA BENTO CARLOS,Padrão,139.0,240.0,2.0,2.0,4.0,4.0,3.0,400000,61863
S,Casas,São Carlos,1,Cidade Aracy,São Paulo,Rua Maristela Tagliatella Custódio,Padrão,150.0,150.0,3.0,2.0,4.0,4.0,3.0,179000,61847
S,Casas,São Carlos,1,Parque Faber Castell,São Paulo,Passeio dos Tangarás,Condomínio,580.0,700.0,4.0,8.0,4.0,4.0,8.0,4000000,61813
SL,Casas,São Carlos,1,Residencial Samambaia,São Paulo,Av. AVENIDA PEDRO MUSZKAT,Condomínio,143.0,250.0,3.0,2.0,2.0,2.0,4.0,852000,61799
S,Casas,São Carlos,1,Loteamento Municipal São Carlos 3,São Paulo,Rua Danilo Mic'Alli,Condomínio,76.0,237.0,2.0,2.0,2.0,2.0,3.0,550000,61794
S,Casas,São Carlos,1,Jardim Beatriz,São Paulo,RUA PROFESSORA ELYDIA BENETTI,Padrão,104.0,125.0,2.0,1.0,2.0,2.0,2.0,250000,61793
S,Casas,São Carlos,1,Vila Prado,São Paulo,RUA DOUTOR BERNARDINO DE CAMPOS,Padrão,195.0,345.0,3.0,2.0,2.0,2.0,4.0,565000,61792
S,Casas,São Carlos,1,Vila Faria,São Paulo,Rua Sete de Setembro,Padrão,181.0,359.0,2.0,1.0,2.0,2.0,2.0,500000,61790
S,Casas,São Carlos,1,Centro,São Paulo,Rua Rafael de Abreu Sampaio Vidal,Padrão,72.0,300.0,2.0,1.0,6.0,6.0,2.0,380000,61760
S,Casas,São Carlos,1,Planalto Paraíso,São Paulo,Rua São João Bosco,Sobrado,226.0,360.0,3.0,4.0,2.0,2.0,4.0,800000,61759
S,Casas,São Carlos,1,SANTA FELICIA,São Paulo,Rua Antônio Carlos Ferraz de Salles,Padrão,67.56,300.0,2.0,1.0,5.0,5.0,2.0,300000,61750
S,Casas,São Carlos,1,CENTRO,São Paulo,RUA SETE DE SETEMBRO,Sobrado,134.64,142.16,3.0,2.0,2.0,2.0,3.0,420001,61735
S,Casas,São Carlos,1,Jardim Cruzeiro do Sul,São Paulo,Rua Júlio Rizzo,Padrão,73.4,193.5,2.0,1.0,2.0,2.0,2.0,180000,61733
S,Casas,São Carlos,1,Vila Brasília,São Paulo,Rua Eugênio de Andrade Egas,Padrão,173.08,205.5,3.0,3.0,5.0,5.0,4.0,373000,61724
S,Casas,São Carlos,1,Parque Faber Castell,São Paulo,Passeio das Magnólias,Condomínio,300.0,353.0,3.0,5.0,4.0,4.0,6.0,2875000,61718
S,Casas,São Carlos,1,Vila Costa do Sol,São Paulo,Rua Presidente Vargas,Padrão,64.89,126.63,1.0,1.0,0.0,0.0,1.0,117000,61709
S,Casas,São Carlos,1,Vila Costa do Sol,São Paulo,Rua Presidente Vargas,Padrão,96.49,172.25,2.0,1.0,1.0,1.0,2.0,180000,61707
S,Casas,São Carlos,1,SAO CARLOS 1,São Paulo,RUA FIORAVANTE TERRUGGI,Padrão,172.37,200.0,2.0,1.0,2.0,2.0,2.0,230000,61706
S,Casas,São Carlos,1,Núcleo Residencial Silvio Vilari,São Paulo,Rua José Bonifácio,Padrão,175.6,400.0,3.0,2.0,0.0,0.0,4.0,500000,61704
S,Casas,São Carlos,1,Jardim São Carlos 5,São Paulo,Rua Rúbens Barbosa,Padrão,92.59,217.38,3.0,2.0,4.0,4.0,4.0,295000,61700
S,Casas,São Carlos,1,Residencial Parque Douradinho,São Paulo,TVS WALTER BAGNATO,Padrão,90.0,172.0,2.0,1.0,2.0,2.0,2.0,205000,61699
S,Casas,São Carlos,1,Jardim Embaré,São Paulo,Rua Francisco Correa Bueno,Padrão,210.0,250.0,3.0,3.0,3.0,3.0,5.0,550000,61686
S,Casas,São Carlos,1,Vila Marcelino,São Paulo,RUA VICENTE DE CARVALHO,Padrão,244.2,358.5,3.0,3.0,3.0,3.0,4.0,520000,61680
S,Casas,São Carlos,1,Cidade Jardim,São Paulo,RUA BERNARDINO FERNANDES NUNES,Padrão,184.0,300.0,2.0,1.0,2.0,2.0,2.0,320000,61678
S,Casas,São Carlos,1,Parque Santa Mônica,São Paulo,RUA DOUTOR LAURO CORSI,Padrão,425.0,570.0,5.0,4.0,3.0,3.0,7.0,960000,61672
S,Casas,São Carlos,1,Jardim Jóckei Club A,São Paulo,Rua Ray Wesley Herrick,Sobrado Condomínio,222.79,503.0,3.0,4.0,2.0,2.0,6.0,1450000,61667
S,Casas,São Carlos,1,Jardim Beatriz,São Paulo,Rua Major João Manoel de Campos Penteado,Padrão,212.0,252.0,2.0,2.0,3.0,3.0,2.0,340000,61666
SL,Casas,São Carlos,1,Residencial Samambaia,São Paulo,RUA NICOLLA FIORENTINO,Condomínio,200.0,500.0,3.0,2.0,2.0,2.0,4.0,680000,61638
SL,Casas,São Carlos,1,Vila Prado,São Paulo,RUA DOUTOR BERNARDINO DE CAMPOS,Padrão,250.0,326.62,3.0,3.0,4.0,4.0,4.0,1064000,61611
S,Casas,São Carlos,1,Vila Boa Vista 1,São Paulo,Rua Natalino Mastro Francisco,Padrão,103.0,240.0,2.0,2.0,1.0,1.0,2.0,260000,61593
S,Casas,São Carlos,1,Parque Sabará,São Paulo,Rua Doutor Marino Costa Terra,Condomínio,80.0,100.0,3.0,2.0,1.0,1.0,4.0,580000,61583
S,Casas,São Carlos,1,Parque Faber Castell,São Paulo,Passeio das Magnólias,Padrão,171.5,302.5,3.0,4.0,2.0,2.0,6.0,1171001,61572
S,Casas,São Carlos,1,Jardim Brasil,São Paulo,Rua Dona Maria Izabel de Oliveira Botelho,Padrão,120.0,308.0,2.0,2.0,1.0,1.0,2.0,450000,61552
S,Casas,São Carlos,1,Jardim dos Coqueiros,São Paulo,Rua Nilton Luiz Marques,Sobrado,130.0,123.0,3.0,3.0,2.0,2.0,5.0,280000,61551
S,Casas,São Carlos,1,Jardim Jóckei Club A,São Paulo,Rua Ray Wesley Herrick,Condomínio,175.0,340.0,3.0,4.0,4.0,4.0,6.0,1330001,61545
S,Casas,São Carlos,1,Vila Brasília,São Paulo,Rua Paraguai,Sobrado,180.0,250.0,2.0,2.0,2.0,2.0,2.0,319000,61541
S,Casas,São Carlos,1,Jardim das Torres Prolongamento,São Paulo,RUA NILCEU ANTONINHO SALGADO,Padrão,372.0,500.0,4.0,2.0,4.0,4.0,5.0,920000,61538
S,Casas,São Carlos,1,Parque Faber Castell,São Paulo,Passeio das Magnólias,Condomínio,255.0,376.0,4.0,8.0,4.0,4.0,8.0,1550001,61517
S,Casas,São Carlos,1,Jardim Tangará,São Paulo,Rua Victório Bonucci,Condomínio,127.59,200.0,2.0,2.0,2.0,2.0,3.0,450000,61509
S,Casas,São Carlos,1,Jardim Macarengo,São Paulo,Rua Campos Salles,Padrão,143.4,300.0,2.0,1.0,1.0,1.0,2.0,350000,61504
S,Casas,São Carlos,1,CENTRO,São Paulo,Rua Treze de Maio,Padrão,139.08,268.04,3.0,2.0,2.0,2.0,3.0,450000,61501
SL,Casas,São Carlos,1,Jardim Paraíso,São Paulo,Rua Princesa Isabel,Padrão,150.0,240.0,3.0,2.0,4.0,4.0,4.0,800000,61491
S,Casas,São Carlos,1,Jardim Beatriz,São Paulo,Rua Professor José Geraldo Keppe,Padrão,142.0,125.0,3.0,3.0,1.0,1.0,4.0,276000,61485
S,Casas,São Carlos,1,Cidade Jardim,São Paulo,Alameda das Azaleias,Padrão,150.0,360.0,2.0,1.0,1.0,1.0,2.0,320001,61478
S,Casas,São Carlos,1,Jardim Ipanema,São Paulo,AV. OTTO WERNER ROSEL,Condomínio,50.0,100.0,2.0,2.0,2.0,2.0,3.0,260000,61475
S,Casas,São Carlos,1,Vila Marcelino,São Paulo,Rua Gonçalves Dias,Padrão,240.0,240.0,3.0,2.0,3.0,3.0,4.0,440000,61462
S,Casas,São Carlos,1,Vila Costa do Sol,São Paulo,Rua Marcolino Lopes Barreto,Padrão,80.0,150.0,2.0,1.0,1.0,1.0,2.0,250000,61452
S,Casas,São Carlos,1,Portal do Sol,São Paulo,Avenida José Ferro,Sobrado,498.74,759.75,3.0,4.0,3.0,3.0,5.0,1150000,61451
S,Casas,São Carlos,1,Vila Boa Vista 1,São Paulo,Rua Natalino Mastro Francisco,Padrão,190.0,250.0,2.0,1.0,3.0,3.0,2.0,320000,61429
S,Casas,São Carlos,1,Parque dos Flamboyant,São Paulo,Rua RUA VEREADOR ANTÔNIO DIAS GUILLEN FILHO,Padrão,75.0,160.0,2.0,2.0,2.0,2.0,3.0,415000,61423
S,Casas,São Carlos,1,Vila Marcelino,São Paulo,RUA RAIMUNDO CORREA,Condomínio,70.93,120.0,3.0,2.0,2.0,2.0,4.0,299000,61420
S,Casas,São Carlos,1,Jardim Centenário,São Paulo,Rua Borba Gato,Padrão,660.0,325.0,4.0,4.0,2.0,2.0,6.0,1000000,61419
S,Casas,São Carlos,1,Residencial Parque Douradinho,São Paulo,Rua Miguel Petrilli,Padrão,130.0,172.0,3.0,1.0,4.0,4.0,3.0,300000,61396
S,Casas,São Carlos,1,Cidade Aracy,São Paulo,AV. ARNOLDO ALMEIDA PIRES,Padrão,55.0,128.0,2.0,1.0,2.0,2.0,2.0,200000,61373
S,Casas,São Carlos,1,Cidade Aracy,São Paulo,Rua Maristela Tagliatella Custódio,Padrão,112.65,150.0,2.0,1.0,1.0,1.0,2.0,171000,61371
S,Casas,São Carlos,1,Vila Monteiro (Gleba I),São Paulo,Rua São Joaquim,Comercial,250.0,42.48,,3.0,4.0,4.0,,852001,61368
S,Casas,São Carlos,1,Jardim Jóckei Club A,São Paulo,Rua Rio Mogi Guaçu,Padrão,195.0,222.0,3.0,1.0,2.0,2.0,3.0,479000,61361
S,Casas,São Carlos,1,Vila Costa do Sol,São Paulo,Rua São Paulo,Padrão,109.51,250.0,3.0,2.0,2.0,2.0,4.0,310000,61355
S,Casas,São Carlos,1,Vila Boa Vista 1,São Paulo,Rua Jerônimo Costa Terra,Padrão,179.0,336.0,2.0,1.0,0.0,0.0,2.0,350000,61324
S,Casas,São Carlos,1,Vila Carmem,São Paulo,Rua Cesar Dacorso Filho,Padrão,185.0,250.0,2.0,1.0,1.0,1.0,2.0,426000,61312
S,Casas,São Carlos,1,Condomínio Residencial Quebec,São Paulo,Avenida Professora Maria de Cresci Leopoldino,Condomínio,120.0,308.0,3.0,2.0,6.0,6.0,3.0,850000,61287
S,Casas,São Carlos,1,Jardim Tangará,São Paulo,Rua Victório Bonucci,Condomínio,52.2,135.04,2.0,1.0,2.0,2.0,2.0,256000,61279
SL,Casas,São Carlos,1,Jardim São Carlos,São Paulo,Rua Conde do Pinhal,Comercial,360.8,230.91,,2.0,1.0,1.0,,692000,61275
SL,Casas,São Carlos,1,Jardim São Carlos,São Paulo,Rua Conde do Pinhal,Comercial,221.92,365.82,,2.0,1.0,1.0,,586000,61274
S,Casas,São Carlos,1,Jardim Gonzaga,São Paulo,Travessa Aparecida Basílio de Camargo Silva,Padrão,109.44,138.83,2.0,2.0,2.0,2.0,3.0,170300,61270
S,Casas,São Carlos,1,Planalto Paraíso,São Paulo,Rua Manoel José Serpa,Padrão,258.0,300.0,3.0,2.0,2.0,2.0,4.0,550000,61264
S,Casas,São Carlos,1,Jardim São João Batista,São Paulo,Rua Durvalino Gonçalves da Silva,Padrão,164.0,260.0,3.0,3.0,4.0,4.0,4.0,450000,61256
S,Casas,São Carlos,1,Loteamento Municipal São Carlos 3,São Paulo,Rua Danilo Mic'Alli,Condomínio,76.2,93.0,3.0,2.0,2.0,2.0,4.0,540000,61255
S,Casas,São Carlos,1,Jardim Santa Paula,São Paulo,Rua José Duarte de Souza,Padrão,198.0,330.0,3.0,2.0,2.0,2.0,4.0,650000,61248
