indType,Property_Category,namCondominium,District,Street_name,property_subcategory,numNumber,Built_up_area,Area_total,Bedroom,Bathroom,totalGarages,totalRooms,valSales,latitude,longitude,totalAccess,flgHighlight,Property tax,Condominium,prop_char_95
S,Casas,,JARDIM MEDEIROS,RUA ALMIR JOSÉ TADEU PASCHOALIN,Padrão,37,170,150,3,2,0,4,256000,-22.039,-47.91273,5567,0,0,,0
SL,Terreno,,Recreio São Judas Tadeu,AV. GETÚLIO VARGAS,Padrão,0,9800,9800,,,,,15000000,-22.03199,-47.89015,2092,0,0,,
S,Casas,,NOVA ESTÂNCIA,RUA PARAGUAI,Padrão,381,360,600,4,2,2,5,850000,-21.99568,-47.87897,2953,0,0,,0
S,Apartamentos,Spazio Monte Alto ,Jardim Ipanema,Rua Laura Villani Piovesan,Padrão,65,,50,2,1,1,2,170000,-21.98699493,-47.92550147,2586,0,0,0,50
S,Casas,,Centro,RUA DOM PEDRO II,Padrão,2076,290,450,4,2,3,5,1224000,-22.00739,-47.88785,1693,0,320,,
S,Apartamentos,Edifício Parque das Tulipas ,Cidade Jardim,Alameda das Hortências,Padrão,800,,49.77,1,1,1,1,170000,,,391,0,45.17,0,42.67
S,Casas,,JARDIM BEATRIZ,RUA PHILOMENA FAUVEL,Padrão,1024,180,300,2,1,3,2,290000,-22.0404,-47.90677,5187,0,0,,0
S,Apartamentos,Residencial Ana Luise,Centro,Rua Major Júlio Salles,Padrão,229,,60,2,2,0,3,320000,-22.01509173,-47.89891541,598,0,47.29,0,60
S,Casas,,Jardim Bandeirantes,Rua Miguel João,Padrão,50,180,325,2,1,1,2,350000,-22.00363,-47.90231,5135,0,0,,
S,Apartamentos,Edifício Residencial Vila Rica ,Núcleo Residencial Silvio Vilari,Rua Episcopal,Padrão,1675,,80,2,2,,2,340000,,,1672,0,0,0,80
S,Casas,,SÃO JOÃO BATISTA,RUA ANTÔNIO BLANCO,Padrão,762,90,156,2,1,2,2,425000,-22.00262,-47.8839,4585,0,0,,0
S,Casas,,VILA COSTA DO SOL,RUA ANTÔNIO BLANCO,Padrão,681,250,300,3,1,0,3,424000,-22.00243,-47.88446,5098,0,0,,0
S,Casas,,CIDADE ARACY,AV. REGIT ARAB,Padrão,460,372,274.6,3,1,0,3,800000,-22.06,-47.90027,3723,0,0,,0
S,Casas,,JARDIM RICETTI,RUA ANTÔNIO CARRERI,Padrão,85,189,250,3,2,0,4,500000,-22.02823,-47.8775,4625,0,680,,0
S,Casas,,VILA BRASÍLIA,RUA LUIZ MARTINS RODRIGUES,Padrão,565,50,136,1,1,0,1,150000,-21.99973,-47.88597,4384,0,0,,0
S,Casas,,SÃO CARLOS 3,RUA REINALDO PERONTI,Padrão,94,127,300,2,1,0,2,297000,-21.99217,-47.92679,7767,0,0,,
S,Casas,,Vila Marina,RUA FRANCISCO MARICONDI,Padrão,304,130,250,2,3,1,4,350000,-21.99449,-47.88875,4839,0,0,,
S,Apartamentos,Spazio Monte Alto ,Jardim Ipanema,Rua Laura Villani Piovesan,Padrão,65,,42,2,1,1,2,150000,-21.98699493,-47.92550147,1077,0,46.18,270,42
S,Comercial,,Jardim Bandeirantes,RUA MIGUEL PETRONI,Salão,1816,,336,,0,4,,1200000,-22.00009,-47.90742,438,0,0,,158
S,Terreno,Condomínio Parque Faber I,Parque Faber Castell,Alameda dos Pessegueiros,Condomínio,,,1345,,,,,2148000,-22.01633,-47.91398,1401,0,0,0,
S,Casas,,CIDADE JARDIM,RUA DAS CAMÉLIAS,Padrão,155,290,360,3,3,0,5,585000,-21.99861,-47.89502,4710,0,0,,0
S,Casas,,Jardim Hikari,RUA IMPERADOR HIROITO,Padrão,54,196,250,2,3,0,3,402800,-21.99356,-47.90255,5064,0,0,,0
S,Apartamentos,Edificio Oswaldo Ienco ,CENTRO,Rua Vinte e Oito de Setembro,Cobertura,2293,,260,3,4,3,5,1500000,-22.01048,-47.88979,2384,0,260,0,260
S,Casas,Edificio Vila Lego,JARDIM ALVORADA,RUA LUIZ BARBOSA DE CAMPOS,Padrão,313,153.01,0,2,4,0,4,400000,-22.00845,-47.90707,5430,0,0,0,0
S,Casas,Edificio Vila Lego,JARDIM ALVORADA,RUA LUIZ BARBOSA DE CAMPOS,Padrão,313,153.01,0,2,4,0,4,400000,-22.00845,-47.90707,5569,0,0,0,0
S,Casas,Edificio Vila Lego,JARDIM ALVORADA,RUA LUIZ BARBOSA DE CAMPOS,Padrão,313,153.01,0,2,4,0,4,400000,-22.00845,-47.90707,5536,0,0,0,0
S,Casas,Edificio Vila Lego,Jardim Alvorada,RUA LUIZ BARBOSA DE CAMPOS,Padrão,313,153.01,0,2,4,0,4,400000,-22.00845,-47.90707,5886,0,0,0,
S,Casas,,VILA PRADO,RUA BENJAMIN CONSTANT,Padrão,1150,126,0,2,3,2,3,370000,-22.0337,-47.89974,4843,0,370,,0
S,Apartamentos,Edifício Cidade Jardim,Parque Arnold Schimidt,Rua Thomaz Antônio Gonzaga,Padrão,333,,66,1,1,1,1,225000,-22.00173,-47.89623,3773,0,0,289,66
S,Casas,,VILA MORUMBI,RUA BASÍLIO DIBBO,Padrão,549,270,330,3,2,0,4,400000,-22.03972,-47.88912,4820,0,0,,0
S,Casas,,MIRANTE BELA VISTA,RUA BENTO DO CARMO LARA,Padrão,27,221,250,3,2,0,4,320000,-22.04306,-47.9098,4851,0,0,,0
SL,Apartamentos,Edifício João Vendramini Filho,Jardim Paraíso,RUA PROF. NICOLETA STELLA GERMANO,Cobertura,60,,150,3,2,2,4,527000,-22.00538,-47.90096,2782,0,159,640,
S,Casas,,VILA NERY,RUA ABEL GIONGO,Padrão,1651,200,300,2,2,1,3,450000,-22.017,-47.87417,5065,0,0,,0
S,Apartamentos,Edifício Hortência Sorensen,JARDIM ALVORADA,RUA LUIZ BARBOSA DE CAMPOS,Padrão,90,55,0,2,1,1,2,180000,-22.01036,-47.90769,2670,0,0,0,0
S,Casas,,Jardim Embaré,RUA FORTUNATO DOVIGO,Padrão,95,165,250,3,2,0,4,460000,-21.97037,-47.93468,4597,0,0,,
S,Casas,,VILA BELA VISTA,RUA JOSÉ BENETTI,Padrão,611,120,261,2,0,0,2,320000,-22.02653,-47.90128,4850,0,0,,0
S,Casas,,CENTRO,RUA JESUÍNO DE ARRUDA,Padrão,1603,330,540,4,2,6,5,639000,-22.01967,-47.8954,4031,0,2500,,0
S,Apartamentos,Edifício Ponta do Mel,Jardim Santa Paula,Rua José Duarte de Souza,Padrão,180,,40,2,1,1,2,288000,,,2138,0,0,0,40
S,Casas,Village Paineiras ,Jardim Nossa Senhora Aparecida,Rua Aristides de Santi,Condomínio,6,95,,4,2,3,5,479000,-22.02631,-47.8708,5243,0,0,0,
S,Casas,,JARDIM TANGARÁ,RUA VICTÓRIO BONUCCI,Padrão,1385,310,1200,4,4,0,6,800000,-22.00621,-47.85398,2775,0,0,,0
S,Casas,Moradas São Carlos II,Jardim Ipanema,Avenida Otto Werner Rosel,Padrão,1111,60,0,2,2,1,3,250000,-21.98201063,-47.9403019,204,0,29.39,0,
S,Casas,,Jardim Hikari,RUA JULIANO PAROLO,Padrão,30,120,125,3,2,0,4,250000,-21.99018,-47.89742,5626,0,0,,0
S,Casas,,Planalto Paraíso,RUA MANOEL JOSÉ SERPA,Sobrado,739,138,144,3,2,2,4,600000,-22.00398,-47.91533,5052,0,1000,,
S,Apartamentos,Residencial Chamonix,Jardim Paraíso,Rua Alice J. D Anna Juliana,Padrão,77,,55,2,1,1,2,176000,-22.00586,-47.90145,3140,0,0,0,55
S,Apartamentos,Edifício Jardim das Torres ,Jardim das Torres,Rua Doutor Antônio Stella Moruzzi,Padrão,300,45,0,2,1,1,2,128000,,,2262,0,0,0,0
S,Apartamentos,Edifício Antares,Jardim Bandeirantes,Rua Miguel Petroni,Padrão,482,,54,1,1,1,1,160000,-22.00123551,-47.90567994,4159,0,45,260,54
S,Terreno,,PARQUE SANTA MÔNICA,RUA OSCAR JENSEN,Padrão,0,0,600,0,0,0,0,233200,-22.0104,-47.90598,3939,0,0,,0
S,Casas,,VILA CARMEM,RUA CESAR DACORSO FILHO,Padrão,32,101.26,137.5,2,1,0,2,295000,-22.02498,-47.90968,5815,0,0,,0
S,Casas,,VILA MARINA,RUA ARTHUR DE OLIVEIRA LIMA,Padrão,63,225,300,3,1,0,3,320000,-21.99471,-47.88977,5641,0,0,,0
S,Apartamentos,Edifício Monte Nevada ,Vila Irene,Rua Doutor Joaquim Inácio de Moraes,Padrão,260,,30,2,1,,2,134000,-22.03071,-47.88303,1699,0,24.49,267.9,30
S,Apartamentos,Edifício Persona ,Vila Monteiro (Gleba I),Rua São Joaquim,Padrão,1660,,61,2,3,1,3,450000,,,3995,0,0,0,61
S,Terreno,,Jardim Bandeirantes,RUA MIGUEL PETRONI,Padrão,0,0,8577.86,,,,,5000000,-21.99247,-47.91944,2396,0,0,,
S,Casas,,JARDIM PARAISO,RUA DOUTOR SERAFIM VIEIRA DE ALMEIDA,Padrão,374,127.55,188.91,2,1,0,2,480000,-22.00958,-47.90156,5855,0,423.75,,0
S,Terreno,,CIDADE JARDIM,RUA BERNARDINO FERNANDES NUNES,Padrão,1210,0,253,0,0,0,0,350000,-21.99453,-47.89138,3053,0,0,,0
S,Terreno,,CIDADE JARDIM,RUA BERNARDINO FERNANDES NUNES,Padrão,0,0,1340.56,0,0,0,0,583000,-22.00211,-47.89136,2626,0,0,,0
S,Apartamentos,Spazio Mont Royal,Distrito Industrial Miguel Abdelnur,Avenida Doutor Heitor José Reali,Padrão,1031,,50,2,1,1,2,140000,-22.04005535,-47.87732363,2218,0,0,0,50
S,Casas,,Jardim Santa Paula,RUA AMÉRICO JACOMINO CANHOTO,Padrão,58,100,150,3,2,0,4,426000,-21.99623,-47.90192,5268,0,0,,0
S,Apartamentos,Edifício Itapuã,CENTRO,Avenida São Carlos,Padrão,2724,,90,3,3,1,4,380000,,,1373,0,226.34,630,90
S,Casas,,JARDIM PAULISTANO,RUA IWAGIRO TOYAMA,Padrão,1118,0,300,3,1,0,3,350000,-21.98911,-47.89754,5089,0,0,,0
S,Casas,,JARDIM LUTFALLA,RUA JACINTO FAVORETO,Padrão,1093,216,413,4,3,2,6,532000,-22.00579,-47.88736,4499,0,0,,0
S,Casas,,DOURADINHO,RUA ANTÔNIO PASTORE,Padrão,1084,438,232.5,3,4,0,5,600000,-22.01716,-47.84373,4507,0,0,,0
S,Casas,,JARDIM BRASIL,RUA BENTO CARLOS,Padrão,1601,168,240,3,3,0,6,400000,-22.02214,-47.87914,5884,0,0,,0
S,Casas,,JARDIM REAL,Rua Hermínio Chiari,Padrão,88,140,260,3,2,2,4,290000,-22.00044,-47.8733,5305,0,0,,
S,Apartamentos,Edifício Ouro Preto,Centro,Rua Major José Inácio,Padrão,2400,,65,2,2,2,2,320000,-22.01694674,-47.88683474,3325,0,0,0,65
S,Apartamentos,Condomínio Spazio Monte Olimpo,Recreio São Judas Tadeu,Avenida Gregório Aversa,Padrão,450,43,0,2,1,0,2,170000,,,2923,0,22,0,0
S,Apartamentos,Edifício Jardim Europa,Jardim Nova Santa Paula,Rua Américo Jacomino Canhoto,Padrão,175,60,0,3,3,1,4,261000,-21.99535641,-47.90081447,2395,0,0,0,0
S,Terreno,,RURAL,Rod WASHINGTON LUIZ,Área,0,0,24108,0,0,0,0,2600000,-22.04709,-47.86037,2246,0,0,,0
S,Casas,,JARDIM MUNIQUE,RUA KARL HERMANN TATSCH,Padrão,661,220,250,2,3,3,3,426000,-21.99878,-47.86444,4947,0,0,,0
S,Casas,,VILA MONTEIRO,RUA SÃO PAULO,Padrão,41,162.33,290,2,5,0,4,550000,-22.02681,-47.88566,86,0,144.46,,
S,Apartamentos,Condomínio Spazio Monte Olimpo,Recreio São Judas Tadeu,Avenida Gregório Aversa,Padrão,450,43,0,2,1,1,2,150000,,,2238,0,0,0,0
S,Apartamentos,Edifício Spot Residence São Paulo ,Jardim Paraíso,Rua Conselheiro João Alfredo,Padrão,540,,35,1,1,1,1,160000,,,664,0,36.74,188,35
S,Casas,,SÃO CARLOS 2,RUA CARLOS TORRES DE CAMPOS,Padrão,90,0,285,3,1,0,4,670000,-21.98998,-47.92227,3698,0,0,,0
S,Casas,,Jardim Dona Francisca,Avenida Germano Fher Júnior,Padrão,590,110,200,3,2,2,4,280000,-22.02829,-47.87115,6313,0,0,,
S,Apartamentos,Edifício Rosa de Prata,Vila Monteiro (Gleba I),RUA SÃO JOAQUIM,Padrão,1607,,90,3,3,2,4,420000,-22.01208,-47.88894,259,0,99.69,833,90
S,Casas,,ESTÂNCIA SUIÇA,AV. ARARAQUARA,Padrão,16,309,780,3,1,2,4,700000,-22.00511,-47.88092,5002,0,0,,0
S,Casas,,Vila Prado,RUA DOUTOR PEDRO DE SOUZA CAMPOS FILHO,Padrão,208,200,300,3,2,3,4,750000,-22.03257,-47.89354,3397,0,0,,
S,Casas,,CENTRO,RUA SÃO SEBASTIÃO,Padrão,2358,166.56,266.73,3,1,1,3,2000000,-22.01328,-47.88749,2830,0,0,,0
S,Apartamentos,Edifício Jardim das Torres ,Jardim das Torres,Rua Doutor Antônio Stella Moruzzi,Padrão,300,45,0,2,1,1,2,140000,,,2545,0,235,0,0
S,Apartamentos,Residencial Bruna ,Jardim Nova Santa Paula,Rua Vitório Giometi,Padrão,620,,55,2,1,1,2,202000,-21.99723,-47.90043,759,0,36.42,250,55
S,Casas,,CENTRO,RUA RAFAEL DE ABREU SAMPAIO VIDAL,Padrão,2540,200,536.9,3,2,0,4,640000,-22.00544,-47.88299,4022,0,5350,,0
S,Casas,,BELVEDERE,RUA AURÉLIO SANCHEZ,Padrão,508,190,150,4,2,0,4,300000,-22.04251,-47.90396,4793,0,0,,0
SL,Casas,,Jardim Paulistano,RUA PAULO ELIAS,Padrão,47,127,165,2,2,,3,270000,-21.99656,-47.89904,56,0,0,,
S,Casas,,ROMEU TORTORELLI,RUA FÁBIO DE ANGELIS PORTO,Padrão,134,128,180,4,2,0,5,265000,-22.00669,-47.92316,6283,0,0,,0
S,Terreno,,VILA NERY,RUA SETE DE SETEMBRO,Padrão,0,0,2.9,,,,,300000,-22.01589,-47.88323,4085,0,0,,
S,Terreno,,VILA NERY,RUA SETE DE SETEMBRO,Padrão,0,0,2.9,,,,,300000,-22.01589,-47.88323,3864,0,0,,
S,Casas,,SANTA FELICIA,RUA DOMINGOS DIEGUES,Padrão,574,195,300,2,2,0,3,276000,-21.99828,-47.92028,5409,0,0,,0
S,Casas,,Vila Conceição,RUA GERALDO BRETAS,Padrão,315,174.31,250,3,2,3,4,380000,-22.04839,-47.89393,5692,0,0,,
S,Terreno,Condomínio Reserva Aquarela ,Parque Sisi,Rua Jean Piaget,Condomínio,0,,280,,,,,266000,-22.00906399,-47.91776597,3094,0,0,0,
S,Terreno,Condomínio Reserva Aquarela ,Parque Sisi,Rua Jean Piaget,Condomínio,0,,280,,,,,266000,-22.00906399,-47.91776597,2473,0,0,0,
S,Terreno,Condomínio Reserva Aquarela ,Parque Sisi,Rua Jean Piaget,Condomínio,0,280,280,,,,,266000,-22.00906399,-47.91776597,2880,0,0,0,
S,Terreno,Condomínio Reserva Aquarela ,Parque Sisi,Rua Jean Piaget,Condomínio,0,,280,,,,,266000,-22.00906399,-47.91776597,2374,0,0,0,
S,Terreno,Condomínio Reserva Aquarela ,Parque Sisi,Rua Jean Piaget,Condomínio,0,,280,,,,,266000,-22.00906399,-47.91776597,2865,0,0,0,
S,Terreno,Condomínio Reserva Aquarela ,Parque Sisi,Rua Jean Piaget,Condomínio,0,280,280,,,,,266000,-22.00906399,-47.91776597,2414,0,0,0,
S,Terreno,Condomínio Reserva Aquarela ,Parque Sisi,Rua Jean Piaget,Condomínio,0,,280,,,,,266000,-22.00906399,-47.91776597,2237,0,0,0,
S,Terreno,Condomínio Reserva Aquarela ,Parque Sisi,Rua Jean Piaget,Condomínio,0,,280,,,,,266000,-22.00906399,-47.91776597,2340,0,0,0,
S,Terreno,Condomínio Reserva Aquarela ,Parque Sisi,Rua Jean Piaget,Condomínio,0,280,280,,,,,266000,-22.00906399,-47.91776597,2054,0,0,0,
S,Terreno,Condomínio Reserva Aquarela ,Parque Sisi,Rua Jean Piaget,Condomínio,0,,280,,,,,266000,-22.00906399,-47.91776597,2290,0,0,0,
S,Apartamentos,Residencial Chamonix,Jardim Paraíso,Rua Alice J. D Anna Juliana,Padrão,77,,45,2,1,1,2,210000,-22.00586,-47.90145,4196,0,0,0,45
S,Terreno,Condomínio Reserva Aquarela ,Parque Sisi,Rua Jean Piaget,Condomínio,0,280,280,,,,,266000,-22.00906399,-47.91776597,2455,0,0,0,
S,Terreno,Condomínio Reserva Aquarela ,Parque Sisi,Rua Jean Piaget,Condomínio,0,,250,,,,,300000,-22.00906399,-47.91776597,2850,0,0,0,
S,Casas,,NSA APARECIDA,RUA DOUTOR ASTOLPHO DE ARAÚJO,Padrão,321,350,200,3,2,0,3,745000,-22.02477,-47.90312,3919,0,0,,0
S,Rural,,JARDIM GUANABARA,OUT WASHINGTON LUIZ,Chácara,51,0,1475,2,1,0,2,400000,-22.00245,-47.86813,3105,0,0,,0
S,Terreno,,CENTRO,AV. GETÚLIO VARGAS,Padrão,2605,0,5000,0,0,0,0,3000000,-22.0351,-47.86711,2515,0,0,,0
S,Comercial,,VILA PRADO,RUA DONA ANA PRADO,Galpão,0,0,3340,0,0,0,0,3180000,-22.02216,-47.89967,2211,0,0,,0
S,Casas,,VILA COSTA DO SOL,RUA CAPITÃO ALBERTO MENDES JÚNIOR,Padrão,510,158.75,250,3,1,0,3,350000,-22.00399,-47.88615,4849,0,0,,0
S,Casas,,SANTA FELICIA,RUA DOMINGOS DIEGUES,Padrão,217,233.36,150,3,2,0,4,371000,-21.99565,-47.91842,5022,0,0,,0
S,Casas,,LAGOA SERENA,RUA JOAQUIM EVANGELISTA DE TOLEDO,Padrão,65,0,560,5,3,0,6,300000,-22.02892,-47.89279,5593,0,0,,
S,Casas,Condomínio Parque Residencial Damha I ,Parque Tecnológico Damha,Avenida Miguel Damha,Condomínio,1000,302.96,565,3,2,3,4,1800000,-21.96523586,-47.89675355,1682,0,0,0,
S,Apartamentos,,VILA PUREZA,AV. FRANCISCO PEREIRA LOPES,Padrão,0,48.75,0,2,1,0,2,250000,-22.01069,-47.90621,2039,0,0,,0
S,Apartamentos,Edifício Hikare Garden ,Parque Industrial,Rua Rodolfo Luporini,Padrão,370,,50,2,1,1,2,230000,,,2814,0,0,0,50
S,Terreno,,RURAL,Rod SP 318,Padrão,0,112.55,11255,,,,,3370000,-23.56447,-46.6505,888,0,0,,
S,Casas,Condomínio Santa Cruz,Residencial Monsenhor Romeu Tortorelli,Avenida João Stella,Condomínio,600,71.76,274.93,2,1,2,2,262000,-22.00373729,-47.92418182,5827,0,188.54,0,
S,Apartamentos,Edifício Monte Dore,Jardim Paraíso,Rua Maestro João Seppe,Padrão,303,,72,2,2,1,3,220000,-22.01402,-47.9019,2525,0,57.42,0,72
S,Casas,,VILA MARCELINO,RUA GONÇALVES DIAS,Padrão,454,380,190,3,1,0,4,510000,-22.02889,-47.88618,4561,0,0,,0
S,Casas,,SANTA FELICIA,RUA ALBERTO LANZONI,Padrão,1275,0,101,3,3,0,4,340000,-22.00729,-47.91683,5331,0,0,,0
S,Casas,,MADRE CABRINI,AV. HÉRCULES SACHI,Padrão,638,290,150,4,5,0,8,265000,-22.05091,-47.89257,5157,0,0,,0
S,Casas,,VILA COSTA DO SOL,RUA MARCOLINO LOPES BARRETO,Padrão,3103,134,250,2,1,1,2,350000,-22.00135,-47.8823,5725,0,0,,0
S,Casas,,Jardim Embaré,RUA ORLANDO DE OLIVEIRA,Padrão,140,50,250,1,1,2,1,270000,-21.97142,-47.93588,235,0,41.82,,
S,Casas,Residencial Samambaia,Residencial Samambaia,Rua José Riga,Condomínio,56,390,750,4,4,4,8,1900000,-21.95891,-47.88512,2731,0,0,0,
S,Casas,,Vila Prado,AV. SALLUM,Padrão,144,258,330,4,3,2,5,650000,-22.0235,-47.90298,4846,0,0,,
S,Casas,,VILA CELINA,RUA ANITA STELLA,Padrão,200,353.12,300,3,2,0,4,508800,-21.9944,-47.8894,5404,0,0,,0
S,Casas,,BELVEDERE,RUA ERNESTO CHIARI,Padrão,317,196,138,5,2,0,5,250000,-22.04333,-47.90255,5433,0,308,,0
S,Casas,,VILA FARIA,RUA TREZE DE MAIO,Padrão,3233,180,250,3,2,1,4,350000,-22.01849,-47.8786,5300,0,0,,0
S,Rural,,VILA COSTA DO SOL,RUA JOSÉ DE ALENCAR,Chácara,766,300,2310,3,3,0,5,1500000,-22.00314,-47.8847,2799,0,0,,0
S,Terreno,,PARQUE SISI,RUA RISKALLA HADAD,Padrão,0,0,125,0,0,0,0,110000,-22.00935,-47.9195,3559,0,0,,0
S,Casas,,JARDIM TIJUCA,RUA ANA APARECIDA PRADO CANTADOR,Padrão,265,60,437,2,1,1,2,330000,-22.02415,-47.89829,4917,0,0,,0
S,Casas,,Jardim Cruzeiro do Sul,RUA NAÇÕES UNIDAS,Padrão,780,144.67,330,2,2,0,3,430000,-22.04611,-47.88996,4677,0,0,,0
S,Apartamentos,Edifício Pedra Branca,Jardim São Carlos,Rua Conde do Pinhal,Padrão,2141,220,0,3,4,0,6,600000,-22.01772,-47.8894,1616,0,2990,0,0
S,Casas,Condomínio Parque Faber I,Parque Faber Castell,Alameda dos Pessegueiros,Condomínio,422,380,596,3,3,5,6,2000000,-22.01607,-47.92007,1754,0,0,0,
S,Apartamentos,Residencial Crystal Palace,Vila Marcelino,Rua Raimundo Correa,Padrão,1381,,50,2,1,1,2,230000,-22.0319,-47.87614,2540,0,0,0,50
S,Casas,,CIDADE JARDIM,Al DAS HORTÊNCIAS,Padrão,701,197.46,360,3,2,0,4,490000,-21.99755,-47.89445,3670,0,0,,0
S,Apartamentos,Edifício Manaus,Jardim Gibertoni,RUA CORONEL CARLOS SIMPLICIO RODRIGUES,Padrão,75,,0,3,3,0,4,360000,-22.01937,-47.90758,36,0,92.19,0,0
S,Casas,Condomínio Dona Eugênia ,Cidade Jardim,Rua Bernardino Fernandes Nunes,Padrão,1707,160,190,3,2,2,4,615000,-21.98962628,-47.8931433,4885,0,0,0,
S,Apartamentos,Edifício Jacy,Jardim Lutfalla,Rua Salomão Dibbo,Padrão,380,,45,1,2,,2,240000,,,3662,0,41.43,210,45
S,Apartamentos,Edifico Akropolis ,Parque Arnold Schimidt,Rua Alvarenga Peixoto,Padrão,272,33.18,0,1,1,1,1,150000,-22.00070829,-47.89722555,2352,0,0,0,0
S,Casas,,JARDIM SÃO CARLOS,RUA JESUÍNO DE ARRUDA,Padrão,2523,258.93,552,3,2,0,4,830000,-22.01953,-47.88641,2830,0,2366.99,,0
S,Casas,,JARDIM TANGARÁ,RUA DOMINGOS DE ANGELIS,Padrão,572,246,125,3,2,0,4,420000,-22.01811,-47.85322,4615,0,700,,0
S,Apartamentos,Edifício Madonna Littá,Jardim Paraíso,RUA ALICE J. DANNA JULIANA,Padrão,45,,100,2,3,,3,350000,-22.00626,-47.90108,749,0,47.91,199.83,100
S,Casas,Moradas São Carlos II,Jardim Ipanema,Avenida Otto Werner Rosel,Padrão,1111,70,70,3,1,2,3,265000,-21.98201063,-47.9403019,815,0,35,160,
S,Casas,,Jardim São Carlos,RUA VINTE E QUATRO DE MAIO,Padrão,235,186.85,352,3,2,0,3,350000,-22.02088,-47.89749,4107,0,724,,
S,Casas,,SANTA FELICIA,RUA NOSSA SENHORA AUXILIADORA,Padrão,610,,250,3,2,1,4,590000,-22.00368,-47.91266,18,0,160.72,,
SL,Apartamentos,Residencial Domingos Ferrari Junior,Vila Celina,Rua Professor José Ferraz Camargo,Padrão,350,,0,2,1,,2,195000,-21.99393882,-47.88582624,429,0,0,526,0
S,Casas,,VILA MONTEIRO,RUA FRANCISCO COUTO,Padrão,34,139.84,209,3,2,2,3,350000,-22.00921,-47.88858,19,0,86.94,,
S,Casas,,JARDIM BRASIL,RUA GEMINIANO COSTA,Padrão,1802,240,135,3,2,0,4,600000,-22.02051,-47.87974,3581,0,0,,0
S,Casas,Edifício Vila Kartodromo,Jardim Nova Santa Paula,RUA DOUTOR DONATO DOS SANTOS,Padrão,93,83,92.6,2,1,0,2,235000,-21.99815,-47.89906,4994,0,0,0,0
S,Apartamentos,Edifício Solar dos Engenheiros,Parque Arnold Schimidt,Rua Miguel Alves Margarido,Padrão,330,,100,3,2,1,4,250000,-22.00357,-47.89384,1834,0,70.7,500,100
S,Rural,,ARACE DE SANTO ANTÔNIO,Rua ALINE GABRIELA DE OLIVEIRA,Chácara,0,6822.58,,0,0,0,0,600000,-21.93874,-47.94025,1237,0,639,,
S,Apartamentos,Edifício Outeiro do Ipê,CENTRO,Rua Quinze de Novembro,Padrão,1740,,100,3,2,0,4,640000,,,1552,0,0,0,100
S,Apartamentos,Edifício José Alfredo,CENTRO,Rua Quinze de Novembro,Padrão,2378,,173,3,2,0,4,745000,,,2178,0,956.33,0,0
S,Terreno,,JARDIM DAS TORRES,RUA ORLANDO MARTINEZ,Padrão,0,0,250,0,0,0,0,90000,-22.03307,-47.91632,3734,0,0,,0
S,Casas,,VILA PRADO,AV. TEIXEIRA DE BARROS,Padrão,1502,190,450,2,2,3,2,852000,-22.03386,-47.89362,2796,0,0,,0
SL,Apartamentos,Spazio Monte Alto ,Jardim Ipanema,Rua Laura Villani Piovesan,Padrão,65,,50,2,2,1,3,190000,-21.98699493,-47.92550147,1379,0,48,300,50
S,Casas,Edifício Vila Kartodromo,Jardim Nova Santa Paula,RUA DOUTOR DONATO DOS SANTOS,Padrão,93,84.33,92.6,2,1,2,2,205000,-21.99815,-47.89906,5900,0,0,60,
S,Casas,Edifício Vila Kartodromo,Jardim Nova Santa Paula,RUA DOUTOR DONATO DOS SANTOS,Padrão,93,84.33,92.6,2,1,2,2,205000,-21.99815,-47.89906,5980,0,0,60,
S,Casas,Edifício Vila Kartodromo,Jardim Nova Santa Paula,RUA DOUTOR DONATO DOS SANTOS,Padrão,93,74.33,92.6,2,1,2,2,235000,-21.99815,-47.89906,6387,0,0,60,
S,Casas,,CENTRO,RUA MARECHAL DEODORO,Padrão,1457,324.05,4.9,3,3,0,4,590000,-22.01507,-47.89622,3756,0,0,,
S,Casas,,JARDIM PAULISTA,RUA JÚLIO ROCHA,Padrão,162,146,200,2,1,2,2,330000,-22.02238,-47.90851,5093,0,0,,
S,Casas,Village Paineiras ,Jardim Nossa Senhora Aparecida,Rua Aristides de Santi,Padrão,6,140,140,3,3,2,4,532001,-22.02631,-47.8708,194,0,154.17,0,
S,Casas,,PARQUE SISI,RUA RISKALLA HADAD,Padrão,1062,80,150,2,1,0,2,210000,-22.0077,-47.92045,4576,0,0,,0
SL,Casas,Condomínio Parque Residencial Damha II,Parque Tecnológico Damha,Avenida Miguel Damha,Condomínio,1400,428,630,4,7,2,8,2590000,-21.96299708,-47.89860964,1710,0,699,919,
S,Casas,,Jardim Santa Tereza,RUA MANOEL M. CARLOS PINTO,Padrão,199,150,300,4,2,0,4,266000,-22.03899,-47.90024,5363,0,337.34,,
S,Rural,,RECREIO CAMPESTRE,Rua Ernesto Vidotti Filho,Chácara,0,300,,4,3,,4,690000,-22.07985,-47.83514,3092,0,0,,
S,Casas,,JARDIM REAL,AV. CAPITÃO LUIZ BRANDÃO,Padrão,945,0,1037.6,2,1,1,2,795000,-22.00438,-47.8681,3491,0,0,,0
S,Casas,,PARQUE SANTA MÔNICA,RUA ANTÔNIO ALVARO ZUIM,Padrão,145,535,560,4,5,4,8,1300000,-22.01134,-47.90439,3435,0,4400,,0
