indType,Property_Category,namCondominium,District,Street_name,property_subcategory,numNumber,Built_up_area,Area_total,Bedroom,Bathroom,totalGarages,totalRooms,valSales,latitude,longitude,totalAccess,flgHighlight,Property tax,Condominium,prop_char_95
S,Casas,,BELVEDERE,RUA LUIZ ARNALDO WENZEL,Padrão,194,210,312,3,3,0,4,450000,-22.04059,-47.90318,4288,0,900,,0
S,Apartamentos,Ed. Santorin ,Jardim Santa Paula,RUA OSCAR DE SOUZA GERIBELO,Padrão,651,,85,3,2,2,4,260000,-21.99776,-47.899,215,0,47,0,85
S,Casas,Condomínio Parque Residencial Damha I ,Parque Tecnológico Damha,Avenida Miguel Damha,Condomínio,1000,402,830,4,3,6,7,2350000,-21.96523586,-47.89675355,1565,0,0,0,
S,Apartamentos,Edifício Cabreúva ,Jardim Bethânia,Rua Paulino Botelho de Abreu Sampaio,Padrão,385,,,2,1,2,2,290000,-22.01351,-47.90085,3017,0,0,0,70
S,Comercial,,CENTRO,RUA JOSÉ BONIFÁCIO,Galpão,542,0,920.2,0,0,0,0,900000,-22.02416,-47.89335,2249,0,0,,0
S,Casas,,SÃO JOÃO BATISTA,RUA JOAQUIM DA CRUZ PENALVA,Padrão,252,98,125,3,2,0,4,254000,-22.00348,-47.87939,4795,0,0,,0
SL,Apartamentos,Edifício Monte Nevada ,Vila Irene,Rua Doutor Joaquim Inácio de Moraes,Padrão,260,,43,2,1,,2,160000,-22.03071,-47.88303,989,0,35,285.5,43
S,Apartamentos,Edifício Santa Isabel ,Jardim São Paulo,Rua Monsenhor Alcindo Carlos Veloso Siqueira,Padrão,33,,130,2,1,0,2,175000,,,2660,0,0,0,130
S,Casas,,CENTRO,RUA RAFAEL DE ABREU SAMPAIO VIDAL,Padrão,1647,260,332,4,3,5,6,800000,-22.01438,-47.88302,3479,0,0,,
S,Casas,Condomínio Parque Sabará ,Parque Sabará,Alameda Joaquim José da Silva Xavier,Padrão,290,350,820,3,3,8,6,1700000,-22.01262496,-47.86256075,1705,0,809,0,
S,Casas,,Jardim Cruzeiro do Sul,Rua Alberto Martins,Padrão,86,140,150,2,1,2,2,220000,-22.04531,-47.89199,5070,0,0,,
S,Casas,,JARDIM BRASIL,RUA JESUÍNO DE ARRUDA,Padrão,3210,190,456,3,2,0,3,600000,-22.01964,-47.87979,4709,0,0,,0
S,Casas,,Jardim Munique,RUA DOMINGOS JULIANO,Padrão,96,0,250,3,2,0,4,640000,-22.00689,-47.85788,4737,0,0,,
S,Casas,Condomínio Parque Residencial Damha I ,Parque Tecnológico Damha,Avenida Miguel Damha,Condomínio,1000,700,1700,5,5,7,8,6000000,-21.96523586,-47.89675355,1425,0,0,0,
S,Casas,,Jardim Macarengo,RUA ADOLFO CATANI,Padrão,1387,318,242,3,3,1,5,575000,-22.0067,-47.88393,4164,0,0,,
S,Casas,,VILA NERY,RUA JOÃO NONATO,Padrão,273,305,250,3,2,0,4,1000000,-22.00802,-47.8716,3806,0,0,,
S,Casas,,Jardim Brasil,RUA EUGÊNIO FRANCO DE CAMARGO,Padrão,1120,330,360,3,2,0,4,590000,-22.02093,-47.87787,4577,0,0,,
S,Casas,,VILA BOA VISTA,RUA CESAR DACORSO FILHO,Padrão,1245,398,250,4,5,0,8,533000,-22.03393,-47.90297,4405,0,0,,0
S,Casas,,Vila Elizabeth,RUA MARCOLINO LOPES BARRETO,Padrão,2395,300,440,3,1,0,3,430001,-22.00801,-47.88218,5398,0,0,,
S,Casas,Residencial Parque Fehr,Parque Fehr,Rua Reno Piovesan,Condomínio,259,344,500,3,6,0,6,958000,-21.97874,-47.93354,2932,0,0,0,
S,Casas,,Centro,AV. AVENIDA SÃO CARLOS,Padrão,2608,200,485,3,1,0,3,1800000,-22.0102,-47.89078,2454,0,0,,
S,Casas,,SÃO CARLOS 3,RUA LUIZ RODRIGUES SAMPAIO,Padrão,25,200,300,2,1,0,2,372340,-22.00095,-47.92302,4941,0,0,,0
S,Comercial,,CENTRO,AV. AVENIDA SÃO CARLOS,Prédio,3435,0,1600,0,0,0,0,2300000,-22.00301,-47.89123,524,0,0,,0
S,Casas,,SÃO CARLOS 2,RUA OSTALIO PIERRE,Padrão,235,294,326,3,2,0,4,430000,-21.99095,-47.92301,5135,0,0,,0
S,Casas,,Jardim Nova São Carlos,RUA ANTÔNIO MASSELLI,Padrão,212,228.25,275,3,2,0,4,350000,-22.02806,-47.87413,4899,0,0,,0
S,Casas,,Jardim Jóckei Club A,Rua Rio São Francisco,Padrão,245,131,165,3,3,1,4,150000,-21.98467,-47.90059,4385,0,0,,
S,Casas,,ESTÂNCIA SUIÇA,RUA ADOLFO CATANI,Padrão,1555,760,6500,3,1,5,4,7000000,-22.00669,-47.8827,1230,0,0,,
S,Terreno,,Recreio dos Bandeirantes,Avenida Paulo de Arruda Correa da Silva,Padrão,,,316.73,,,,,170000,-22.02428,-47.91251,3464,0,0,,
S,Casas,,JARDIM PAULISTANO,RUA OSCAR DE SOUZA GERIBELO,Padrão,691,340,400,1,1,0,1,700000,-21.9978,-47.8986,3816,0,0,,0
S,Casas,,JARDIM PAULISTA,RUA FLORIANO PEIXOTO,Padrão,191,72.95,197.53,2,1,0,2,180000,-22.02108,-47.89991,5101,0,0,,0
S,Casas,,JARDIM MEDEIROS,RUA GERALDO DOMINGOS ADABO,Padrão,236,90,150,2,2,0,3,256000,-22.03975,-47.9117,5418,0,0,,0
S,Casas,,VILA MONTEIRO,RUA ANTÔNIO RODRIGUES CAJADO,Padrão,2286,460,2450,5,4,0,8,1590000,-22.00728,-47.88393,1930,0,0,,0
S,Casas,,VILA FARIA,RUA TREZE DE MAIO,Padrão,3435,378.2,639.2,5,3,2,5,640000,-22.01844,-47.87685,3841,0,2672.75,,0
S,Comercial,,VILA BRASÍLIA,RUA PERU,Galpão,375,405.98,616.5,0,3,0,0,700000,-21.99707,-47.88074,2316,0,0,,0
S,Terreno,,SANTA FELICIA,RUA JOAQUIM AUGUSTO RIBEIRO DE SOUZA,Padrão,0,0,600,0,0,0,0,277000,-22.00033,-47.91748,3616,0,0,,0
S,Terreno,,VILA MONTEIRO,RUA DONA ALEXANDRINA,Padrão,424,0,800.8,0,0,0,0,1200000,-22.02283,-47.88947,2830,0,0,,0
S,Casas,,SAO CARLOS 1,RUA MIGUEL PETRONI,Padrão,0,230,275,3,2,2,4,600000,-21.99247,-47.91944,4548,0,0,,0
S,Casas,,PARQUE SANTA MARTA,AV. FILOMENA RISPOLI,Padrão,886,180,360,4,5,2,6,500000,-21.99217,-47.90562,4954,0,0,,
S,Apartamentos,Edifício Central Park,Parque Faber Castell,Passeio das Palmeiras,Padrão,55,,250,4,5,4,8,2000000,-22.01770267,-47.9185009,478,0,0,0,250
S,Apartamentos,Edifício Monte Dore,Jardim Paraíso,Rua Maestro João Seppe,Padrão,303,,135,3,2,2,4,500000,-22.01402,-47.9019,3206,0,0,0,135
S,Casas,,AMÉRICO A. MARGARIDO,RUA BELINA BIZARRO WANDERLEY,Padrão,35,137.67,191.85,2,2,0,3,360000,-22.00999,-47.86586,4919,0,220,,0
S,Casas,,SÃO CARLOS 3,RUA LUIZ RODRIGUES SAMPAIO,Padrão,164,216,125,3,2,0,3,182000,-22.0015,-47.92445,5089,0,0,,0
S,Casas,,JARDIM SÃO CARLOS,RUA GEMINIANO COSTA,Padrão,227,115,0,4,1,0,4,550000,-22.02067,-47.89512,4443,0,0,,0
S,Rural,,RURAL,Rodovia WASHINGTON LUIZ,Chácara,0,1050,13.5,4,1,40,4,3000000,-22.04709,-47.86037,457,0,0,,0
S,Terreno,,PARQUE INDUSTRIAL,RUA JULIANO PAROLO,Padrão,0,0,150,0,0,0,0,90000,-21.99019,-47.89734,3983,0,0,,0
S,Terreno,,Jardim Hikari,RUA JULIANO PAROLO,Padrão,0,0,150,0,0,0,0,90000,-21.99019,-47.89734,3437,0,0,,0
S,Terreno,,Jardim Hikari,RUA JULIANO PAROLO,Padrão,0,0,150,0,0,0,0,90000,-21.99019,-47.89734,3693,0,0,,0
S,Terreno,,PARQUE INDUSTRIAL,RUA JULIANO PAROLO,Padrão,0,0,150,0,0,0,0,90000,-21.99019,-47.89734,3433,0,0,,0
S,Apartamentos,Edifício Maria Gibertoni,Jardim Centenário,Rua Francisco Briscesse,Padrão,150,,40,1,1,0,1,110000,-21.99602,-47.90363,1698,0,0,0,40
SL,Casas,,Centro,RUA SÃO SEBASTIÃO,Sobrado,1540,640,407,5,3,3,7,1600000,-22.0134,-47.89562,2148,0,1851.54,,
S,Casas,,VILA MARCELINO,RUA AMADEU AMARAL,Padrão,175,376.9,176,4,3,0,5,583000,-22.02858,-47.88732,3815,0,0,,0
S,Casas,,SANTA FELICIA,RUA FRANCISCO GENTIL DE GUZZI,Padrão,605,85,9.25,3,2,0,4,350000,-21.99813,-47.92366,6561,0,0,,
S,Casas,,SANTA FELICIA,RUA FRANCISCO GENTIL DE GUZZI,Padrão,605,85,9.25,3,2,0,4,265000,-21.99813,-47.92366,5389,0,0,,
S,Casas,,CIDADE ARACY,AV. JOSÉ ANTÔNIO MIGLIATO,Padrão,100,120,250,1,1,1,1,200000,-22.06117,-47.89212,5484,0,0,,0
S,Casas,,CIDADE ARACY,AV. JOSÉ ANTÔNIO MIGLIATO,Padrão,448,100,250,2,1,0,2,160000,-22.05778,-47.89438,4592,0,0,,0
S,Casas,,JARDIM BRASIL,RUA JESUÍNO DE ARRUDA,Padrão,3457,275.97,483.69,3,2,4,4,800000,-22.01943,-47.87824,4121,0,0,,0
S,Casas,,VILA MONTEIRO,RUA DONA ALEXANDRINA,Padrão,400,245.25,517.5,3,2,1,3,1500000,-22.02292,-47.88947,2270,0,0,,0
S,Apartamentos,Edifico Akropolis ,Parque Arnold Schimidt,Rua Alvarenga Peixoto,Padrão,272,,60,1,1,1,1,160000,-22.00070829,-47.89722555,446,0,38.01,0,60
S,Casas,,VILA FARIA,RUA ABEL GIONGO,Padrão,1549,250,400,3,2,1,4,424000,-22.01791,-47.87416,5085,0,0,,0
S,Casas,,PRESIDENTE COLLOR,RUA VICTÓRIA FABIANO,Padrão,460,130,150,4,1,5,4,125000,-22.06377,-47.89549,3537,0,0,,0
S,Casas,,JARDIM SÃO CARLOS,RUA CONDE DO PINHAL,Padrão,1659,144,144,1,1,0,1,350000,-22.01774,-47.89393,5211,0,0,,0
S,Casas,,JARDIM MEDEIROS,RUA MÁRIO PINOTTI,Padrão,280,0,173.61,1,1,1,1,159000,-21.99232,-47.92595,4464,0,0,,0
S,Apartamentos,Edifício Taiamã,Centro,Rua Quinze de Novembro,Padrão,1859,,0,3,6,0,6,1800000,,,979,0,0,0,0
S,Casas,,SÃO JOÃO BATISTA,RUA JOAQUIM DA CRUZ PENALVA,Padrão,640,216,,4,2,1,5,450000,-21.9999,-47.8781,4674,0,150,,
S,Casas,,JARDIM GIBERTONI,RUA SERRA CLUBE,Padrão,59,216.8,250,3,3,0,4,297000,-22.0185,-47.90468,4987,0,0,,0
S,Casas,,Jardim Ricetti,RUA ANTÔNIO PIROLLA,Padrão,20,170,280,3,4,,4,490000,-22.03139,-47.87617,5257,0,0,,
S,Apartamentos,Edifício Toledo,Jardim Santa Paula,Rua Oscar de Souza Geribelo,Padrão,755,,35,1,1,1,1,122000,-21.99668,-47.899,2211,0,0,0,35
S,Terreno,,VILA COSTA DO SOL,AV. AVENIDA SÃO CARLOS,Padrão,3504,0,1247.24,0,0,0,0,3191500,-22.00182,-47.89125,3163,0,0,,0
S,Casas,,ASTOLPHO LUIZ PRADO,RUA ANGELINA GARGANTINI ZACCARIN,Padrão,75,148,125,3,4,0,4,375000,-21.99505,-47.86048,5139,0,150,,
S,Casas,,Conjunto Habitacional Santa Angelina,RUA ALCIDES TALARICO,Padrão,241,100,142,2,1,0,2,212000,-21.99266,-47.92969,5527,0,0,,0
S,Casas,,SANTA FELICIA,RUA AFONSO BOTELHO DE ABREU SAMPAIO,Padrão,1110,156,200,3,2,0,4,280000,-21.99305,-47.92295,5399,0,0,,0
S,Casas,,JARDIM SÃO CARLOS 5,RUA ARISTIDES VIEIRA,Padrão,136,78,200,3,1,8,3,181000,-21.99347,-47.92764,5031,0,0,,0
S,Apartamentos,Edifício Vitoria Regia ,Núcleo Residencial Silvio Vilari,Rua José Bonifácio,Padrão,1860,378.35,0,4,4,0,8,1060000,,,1527,0,0,0,0
S,Casas,,JARDIM BEATRIZ,RUA BATISTA LAURA RICETTI,Padrão,1155,116,160,2,1,0,3,225000,-22.04119,-47.90671,5580,0,0,,0
S,Casas,,CENTRO,RUA MAJOR JOSÉ INÁCIO,Padrão,2349,138.35,140.91,3,2,0,3,370000,-22.01679,-47.88756,5368,0,0,,0
S,Casas,,JARDIM BEATRIZ,RUA IRINEU RIOS,Padrão,1702,199.53,402,2,1,0,2,405000,-22.03866,-47.90249,4665,0,0,,0
S,Terreno,Condomínio Reserva Aquarela ,Parque Sisi,Rua Jean Piaget,Condomínio,0,,250,,,,,305000,-22.00906399,-47.91776597,3047,0,485.34,0,
S,Casas,,JARDIM EMBARÉ,RUA FORTUNATO DOVIGO,Padrão,1868,218,250,2,2,2,3,590000,-21.96297,-47.94187,4928,0,0,,
S,Terreno,,Parque Primavera,RUA JOSÉ DE PAULA LATTANZIO,Padrão,0,0,7,,,,,2600000,-22.00951,-47.86868,1547,0,0,,
S,Casas,,JARDIM PARAISO,RUA MADRE SAINT BERNARD,Padrão,1105,300,300,4,4,2,8,790000,-22.00793,-47.90274,4337,0,0,,0
S,Casas,,RECREIO DOS BANDEIRANTES,RUA TRABALHO COM FRATERNIDADE,Padrão,163,250,300,3,2,0,4,417000,-22.02261,-47.91294,4727,0,0,,0
S,Terreno,,VILA MONTEIRO,RUA DONA ALEXANDRINA,Padrão,793,40,500,0,0,0,0,1380000,-22.0192,-47.88977,2784,0,0,,0
S,Casas,,VILA PUREZA,RUA MIGUEL PETRONI,Padrão,65,180,410.6,3,2,4,3,530000,-22.00652,-47.89934,4402,0,857.45,,0
S,Casas,,VILA PRADO,AV. TEIXEIRA DE BARROS,Padrão,1468,0,1000,2,0,0,2,960000,-22.03365,-47.89375,2751,0,0,,0
S,Casas,,SANTA FELICIA,RUA DOMINGOS DIEGUES,Padrão,271,175,150,3,4,0,4,320000,-21.99608,-47.91858,4836,0,0,,0
S,Casas,,VILA LUTFALLA,RUA ROCHA POMBO,Padrão,409,203.15,491.73,3,1,2,3,400000,-22.03055,-47.88832,5188,0,1275.76,,0
S,Comercial,,Cidade Aracy,RUA JOSÉ ZAVAGLIA,Ponto,300,,3,0,0,0,0,695000,-22.05888,-47.90275,4392,0,0,,0
S,Terreno,,JARDIM PAULISTA,RUA ÂNGELO POSSA,Padrão,0,0,1687,0,0,0,0,905000,-22.02025,-47.90581,2624,0,0,,0
S,Apartamentos,Edifício Cidade Jardim,Parque Arnold Schimidt,Rua Thomaz Antônio Gonzaga,Padrão,333,,66,1,1,,1,225000,-22.00173,-47.89623,2829,0,47.91,289,66
S,Casas,,CENTRO,RUA SANTA CRUZ,Padrão,378,196,200,2,1,0,2,370000,-22.02351,-47.89101,4616,0,0,,
S,Terreno,,JARDIM TANGARÁ,RUA VICTÓRIO BONUCCI,Padrão,0,0,5750,0,0,0,0,1400000,-22.01251,-47.85472,2695,0,0,,0
S,Rural,,JARDIM SÃO CARLOS,RUA JESUÍNO DE ARRUDA,Chácara,3663,0,3700,0,0,0,0,1900000,-22.01956,-47.87682,2373,0,0,,0
S,Casas,,JARDIM SÃO CARLOS,RUA JESUÍNO DE ARRUDA,Padrão,1619,220,364,3,3,3,4,600000,-22.01966,-47.89517,3695,0,0,,0
S,Casas,,VILA PRADO,AV. SALLUM,Padrão,777,269,300,3,3,0,4,780000,-22.02822,-47.89941,3783,0,0,,0
S,Casas,,JARDIM CARDINALLI,AV. PAU BRASIL,Padrão,36,600,560,3,3,0,6,1130000,-22.01939,-47.87005,2653,0,0,,0
S,Terreno,,PARQUE SANTA MÔNICA,AV. FRANCISCO PEREIRA LOPES,Padrão,0,0,597,0,0,0,0,335000,-22.01069,-47.90621,3257,0,0,,0
S,Terreno,,PARQUE SANTA MÔNICA,AV. FRANCISCO PEREIRA LOPES,Padrão,0,0,556,0,0,0,0,335000,-22.01069,-47.90621,3468,0,0,,0
S,Terreno,,PARQUE SANTA MÔNICA,AV. FRANCISCO PEREIRA LOPES,Padrão,0,0,534,0,0,0,0,335000,-22.01069,-47.90621,3381,0,0,,0
S,Terreno,,Jardim Embaré,Rod WASHINGTON LUIZ,Padrão,0,10,400,,,,,8000000,-22.04709,-47.86037,2092,0,0,,
S,Apartamentos,Edifício Studio Residence América ,Centro,Rua Sete de Setembro,Padrão,1257,,35,1,1,,1,175000,-22.0160814,-47.89808112,1932,0,23.56,131,35
S,Terreno,,VILA PRADO,AV. JOSÉ PEREIRA LOPES,Padrão,0,,7588.07,,,,,4500000,-22.02363,-47.90822,2514,0,0,,
S,Casas,,VILA SÃO JOSÉ,RUA DOUTOR WALTER CAMARGO SCHULTZER,Padrão,1184,180,215,2,1,0,2,270000,-22.0102,-47.87299,4884,0,0,,0
S,Terreno,,PARQUE SANTA MÔNICA,AV. FRANCISCO PEREIRA LOPES,Padrão,0,0,452,0,0,0,0,270000,-22.01069,-47.90621,4126,0,0,,0
S,Apartamentos,Edifico Akropolis ,Parque Arnold Schimidt,Rua Alvarenga Peixoto,Padrão,272,50,60,1,1,0,1,150000,-22.00070829,-47.89722555,3061,0,0,0,0
S,Apartamentos,Edifício Winston Monteiro Ricetti,CENTRO,RUA DONA ALEXANDRINA,Padrão,1550,147,0,4,3,0,6,600000,-22.01216,-47.88973,2975,0,0,0,0
S,Casas,,Jardim São Carlos,RUA BENEDITO DA SILVA,Padrão,963,590,800,3,4,0,6,2000000,-22.01817,-47.90071,2001,0,0,,
S,Terreno,,Centro,RUA NOVE DE JULHO,Padrão,1206,0,7.92,,,,,1800000,-22.01916,-47.89254,974,0,0,,
S,Casas,,SANTA FELICIA,RUA CÂNDIDO DE ARRUDA BOTELHO,Padrão,1620,147,300,3,3,2,5,535000,-21.99789,-47.91738,4512,0,0,,0
S,Apartamentos,Edifício Central Park,Parque Faber Castell,Passeio das Palmeiras,Padrão,55,,250,4,4,3,8,1500000,-22.01770267,-47.9185009,626,0,0,0,250
S,Comercial,,CENTRO,AV. AVENIDA SÃO CARLOS,Prédio,0,0,1877.74,0,0,0,0,4500000,-22.01473,-47.89081,472,0,0,,0
S,Terreno,,CENTRO,AV. AVENIDA SÃO CARLOS,Padrão,940,,450,,,,,1200000,-22.01473,-47.89081,3213,0,0,,
S,Casas,Condomínio Parque Residencial Damha II,Parque Tecnológico Damha,Avenida Miguel Damha,Condomínio,1400,640,650,6,6,4,12,2500000,-21.96299708,-47.89860964,1530,0,0,0,
S,Casas,,JARDIM BEATRIZ,RUA JUCA SABINO,Padrão,1517,156.33,277,3,2,0,3,300000,-22.03802,-47.90527,6081,0,0,,0
S,Casas,,VILA PRADO,AV. SALLUM,Padrão,116,360,500,3,2,0,4,700000,-22.02318,-47.90318,4079,0,0,,0
S,Apartamentos,GULLO 45,Vila Marina,Rua José Gullo,Kitnet,45,,100,2,1,,2,140000,-21.99601,-47.89007,2223,0,0,0,100
S,Apartamentos,Edifício Monte Cristo,Jardim Gibertoni,Rua Humberto Manelli,Padrão,150,,62,2,1,0,2,280000,,,2026,0,380,0,62
S,Apartamentos,Edifício Felicitá,Centro,Rua São Sebastião,Padrão,2403,194,0,4,7,0,7,1200000,-22.01339,-47.89234,1128,0,3200,0,0
S,Apartamentos,Edifício Pedra Branca,Jardim São Carlos,Rua Conde do Pinhal,Padrão,2141,,0,3,3,0,6,950000,-22.01772,-47.8894,962,0,0,0,228
S,Apartamentos,Edifício Oscar Barros ,Jardim Tangará,Rua Djalma Ferraz Kehl,Padrão,15,49,0,2,1,0,2,149000,,,2707,0,0,0,0
SL,Casas,,Jardim Embaré,RUA DOM CONSTANTINO AMSTALDEN,Padrão,237,88.55,250,2,1,2,2,290000,-21.96841,-47.93271,6875,0,40,,
S,Apartamentos,Edifício Monte Verde,Cidade Jardim,Alameda dos Heliotropos,Padrão,238,,45,2,1,1,3,340000,,,1914,0,500,0,45
S,Casas,,JARDIM PACAEMBU,RUA GOIÁS,Padrão,364,159.81,199.72,2,1,0,2,243800,-22.03969,-47.89627,5519,0,0,,0
S,Apartamentos,,Vila Costa do Sol,RUA RUI BARBOSA,Padrão,2540,,62,2,3,1,3,320000,-22.0035,-47.8869,2104,0,0,,62
S,Casas,,VILA SÃO JOSÉ,RUA DOUTOR WALTER CAMARGO SCHULTZER,Padrão,340,148,250,2,2,0,4,320000,-22.00686,-47.87742,5485,0,0,,0
S,Apartamentos,Edifício Mario Dotto ,Jardim Alvorada,Rua Doutor Domingos Faro,Padrão,190,,70,3,2,,4,368000,-22.00857,-47.90794,2217,0,911.63,0,70
S,Apartamentos,Edifício Mario Dotto ,Jardim Alvorada,Rua Doutor Domingos Faro,Padrão,190,76.19,0,3,2,0,4,357000,-22.00857,-47.90794,2352,0,727.18,0,0
S,Casas,,PORTAL DO SOL,RUA DOUTOR OMAR PACHECO SOUZA,Padrão,195,796,1965,4,4,0,4,2000000,-22.02425,-47.87346,1405,0,0,,0
S,Apartamentos,Edifício Santa Isabel ,Jardim São Paulo,Rua Monsenhor Alcindo Carlos Veloso Siqueira,Padrão,33,,72,2,1,0,2,170000,,,2615,0,0,0,72
S,Casas,,JARDIM PACAEMBU,RUA PIAUÍ,Padrão,42,106,170,2,2,1,3,280000,-22.03627,-47.89391,5172,0,0,,0
S,Apartamentos,Edifício Monte Nevada ,Vila Irene,Rua Doutor Joaquim Inácio de Moraes,Padrão,260,45,0,2,1,0,2,160000,-22.03071,-47.88303,2543,0,197,0,0
S,Terreno,,RURAL,Rod WASHINGTON LUIZ,Padrão,0,0,6454.5,0,0,0,0,172000,-22.04709,-47.86037,4462,0,0,,0
S,Casas,,VILA PRADO,RUA SÃO PIO X,Padrão,215,200,360,3,2,1,4,572000,-22.02832,-47.89612,4264,0,0,,0
S,Apartamentos,Ed. Romeu Santini - Bloco 25,Romeu Santini,Rua Aldo de Cresci,Padrão,25,,60,2,1,0,2,122000,-22.02493,-47.91527,2319,0,130,90,60
S,Terreno,,PARQUE SANTA MÔNICA,AV. FRANCISCO PEREIRA LOPES,Padrão,0,0,453,0,0,0,0,270000,-22.01069,-47.90621,3389,0,0,,0
S,Terreno,,Jardim Bethânia,RUA PAULINO BOTELHO DE ABREU SAMPAIO,Padrão,0,199.03,199.03,,,,,266000,-22.00906,-47.90089,4022,0,71.98,,
S,Casas,,Vila Boa Vista,RUA DESEMBARGADOR JÚLIO FARIA,Padrão,1892,122,128.7,3,2,0,3,255000,-22.03771,-47.91052,6262,0,420,,
S,Terreno,,JARDIM DAS TORRES,RUA MÁRIO PINOTTI,Padrão,0,0,401.83,0,0,0,0,170000,-21.99217,-47.9259,3835,0,0,,0
S,Apartamentos,Edifício Giardino di Ravello,Parque Faber Castell,Passeio das Palmeiras,Padrão,501,,85,4,3,2,6,700000,-22.01715562,-47.91800737,2808,0,0,0,85
S,Casas,,VILA CONCEIÇÃO,RUA PEDRO DE ALMEIDA,Padrão,148,312,276.9,3,2,0,4,470000,-22.04851,-47.89178,4708,0,1528.4,,0
S,Casas,,JARDIM BEATRIZ,RUA JUCA SABINO,Padrão,1098,0,250,2,2,0,2,240000,-22.03505,-47.90765,5032,0,0,,0
S,Casas,Condomínio Parque Residencial Damha III,Parque Tecnológico Damha,Avenida Miguel Damha,Condomínio,800,352,453,3,5,2,6,2500000,-21.96778304,-47.89259076,1779,0,0,0,
S,Casas,,VILA FARIA,RUA CONDE DO PINHAL,Padrão,3344,112.62,432,3,1,1,3,405000,-22.01802,-47.87761,4806,0,0,,0
SL,Comercial,,Vila Morumbi,Rod DOMINGOS INOCENTINI,Galpão,500,,14000,,5,,,34000000,-22.10989,-47.87865,1298,0,0,,6100
S,Casas,Condomínio Dona Eugênia ,Cidade Jardim,Rua Bernardino Fernandes Nunes,Padrão,1707,137,204.21,3,2,2,4,700000,-21.98962628,-47.8931433,4305,0,0,0,
S,Terreno,,PARQUE SANTA MÔNICA,RUA SÃO SEBASTIÃO,Padrão,0,0,937.5,0,0,0,0,639000,-22.01325,-47.88988,3186,0,0,,0
S,Casas,Condomínio Parque Residencial Damha II,Parque Tecnológico Damha,Avenida Miguel Damha,Condomínio,1400,227.77,420,3,6,2,5,1500000,-21.96299708,-47.89860964,2404,0,0,0,
S,Apartamentos,Edifício Residencial Santa Paula ,Jardim Santa Paula,Rua Doutor Viriato Fernandes Nunes,Padrão,236,,93,2,2,,3,250000,-22.00039,-47.90171,3236,0,81.04,550,93
S,Apartamentos,Edifício Marechal Estilo,Centro,Rua Dom Pedro II,Padrão,1329,,60,2,1,1,2,330000,-22.01437,-47.88795,350,0,47,180,60
S,Casas,Residencial Jardim Veredas,Jardim Santa Maria II,Rua Doutor Manoel Fragoas,Padrão,95,67,100,2,1,1,2,150000,-22.00007662,-47.86750138,4872,0,0,0,
S,Terreno,,Jardim Nova Santa Paula,RUA OSCAR DE SOUZA GERIBELO,Padrão,219,0,430,0,0,0,0,458000,-21.9981,-47.89971,2906,0,0,,0
S,Casas,,Jardim Nova Santa Paula,RUA IWAGIRO TOYAMA,Padrão,115,262.17,313,3,2,0,4,620000,-21.99754,-47.89723,4180,0,2137.54,,0
S,Terreno,,VILA IZABEL,RUA CARLOS FLEISCHMAN,Padrão,455,,306,,,,,266000,-22.03132,-47.8819,6592,0,0,,
S,Casas,,CASTELO BRANCO,RUA GERALDO MARAGNO,Padrão,246,145,232,2,1,0,2,290000,-22.02812,-47.87229,5703,0,0,,0
S,Casas,,ARNOLD SCHIMIDT,RUA DOS INCONFIDENTES,Padrão,410,247,347,3,2,0,4,320000,-21.99982,-47.8964,5171,0,0,,
S,Casas,Residencial Samambaia,Residencial Samambaia,Rua Mauro Dias Correia,Condomínio,254,360,750,3,2,2,4,900000,-21.95705,-47.88461,2854,0,0,0,
S,Terreno,,CIDADE ARACY,RUA CONSTANTE MANGINI,Padrão,0,0,150,0,0,0,0,75000,-22.06201,-47.90333,3544,0,112,,0
S,Casas,,Vila Brasília,RUA FRANCISCO CASSIANO LOPES,Padrão,135,126,197.83,3,1,1,3,300000,-21.99909,-47.88198,5298,0,288,,
S,Casas,,JARDIM TIJUCA,RUA MAURO SCIASCI,Padrão,44,120,150,2,2,0,3,245000,-21.95894,-47.88451,5959,0,0,,0
S,Casas,,CIDADE JARDIM,Al DAS AZALEIAS,Padrão,119,210,360,8,4,4,10,480000,-22.00293,-47.89246,4009,0,0,,0
S,Apartamentos,Condomínio Green View,Parque Faber Castell,Passeio das Palmeiras,Padrão,520,,64,3,2,1,4,360000,-22.01849,-47.91957,2000,0,0,0,64
S,Casas,,AZULVILLE,RUA ARISTIDES DE SANTI,Padrão,119,190,175,1,1,0,1,320000,-22.0281,-47.86835,4923,0,0,,0
S,Apartamentos,Edifício Primavera (Cidade Jardim),Cidade Jardim,Rua das Orquídeas,Padrão,830,,36,1,1,0,1,200000,-21.99659,-47.8928,2923,0,0,0,36
S,Casas,,Jardim Beatriz,RUA PROFESSOR JOSÉ GERALDO KEPPE,Padrão,1662,140,300,10,5,1,10,330000,-22.03994,-47.9056,5624,0,417,,
S,Casas,,VILA CARMEM,RUA CÍCERO SOARES RIBEIRO,Padrão,401,150,125,3,3,2,4,300000,-22.02861,-47.90981,5813,0,0,,0
S,Casas,,Parque Delta,Rua Ângelo Lucato,Padrão,64,144,150,3,2,3,4,280000,-21.99243,-47.89414,4780,0,0,,
S,Casas,,CIDADE JARDIM,Al DOS NARCISOS,Padrão,157,245,240,3,2,0,4,397000,-21.99664,-47.89368,6330,0,0,,0
