indType,Property_category,District,Street_name,Property_subcategory,numNumber,Built_uparea,Area_total,Bedroom,Bathroom,Grages,totalRooms,valLocation,latitude,longitude,totalAccess,flgHighlight,prop_char_95,Property_tax
L,Comercial,Vila Pelicano,RUA ROBERTO SIMONSEN,Sala,100,,400,,2,,,5556,-22.0231105,-47.8980767,128,0,100,
L,Comercial,Vila Costa do Sol,RUA ESTADOS UNIDOS,Salão,1046,,120,,3,,,2223,-22.00193,-47.88064,186,0,120,80
L,Comercial,Jardim São Carlos,RUA GENERAL OSÓRIO,Loja,731,,160,,2,,,13334,-22.02149,-47.89228,210,0,160,543
L,Comercial,Vila Sonia,Avenida Doutor Pádua Salles,Sala,30,,30,1,,,1,1667,-22.03771,-47.89295,116,0,30,65
L,Comercial,Jardim São Carlos,Rua Conde do Pinhal,Loja,2187,,40.08,,1,,,2101,-22.0177,-47.88886,198,0,40.08,71
L,Comercial,Vila Costa do Sol,RUA SÃO JOAQUIM,Sala,2424,,30,,1,,,1334,-22.00409,-47.88897,150,0,30,
L,Comercial,Jardim Ricetti,RUA MAJOR MANOEL ANTÔNIO DE MATTOS,Salão,398,,35,1,,,1,1667,-22.02603,-47.88061,124,0,35,
SL,Comercial,Jardim Gibertoni,Rua Salesianos do Brasil,Salão,155,,,,1,,,1334,-22.0184805,-47.9074037,144,0,32,
L,Apartamentos,Vila Marcelino,RUA RAIMUNDO CORREA,Padrão,1381,,54,2,2,1,3,1100,-22.0318872,-47.8761533,350,0,54,86
SL,Casas,Centro,AV. DOUTOR CARLOS BOTELHO,Padrão,3414,180,319,3,2,2,4,3889,-22.01144,-47.8924,461,0,,190
L,Comercial,CENTRO,RUA SETE DE SETEMBRO,Sala,1691,,90,,1,,,1800,-22.01595,-47.89408,218,0,90,
L,Apartamentos,Parque Fehr,Servidão de Passagem João Deriggi,Padrão,181,,45,2,1,,2,723,-21.97879214,-47.93982983,530,0,45,42.37
L,Apartamentos,Parque Fehr,Servidão de Passagem João Deriggi,Padrão,181,,45,2,1,,2,778,-21.97879214,-47.93982983,252,0,45,42.37
L,Casas,Vila Elizabeth,Rua Cajucy Accioly Wanderley,Kitnet,60,25,40,1,1,1,1,845,-22.00631,-47.88459,661,0,,40
L,Comercial,Jardim São Carlos,Rua Conde do Pinhal,Ponto,2333,,526,,4,,,3335,-22.01771,-47.88761,183,0,526,630
L,Casas,Jardim Macarengo,Rua Jacinto Favoreto,Sobrado,431,134,250,3,2,1,3,1800,-22.00593,-47.89379,1198,0,,120
L,Casas,Vila Costa do Sol,Rua Campos Sales,Padrão,1874,160,180,3,1,2,3,1800,-21.9990462,-47.8859902,910,0,,102
SL,Apartamentos,Recreio São Judas Tadeu,AV. GREGÓRIO AVERSA,Padrão,427,,45,2,1,1,2,1200,-22.033343,-47.8661914,282,0,45,
L,Comercial,CENTRO,AV. DOUTOR CARLOS BOTELHO,Salão,1768,,1000,,2,26,,31200,-22.01153,-47.8936,255,0,400,328
L,Industrial,Vila Vista Alegre,Avenida Capitão Luiz Brandão,Galpão,1411,,1001,,6,,,61113,-21.99964,-47.86601,308,0,5639,3430
L,Comercial,Jardim Bethânia,Rua Victor Manuel de Souza Lima,Sala,766,,160,,6,3,,8890,-22.01421,-47.8998,338,0,160,
L,Comercial,CENTRO,RUA VINTE E OITO DE SETEMBRO,Salão,2111,,80,,2,3,,4446,-22.0104,-47.89015,321,0,80,
SL,Comercial,Jardim São João Batista,Rodovia Washington Luiz,Prédio,224,,3000,,25,25,,7000,-22.00243,-47.86817,136,0,800,
L,Comercial,SANTA FELICIA,Rua Cândido de Arruda Botelho,Barracão,2721,,250,,2,,,1667,-21.99178,-47.92506,570,0,250,110
SL,Apartamentos,Jardim São Carlos,Rua Jesuíno de Arruda,Padrão,1306,,48,2,1,1,2,1556,,,306,0,48,
L,Casas,Jardim Bandeirantes,Rua José Palone,Padrão,461,105,125,2,2,2,3,1667,-21.99989,-47.91158,820,0,,46
L,Comercial,Jardim Munique,Rua Monsenhor Romeu Tortorelli,Salão,76,,66,,1,,,889,-21.99801,-47.85865,192,0,66,
SL,Casas,Vila Brasília,RUA HONDURAS,Padrão,186,155.12,141.45,3,2,1,3,1556,-21.99866,-47.87717,382,0,,70
L,Comercial,Centreville,Rua Santa Cruz,Sala,462,,30,,1,,,646,-22.02348,-47.89017,188,0,30,217
L,Comercial,Centreville,Rua Santa Cruz,Sala,462,,30,,1,,,645,-22.02348,-47.89017,140,0,30,
L,Comercial,Centreville,Rua Santa Cruz,Sala,642,,30,,1,,,645,-22.02328,-47.88847,80,0,30,
L,Comercial,Centreville,Rua Santa Cruz,Sala,462,,30,,1,,,645,-22.02348,-47.89017,126,0,30,
L,Comercial,Centreville,Rua Santa Cruz,Sala,462,,30,,1,,,645,-22.02348,-47.89017,177,0,30,
L,Comercial,Vila Prado,Avenida Teixeira de Barros,Sala,367,,20,,1,,,570,-22.0249,-47.89911,186,0,20,
SL,Comercial,SANTA FELICIA,RUA MIGUEL PETRONI,Barracão,3320,,3760,,4,20,,11112,-21.9950935,-47.9165382,358,0,1300,
SL,Apartamentos,Romeu Santini,Rua Joaquim Ninelli,Padrão,15,,50,2,1,1,2,778,-22.02565,-47.91518,544,0,50,35
L,Casas,CENTRO,RUA FLÁVIO WELLICHAN,Kitnet,61,,32,1,1,1,1,834,-22.00989,-47.88563,1095,0,,
L,Comercial,Cidade Aracy,AV. REGIT ARAB,Salão,234,,125.6,,1,,,2000,-22.06213,-47.90331,165,0,125.6,
SL,Apartamentos,Parque Faber Castell,Pas DAS PALMEIRAS,Cobertura,659,,200,4,5,3,7,5000,-22.0166717,-47.9174912,735,0,150,
L,Apartamentos,Cidade Jardim,RUA DOS CRAVOS,Padrão,600,,40,1,1,,1,890,-21.99731,-47.89495,1226,0,40,
L,Comercial,Jardim Paulistano,Rua Iwagiro Toyama,Salão,425,,70,,4,1,,2050,-21.99433,-47.89756,192,0,70,65
L,Casas,Centreville,Rua Santa Cruz,Comercial,347,108,108,2,2,1,2,3334,-22.02333,-47.89136,228,0,,60
SL,Casas,Vila Brasília,Rua Paraguai,Padrão,624,117.5,159,3,2,2,3,1667,-21.99756,-47.87691,1445,1,,75
L,Comercial,Vila Costa do Sol,RUA SÃO JOAQUIM,Sala,1852,,20,,1,,,1000,-22.0024,-47.88913,195,0,20,
L,Comercial,Vila Monteiro (Gleba I),Rua São Joaquim,Salão,2420,,205,,2,,,8890,,,199,0,150,
L,Terreno,CENTRO,RUA EPISCOPAL,Comercial,2020,0,700,,,,,20001,-22.01268,-47.89169,149,0,,0
SL,Apartamentos,Vila Monteiro (Gleba I),Rua São Joaquim,Padrão,885,,,2,2,1,2,1112,,,273,0,80,110
L,Comercial,Parque Novo Mundo,Rua Vanderlei Quelé de Lima,Barracão,44,,430.5,,2,3,,8890,-22.06466,-47.88702,171,0,365,150
L,Comercial,Parque Novo Mundo,Rua Vanderlei Quelé de Lima,Barracão,44,,430.5,,2,,,10000,-22.06466,-47.88702,210,0,430.5,150
L,Comercial,Vila Monteiro (Gleba I),Rua Rui Barbosa,Sala,1182,,200,,2,3,,7778,-22.01628,-47.88668,154,0,200,95
L,Comercial,Jardim São Carlos,RUA GENERAL OSÓRIO,Sala,822,,200,,2,,,1667,-22.02175,-47.89136,214,0,200,60
L,Casas,Vila Monteiro (Gleba I),Rua Rui Barbosa,Padrão,862,50,50,1,1,,1,1000,-22.0193,-47.88662,688,0,,
SL,Casas,Vila Boa Vista,Rua Benjamin Constant,Padrão,815,232,300,3,2,2,4,3000,-22.0284288,-47.9030211,240,0,,150
L,Casas,CENTRO,RUA AQUIDABAN,Comercial,227,225,250,4,3,3,5,1889,-22.02225,-47.89468,405,0,,
L,Comercial,CENTRO,RUA SETE DE SETEMBRO,Sala,2589,,30,,1,,,889,-22.0157551,-47.883165,573,0,30,50
L,Casas,Cidade Aracy,Avenida Vicente Laurito,Comercial,30,900,900,3,3,2,4,11112,-22.06211,-47.89659,209,0,,
L,Casas,Jardim Santa Maria II,Avenida Capitão Luiz Brandão,Padrão,2200,70,350,2,1,8,2,946,-21.9944084,-47.8633239,1816,0,,0
L,Comercial,Vila Prado,Avenida Teixeira de Barros,Sala,917,,90,,2,,,2223,-22.02917,-47.89626,258,0,90,0
L,Comercial,Vila Prado,Avenida Teixeira de Barros,Galpão,588,,2600,,6,,,35000,-22.0265409,-47.8979265,226,0,2000,
L,Casas,CENTRO,RUA MAJOR JOSÉ INÁCIO,Sobrado,3122,180,250,3,2,2,4,2701,-22.01682,-47.87979,804,0,,235.72
L,Comercial,Jardim Alvorada,Rua Luiz Barbosa de Campos,Sala,420,,26.34,,1,,,2223,-22.00829,-47.90658,157,0,26.34,0
SL,Casas,Parque Faber Castell,Passeio das Palmeiras,Condomínio,321,355,484,3,6,4,6,11000,-22.01914488,-47.92050183,448,0,,450
L,Apartamentos,Parque Fehr,Servidão de Passagem João Deriggi,Padrão,181,,45,2,1,1,2,1113,-21.97879214,-47.93982983,496,0,45,0
SL,Casas,Jardim Brasil,Rua Eugênio Franco de Camargo,Sobrado,1110,250,350,2,4,3,4,7778,-22.02101,-47.87787,392,0,,0
L,Comercial,Vila Prado,Avenida Teixeira de Barros,Barracão,772,,200,,1,,,5000,-22.02817,-47.89734,267,0,200,298.63
L,Terreno,Recreio São Judas Tadeu,Avenida Getúlio Vargas,Comercial,0,,2000,,,,,5400,-22.03487,-47.87105,152,0,,
L,Terreno,Recreio São Judas Tadeu,Avenida Getúlio Vargas,Padrão,0,,2000.4,,,,,,-22.03487,-47.87105,152,0,,
SL,Comercial,CENTRO,Rua Major José Inácio,Salão,2066,,642,,4,,,15000,-22.01703,-47.89031,276,0,642,1370
L,Comercial,Vila Monteiro (Gleba I),RUA DONA ALEXANDRINA,Ponto,1491,,611.56,,2,,,4500,-22.0127664,-47.8899807,148,0,611.56,400
SL,Casas,Jardim Tangará,Rua Affonso Galucci,Padrão,33,90,125,2,1,1,2,1223,-22.00906,-47.85647,1547,0,,40
L,Comercial,Jardim Brasil,Rua Dona Maria Izabel de Oliveira Botelho,Salão,1995,,90,,1,1,,1112,-22.01997,-47.87891,428,0,90,40
L,Casas,CENTRO,RUA VISCONDE DE INHAÚMA,Sobrado,1329,120,120,3,2,2,4,2224,-22.0158225,-47.8966021,1235,0,,60
L,Apartamentos,Vila Monteiro (Gleba I),RUA DONA ALEXANDRINA,Padrão,1779,,180,3,3,2,4,2668,-22.01002,-47.88999,953,0,180,250
L,Apartamentos,Jardim Santa Paula,Rua José Duarte de Souza,Kitnet,925,,29,1,1,,1,800,-21.99671,-47.89788,593,0,29,
L,Comercial,Vila Prado,Avenida Teixeira de Barros,Salão,1208,,180,,2,,,2450,-22.03153,-47.8951,331,0,180,130
L,Apartamentos,Jardim Gibertoni,Rua Salesianos do Brasil,Cobertura,105,,14,3,3,2,5,3667,-22.0188541,-47.9072237,697,0,140,200
SL,Comercial,Parque Faber Castell,Rua Passeio dos Ipês,Sala,320,,41,,1,1,,1560,-22.01963,-47.91604,449,0,41,80
L,Casas,Jardim Brasil,Rua Jesuíno de Arruda,Padrão,3245,125,320,3,2,3,3,2779,-22.01939,-47.87923,499,0,,100
L,Apartamentos,Romeu Santini,Rua Joaquim Ninelli,Padrão,12,,51.41,2,1,1,2,550,-22.02557,-47.91497,466,0,51.41,
SL,Apartamentos,Parque Arnold Schimidt,Rua Luiz Saia,Padrão,220,,62,2,2,1,3,1445,-22.00142,-47.90121,1209,1,62,95
L,Terreno,Parque Santa Mônica,Avenida Tancredo de Almeida Neves,Comercial,500,0,1500,,,,,35001,-22.02289,-47.91005,96,0,,
L,Comercial,Jardim São Carlos,RUA GENERAL OSÓRIO,Loja,853,,220,,1,,,18500,-22.02145,-47.89112,226,0,220,
L,Comercial,Jardim Munique,Rua Oswaldo Denari,Salão,870,,40,,1,,,889,-21.9999,-47.85719,401,0,40,
SL,Comercial,CENTRO,Rua OSWALDO DE ASSIS PEREIRA,Loja,76,,30.75,,1,1,,1335,-22.01002387,-47.89577723,692,0,30.75,24.77
L,Apartamentos,Recreio São Judas Tadeu,Avenida Gregório Aversa,Padrão,627,,47,2,1,1,2,1120,-22.0337254,-47.8653803,358,1,47,73
L,Casas,SANTA FELICIA,Rua Luiz Pedro Biachini,Padrão,219,102.62,150,2,1,2,2,1556,-21.99806,-47.91681,393,0,,46
L,Apartamentos,Residencial Monsenhor Romeu Tortorelli,Avenida João Stella,Padrão,300,,45,2,1,1,2,1000,-22.00472,-47.92353,192,0,45,41
L,Apartamentos,Residencial Monsenhor Romeu Tortorelli,AV. JOÃO STELLA,Padrão,480,,50,2,1,1,2,670,,,385,0,50,17
L,Comercial,Jardim Brasil,Rua Eugênio Franco de Camargo,Ponto,1962,,100,,1,,,2223,-22.01374,-47.87796,216,0,100,113
L,Casas,Parque Tecnológico Damha,RUA MIGUEL DAMHA,Sobrado,800,354,495,3,4,4,6,10001,-21.9649,-47.89672,606,0,,467.7
SL,Apartamentos,Parque Fehr,Servidão de Passagem João Deriggi,Padrão,181,,45,2,1,1,2,890,-21.97879214,-47.93982983,441,0,45,35
L,Casas,Jardim Jóckei Club A,RUA RAY WESLEY HERRICK,Condomínio,1500,170,270,3,4,4,6,5556,-21.98221,-47.89584,290,0,,191.74
L,Terreno,Jardim Bandeirantes,Rua Miguel João,Comercial,0,,2700,,,,,1113,-22.00096,-47.90719,152,0,,100.64
L,Terreno,Jardim Bandeirantes,Rua Miguel João,Comercial,0,,2700,,,,,1112,-22.00096,-47.90719,114,0,,100.64
L,Terreno,Jardim Bandeirantes,Rua Miguel João,Comercial,0,,2700,,,,,1112,-22.00096,-47.90719,163,0,,100.64
L,Terreno,Jardim Bandeirantes,Rua Miguel João,Comercial,0,,2700,,,,,1112,-22.00096,-47.90719,206,0,,100.64
L,Terreno,Jardim Bandeirantes,Rua Miguel João,Comercial,0,,2700,,,,,1112,-22.00096,-47.90719,219,0,,100.64
L,Terreno,Jardim Bandeirantes,Rua Miguel João,Comercial,0,,2700,,,,,1112,-22.00096,-47.90719,252,0,,100.64
L,Terreno,Jardim Bandeirantes,Rua Miguel João,Comercial,0,,2700,,,,,1112,-22.00096,-47.90719,178,0,,100.64
L,Terreno,Jardim Bandeirantes,Rua Miguel João,Comercial,0,,2700,,,,,1112,-22.00096,-47.90719,239,0,,100.64
L,Terreno,Jardim Bandeirantes,Rua Miguel João,Comercial,0,,2700,,,,,1113,-22.00096,-47.90719,167,0,,100.64
L,Comercial,Jardim Brasil,Rua Major Manoel Antônio de Mattos,Salão,1402,,40,,1,,,3001,-22.01633,-47.88078,263,0,40,0
L,Comercial,Jardim Jóckei Club A,RUA RIO PARANÁ,Salão,399,,50,,2,,,1667,-21.98148,-47.89999,190,0,50,
SL,Casas,Jardim Alvorada,Rua Doutor Domingos Faro,Sobrado,61,303,312,3,4,8,5,5000,-22.00991,-47.90868,349,0,,240
SL,Casas,Jardim Santa Paula,RUA OSCAR DE SOUZA GERIBELO,Padrão,484,180,300,3,3,5,4,3001,-21.99874,-47.89999,808,0,,126.77
L,Comercial,Jardim Paraíso,Rua Maestro João Seppe,Sala,900,,40,,2,,,1889,,,425,0,30,
L,Casas,Jardim Bandeirantes,Rua José Palone,Padrão,151,80,125,2,1,2,2,1556,-22.00103,-47.90883,417,1,,40
L,Comercial,CENTRO,RUA EPISCOPAL,Loja,994,,100,,1,,,2223,-22.02182,-47.89153,468,0,100,
L,Comercial,Jardim Paraíso,Rua Paulino Botelho de Abreu Sampaio,Sala,1151,,14,,1,,,1501,-22.00659,-47.90106,236,0,14,
L,Apartamentos,Vila Rancho Velho,Rua Theodolina Modena Coca,Padrão,85,,50,2,1,1,2,778,-22.01084,-47.86918,1217,0,50,30
L,Casas,Vila Brasília,Rua Peru,Padrão,136,128.01,140,3,2,2,4,2000,-21.99825,-47.87893,1079,0,,72.63
SL,Casas,Parque Industrial,Rua Rodolfo Luporini,Padrão,225,323,300,4,5,4,8,3334,-21.990165,-47.9010802,442,0,,190
L,Comercial,Jardim Paulistano,Rua Iwagiro Toyama,Sala,425,,40,,1,,,790,-21.99433,-47.89756,493,0,40,75
L,Comercial,CENTRO,RUA PADRE TEIXEIRA,Salão,1702,,105,,2,,,4000,-22.01423,-47.89403,405,0,105,85.29
L,Apartamentos,Jardim Paraíso,Rua Maestro João Seppe,Padrão,303,,60,3,2,2,4,2000,-22.01402,-47.9019,197,0,60,84
L,Apartamentos,Jardim Embaré,Rua Ray Wesley Herrick,Padrão,5401,,40,2,1,1,2,667,-21.97113,-47.90178,1053,0,40,39.5
L,Comercial,Jardim São João Batista,Rua Antônio Blanco,Sala,1411,,36,,1,,,945,-22.00318,-47.8776,318,0,36,10
L,Casas,SANTA FELICIA,RUA JÚLIO CASSIN FILHO,Padrão,348,70,250,2,2,1,3,1334,-21.9994918,-47.9214459,900,0,,21.29
L,Casas,Vila Prado,RUA LUIZ GAMA,Padrão,24,130,200,3,2,2,4,1400,-22.02256,-47.90133,650,0,,32
L,Apartamentos,Centro,Rua Marechal Deodoro,Padrão,1460,,74,2,2,2,3,2000,-22.01527076,-47.89613127,970,0,74,97.07
L,Apartamentos,Jardim Ipanema,Rua Laura Villani Piovesan,Padrão,65,,45,2,1,1,2,1000,-21.98694,-47.92543,156,0,45,42
L,Casas,Jardim Nova São Carlos,Rua Antônio Masselli,Padrão,225,150,300,3,2,2,4,2334,-22.02769,-47.87418,688,0,,111.79
L,Comercial,Jardim Brasil,Rua Geminiano Costa,Salão,625,,300,,2,,,7300,-22.02043,-47.87939,327,0,350,
L,Casas,Jardim das Torres,RUA ARACY BORDINI DO AMARAL TOLEDO,Padrão,25,60,300,2,1,10,2,1112,-22.0337,-47.91157,373,0,,
L,Comercial,CENTRO,Rua Sete de Setembro,Sala,3134,,14.81,,1,,,978,-22.01594,-47.89884,521,0,14.81,85.76
L,Comercial,CENTRO,Rua Sete de Setembro,Sala,3134,,13.18,,1,,,980,-22.01594,-47.89884,302,0,13.18,85.76
L,Comercial,CENTRO,RUA SETE DE SETEMBRO,Sala,2589,,50,,1,,,1112,-22.0157551,-47.883165,557,0,50,50
L,Comercial,Jardim Paulista,Rua José Mancini,Barracão,453,,900,,3,,,7223,-22.02198,-47.90806,267,1,600,350
L,Comercial,CENTRO,Avenida São Carlos,Sala,1065,,30,,1,,,1500,-22.02389,-47.89069,371,0,30,
L,Comercial,Centro,Avenida São Carlos,Sala,1065,,35,,2,,,2000,-22.02389,-47.89069,213,0,35,
L,Comercial,Centro,Avenida São Carlos,Sala,1065,,35,,2,,,2000,-22.02389,-47.89069,254,0,35,
L,Comercial,CENTRO,Rua Geminiano Costa,Sala,411,,30,,2,,,556,-22.02062,-47.89334,452,0,30,0
SL,Terreno,Jardim Nova São Carlos,RUA ORLANDO MARTINEZ,Lote,,,600,,,,,1112,,,299,0,,206
L,Apartamentos,Parque Faber Castell,Passeio das Magnólias,Padrão,281,,65.72,2,2,1,3,2223,-22.01378,-47.91817,418,0,65.72,
L,Terreno,Vila Costa do Sol,RUA MARIA TAVARES LEANDRO,Comercial,170,,387,,,,,1112,-22.00537,-47.88064,306,0,,
L,Apartamentos,Jardim Paulistano,Rua Iwagiro Toyama,Padrão,96,,40,1,1,,1,778,,,1079,0,40,64
SL,Apartamentos,Romeu Santini,Rua Joaquim Ninelli,Padrão,15,,55,2,1,1,2,723,,,822,0,55,25
L,Comercial,Centro,Avenida São Carlos,Salão,571,,396,,3,,,8890,-22.02854,-47.89061,375,0,451,
L,Apartamentos,Tutoya do Vale,Rua SEBASTIÃO RAMOS,Padrão,50,,90,3,1,,3,1112,-21.92645,-47.89789,268,0,90,
L,Apartamentos,Jardim Paraíso,RUA ALICE J. DANNA JULIANA,Kitnet,152,,30,1,1,,1,556,-22.00538,-47.90163,1405,0,30,
L,Casas,Jardim Medeiros,RUA ELEUTÉRIO MALERBA,Padrão,327,112,138,2,1,2,2,1223,-22.03866,-47.91796,311,0,,19.04
L,Comercial,Jardim Brasil,Rua Jesuíno de Arruda,Salão,1533,,249.3,,2,,,4445,-22.01953,-47.87941,226,0,249.3,
L,Comercial,Jardim Brasil,Rua Jesuíno de Arruda,Salão,1533,,338.31,,2,,,5000,-22.01953,-47.87941,209,0,338.31,
L,Apartamentos,Jardim Bicão,Avenida Maria Consuelo Brandão Tolentino,Padrão,212,,40,1,1,,1,889,-22.02852,-47.91111,623,0,40,0
L,Apartamentos,Jardim Bicão,Avenida Maria Consuelo Brandão Tolentino,Padrão,212,,40,1,1,,1,889,-22.02852,-47.91111,419,0,40,0
L,Apartamentos,Jardim Paraíso,RUA PROF. NICOLETA STELLA GERMANO,Cobertura,60,,150,3,3,2,4,2060,-22.00538,-47.90096,338,0,150,158
L,Apartamentos,Jardim Ricetti,Rua Professor Paulo Monte Serrat,Padrão,540,,91.11,3,2,2,4,1778,,,382,0,91.11,112
SL,Terreno,Centro,Rua Joaquim Evangelista de Toledo,Comercial,69,0,600,,,,,1112,-22.02975,-47.89253,285,0,,
L,Terreno,CENTRO,RUA QUINZE DE NOVEMBRO,Comercial,1665,,200,,,,,1112,-22.01225,-47.89426,235,0,,
SL,Apartamentos,Parque Faber Castell,Pas DAS PALMEIRAS,Padrão,861,,109,2,3,2,4,4445,-22.01629,-47.91655,677,0,109,360
SL,Casas,Jardim dos Coqueiros,RUA PROFESSOR MOACIR MOREIRA CEZAR,Padrão,140,95,125,2,2,2,3,1600,-21.996,-47.85817,884,0,,
SL,Apartamentos,Jardim Paraíso,Rua Conselheiro Soares Brandão,Padrão,1104,,43,1,1,1,1,667,,,336,0,43,40
L,Apartamentos,Vila Jacobucci,RUA ANTENOR RODRIGUES CAMARGO,Kitnet,375,,30,1,1,,1,667,-22.0044,-47.871,630,0,30,
L,Comercial,CENTRO,AV. AVENIDA SÃO CARLOS,Sala,2505,,15,,1,,,1334,-22.01115,-47.89098,519,0,15,
L,Comercial,CENTRO,AV. AVENIDA SÃO CARLOS,Sala,2505,,15,,1,,,1112,-22.01115,-47.89098,469,0,15,
L,Comercial,Centro,AV. AVENIDA SÃO CARLOS,Sala,2505,,25,,1,,,1445,-22.01115,-47.89098,310,0,25,
L,Comercial,CENTRO,AV. AVENIDA SÃO CARLOS,Sala,2505,,30,,1,,,1334,-22.01115,-47.89098,237,0,30,
L,Casas,Chácara Parollo,RUA PADRE TEIXEIRA,Padrão,3766,,,2,1,,2,5001,-22.01326,-47.87395,134,0,,
SL,Apartamentos,Jardim Lutfalla,Rua Cézar Ricomi,Kitnet,233,,35,1,1,,1,767,,,2560,0,35,
SL,Apartamentos,Jardim Lutfalla,Rua Cézar Ricomi,Cobertura,233,,40,1,1,,1,910,,,673,0,40,
L,Apartamentos,Jardim Lutfalla,Rua Cézar Ricomi,Kitnet,233,,35,1,1,,1,760,,,117,0,35,0
SL,Apartamentos,Jardim Lutfalla,Rua Cézar Ricomi,Cobertura,233,,40,1,1,,1,910,,,411,0,40,
SL,Apartamentos,Jardim Lutfalla,Rua Cézar Ricomi,Kitnet,233,,35,1,1,,1,760,,,561,0,35,
SL,Apartamentos,Jardim Lutfalla,Rua Cézar Ricomi,Kitnet,233,,35,1,1,,1,760,,,355,0,35,
SL,Apartamentos,Jardim Lutfalla,Rua Cézar Ricomi,Kitnet,233,,35,1,1,,1,760,,,428,0,35,
SL,Apartamentos,Jardim Lutfalla,Rua Cézar Ricomi,Kitnet,233,,35,1,1,,1,760,,,411,0,35,
SL,Apartamentos,Jardim Lutfalla,Rua Cézar Ricomi,Kitnet,233,,35,1,1,,1,760,,,357,0,35,
SL,Apartamentos,Jardim Lutfalla,Rua Cézar Ricomi,Kitnet,233,,35,1,1,,1,760,,,384,0,35,
SL,Apartamentos,Jardim Lutfalla,Rua Cézar Ricomi,Kitnet,233,,35,1,1,,1,760,,,230,0,35,
SL,Apartamentos,Jardim Lutfalla,Rua Cézar Ricomi,Kitnet,233,,35,1,1,,1,760,,,329,0,35,
SL,Apartamentos,Jardim Lutfalla,Rua Cézar Ricomi,Kitnet,233,,35,1,1,,1,760,,,324,0,35,
SL,Apartamentos,Vila Monteiro (Gleba I),RUA SÃO JOAQUIM,Padrão,1607,,120,3,3,1,4,1334,-22.01208,-47.88894,2353,0,120,93.09
SL,Casas,Cidade Jardim,Alameda das Rosas,Padrão,470,204,300,3,2,3,4,2556,-21.99877,-47.89571,1108,0,,210
SL,Apartamentos,Jardim Lutfalla,Rua Cézar Ricomi,Kitnet,233,,35,1,1,,1,760,,,507,0,35,
SL,Apartamentos,Jardim Lutfalla,Rua Cézar Ricomi,Kitnet,233,,35,1,1,,1,760,,,332,0,35,
SL,Apartamentos,Jardim Lutfalla,Rua Cézar Ricomi,Kitnet,233,,35,1,1,,1,760,,,336,0,35,
SL,Apartamentos,Jardim Lutfalla,Rua Cézar Ricomi,Kitnet,233,,35,1,1,,1,767,,,502,0,35,
L,Comercial,Jardim São Carlos,RUA GENERAL OSÓRIO,Galpão,442,,119,,1,,,7778,-22.02178,-47.89508,188,0,119,100
L,Comercial,Vila Monteiro (Gleba I),RUA DONA ALEXANDRINA,Sala,1525,,20,,1,,,889,-22.01218,-47.89,573,0,20,
L,Comercial,Jardim São Carlos,Rua Geminiano Costa,Sala,260,,80,,3,,,2300,-22.02095,-47.89614,334,0,80,
SL,Casas,CENTRO,RUA MARECHAL DEODORO,Comercial,1775,306.56,412.4,4,4,3,5,6667,-22.01501,-47.89304,595,0,,344.23
SL,Comercial,CENTRO,RUA QUINZE DE NOVEMBRO,Salão,1867,,420,,3,,,6501,-22.01222,-47.89235,424,0,300,400
SL,Casas,Parque Santa Marta,AV. DEMÉTRIO MITRE,Padrão,131,336.92,360,4,4,2,6,5650,-21.99743,-47.90918,278,0,,
SL,Apartamentos,Vila Irene,Rua Doutor Joaquim Inácio de Moraes,Padrão,260,,44,2,1,1,2,1000,-22.03071,-47.88303,778,0,44,35
L,Comercial,Vila Costa do Sol,RUA SÃO JOAQUIM,Sala,1852,,250,,1,,,1000,-22.00305,-47.87952,484,0,40,
L,Comercial,Vila Costa do Sol,RUA SÃO JOAQUIM,Sala,1852,,250,,1,,,1000,-22.00305,-47.87952,568,0,28,
L,Casas,Vila Boa Vista,Rua Francisco de Oliveira Penteado,Padrão,234,155.8,250,3,2,2,4,3000,-22.02747,-47.90486,996,0,,83
L,Casas,Cidade Jardim,Rua das Camélias,Padrão,112,140,180,3,3,2,4,2223,-21.99884,-47.89397,805,0,,81
L,Comercial,Vila Faria,Rua da Imprensa,Sala,35,,20,,1,,,889,-22.0145,-47.87659,304,0,20,0
L,Casas,Jardim Lutfalla,RUA JACINTO FAVORETO,Sobrado,902,220,300,4,3,2,6,3501,-22.00601,-47.88917,521,0,,180
SL,Casas,Vila Prado,Rua Cândido Padim,Padrão,185,180,235,4,3,2,6,1667,,,356,0,,180
L,Apartamentos,SANTA FELICIA,Rua Affonso Botelho de Abreu Sampaio,Kitnet,80,,40,1,1,1,1,778,-21.99871,-47.91324,1294,0,40,74.58
L,Apartamentos,Vila Celina,Rua Porto Alegre,Kitnet,105,,30,1,1,1,1,613,-21.99207,-47.89059,745,0,30,25
SL,Casas,Vila Carmem,Rua Cícero Soares Ribeiro,Sobrado,225,157.63,200,2,1,2,2,1334,,,193,0,,77
SL,Apartamentos,CENTRO,AV. DOUTOR CARLOS BOTELHO,Padrão,2220,,206.91,3,4,3,6,4100,-22.01144,-47.88911,1606,0,206.91,230
SL,Comercial,Centro,RUA VISCONDE DE INHAÚMA,Galpão,558,,300,,1,,,2500,-22.01924,-47.89653,443,0,230,109.34
L,Comercial,Vila Monteiro (Gleba I),Rua São Paulo,Sala,571,,20,,1,,,1000,,,306,0,20,
L,Comercial,Vila Monteiro (Gleba I),Rua São Paulo,Sala,571,,16,,1,,,889,,,247,0,16,
