indType,Property_category,District,Street_name,Property_subcategory,numNumber,Built_uparea,Area_total,Bedroom,Bathroom,Grages,totalRooms,valLocation,latitude,longitude,totalAccess,flgHighlight,prop_char_95,Property_tax
L,Apartamentos,Cidade Jardim,Alameda das Violetas,Kitnet,610,,35,1,1,1,1,889,-21.99625,-47.89192,1789,0,35,
SL,Apartamentos,Parque Fehr,Servidão de Passagem João Deriggi,Padrão,181,,44,2,1,1,2,787,-21.97879214,-47.93982983,1597,0,44,
L,Comercial,Jardim São Carlos,Rua Conde do Pinhal,Barracão,1705,,480,,2,,,3334,-22.01774,-47.89354,1201,0,250,300
SL,Apartamentos,Jardim Tangará,Rua Victório Bonucci,Padrão,555,,69,2,1,1,2,889,,,648,0,69,33
L,Apartamentos,Jardim Tangará,Rua Victório Bonucci,Padrão,555,,69,2,1,1,2,889,,,1682,0,69,38
L,Casas,Vila Costa do Sol,Rua São Joaquim,Padrão,1842,300,400,3,2,5,3,4445,,,512,0,,200
L,Casas,Cidade Jardim,Alameda das Rosas,Kitnet,228,35,35,1,1,1,1,945,,,1083,0,,0
L,Comercial,Parque Novo Mundo,Rua Linda Marquezini Balestrero,Barracão,212,,650,,4,,,9445,,,378,0,460,410
L,Apartamentos,Cidade Jardim,Alameda das Rosas,Padrão,270,,45,2,1,,2,1400,,,379,1,45,0
L,Apartamentos,Distrito Industrial Miguel Abdelnur,Avenida Doutor Heitor José Reali,Padrão,1031,,48.2,2,1,1,2,667,-22.04005535,-47.87732363,611,0,48.2,40
L,Comercial,Vila Alpes,Rua Antônio Pirolla,Salão,11,,300,,2,2,,3334,,,1047,0,250,65
SL,Comercial,Jardim São Carlos,Rua Geminiano Costa,Loja,549,,128,,2,,,6500,,,388,0,128,130
L,Apartamentos,Parque Faber Castell,Passeio das Magnólias,Padrão,241,,102,2,2,2,3,2500,-22.01428,-47.91742,602,0,102,373.04
SL,Casas,Vila Nossa Senhora de Fátima,Rua Francisco Crestana,Condomínio,661,75,100,2,2,1,2,1223,-22.00595553,-47.86941111,2993,0,,34
L,Casas,Vila Pureza,Rua Miguel Petroni,Comercial,520,100,200,2,2,,2,1667,,,524,0,,110
L,Apartamentos,Vila Costa do Sol,Rua Antônio Blanco,Padrão,468,,65,2,1,1,2,1600,,,529,0,65,92.1
SL,Casas,Cidade Jardim,Alameda das Hortências,Padrão,808,86,150,3,2,1,4,2500,-21.99787,-47.89449,836,1,,37.22
SL,Casas,Cidade Jardim,Alameda das Hortências,Padrão,812,86,150,3,2,1,4,2500,-21.9964,-47.89422,604,1,,37.22
L,Casas,Vila Costa do Sol,Rua Campos Sales,Kitnet,1404,70,70,2,1,,2,1001,,,1712,0,,0
L,Casas,Vila Prado,Travessa Lincoln Jordão,Padrão,9,80,250,2,1,3,2,1400,-22.03125,-47.89569,685,0,,
L,Apartamentos,Jardim São Carlos,Rua Conde do Pinhal,Padrão,1815,,40,1,1,,1,1223,,,730,0,40,
L,Apartamentos,Jardim Gibertoni,Rua Salesianos do Brasil,Padrão,105,,67,2,2,1,3,2830,-22.01884,-47.90723,733,0,67,69.5
L,Comercial,Vila Monteiro (Gleba I),Rua Antônio Rodrigues Cajado,Barracão,850,,200,,2,,,4445,,,165,0,200,100
L,Comercial,Vila Monteiro (Gleba I),Rua São Joaquim,Sala,1572,,25,,1,,,1667,,,356,0,25,70
L,Comercial,Vila Monteiro (Gleba I),Rua São Joaquim,Sala,1572,,20,,1,,,2223,,,372,0,20,70
L,Apartamentos,Jardim Nova Santa Paula,Rua Liborio Marino,Padrão,231,,49,2,1,1,2,778,-21.99541,-47.89714,1007,0,49,54
L,Comercial,Vila Boa Vista,Rua Doutor Gastão de Sá,Salão,777,,35,,1,,,779,-22.02835,-47.90073,1389,0,35,0
L,Casas,Jardim Nova Santa Paula,RUA VITÓRIO GIOMETI,Padrão,521,149,255,2,2,2,4,1667,-21.99767,-47.9013,244,0,,112.14
L,Casas,Parque Sabará,Alameda Vila Rica,Padrão,260,380,700,4,3,2,7,4500,-22.01209,-47.85889,93,0,,650
L,Comercial,CENTRO,RUA VIVALDO LANZONI,Salão,140,,138,,2,,,2223,-22.02726,-47.89237,64,0,138,114
L,Comercial,CENTRO,RUA RUI BARBOSA,Sala,445,,90,,1,0,,889,-22.02294,-47.88673,124,0,90,0
L,Apartamentos,Centro,Rua Sete de Setembro,Padrão,1257,,30,1,1,1,1,900,-22.0160814,-47.89808112,78,0,30,25
L,Comercial,CENTRO,RUA MARECHAL DEODORO,Sala,1833,,336.2,,2,5,,4778,-22.015,-47.89262,84,0,150,
L,Casas,Jardim Tangará,AV. DOM CARMINE ROCCO,Padrão,360,70,120,3,2,2,3,1612,-22.01251,-47.85611,139,0,,40.27
L,Comercial,Jardim Munique,RUA OSWALDO DENARI,Salão,809,,126,,2,,,1667,-22.00049,-47.85755,36,0,126,60
L,Casas,RESIDENCIAL ITAMARATI,RUA CIDADE SHIBATA,Padrão,191,150,150,2,2,2,3,1445,-22.00187,-47.85154,49,0,,
L,Casas,Jardim Medeiros,RUA ANTÔNIO FERREIRA DE MENEZES,Padrão,166,87,87,3,1,2,3,1556,-22.03985,-47.91347,449,0,,47.39
L,Casas,Recreio dos Bandeirantes,AV. PAULO DE ARRUDA CORREA DA SILVA,Padrão,313,30,30,1,1,1,2,667,-22.02509,-47.91251,438,0,,30
L,Apartamentos,Jardim Santa Paula,RUA JOSÉ DUARTE DE SOUZA,Padrão,372,,40,1,1,1,1,1445,-21.998228,-47.9004658,336,0,40,35
L,Apartamentos,Jardim Santa Paula,RUA JOSÉ DUARTE DE SOUZA,Padrão,372,,52.45,1,1,1,1,1389,-21.998228,-47.9004658,702,0,39.65,50
L,Comercial,VILA MONTEIRO,RUA SÃO PAULO,Sala,571,,20,,1,,,778,-22.02189,-47.88576,84,0,20,32.9
L,Apartamentos,Romeu Santini,Rua Octávio Carlos Damiano,Padrão,6,,45,2,1,0,2,867,-22.02603,-47.91465,26,0,45,
L,Comercial,Jardim Santa Maria II,AV. CAPITÃO LUIZ BRANDÃO,Salão,321,,150,,1,,,5000,-22.0006233,-47.8664063,203,0,150,250
L,Comercial,VILA NERY,AV. CAPITÃO LUIZ BRANDÃO,Salão,321,,65,,1,0,,2778,-22.00198,-47.867,5,0,65,100
L,Apartamentos,Vila Marina,RUA FRANCISCO MARICONDI,Kitnet,260,,28,1,1,,1,667,-21.9953,-47.88874,181,0,28,25
L,Apartamentos,Vila Marina,RUA ARTHUR DE OLIVEIRA LIMA,Kitnet,375,,55,1,1,,1,668,-21.99474,-47.88745,1863,0,55,30
L,Casas,Jardim Paraíso,RUA CONSELHEIRO JOÃO ALFREDO,Kitnet,250,35,35,1,1,1,1,667,-22.0077,-47.90137,412,0,,11
L,Apartamentos,Centro,Rua Visconde de Inhaúma,Padrão,533,,50,2,2,1,2,1000,,,90,0,50,87
L,Apartamentos,Parque Santa Mônica,Avenida Tancredo de Almeida Neves,Padrão,457,,50,2,1,,2,1500,-22.02074,-47.912,324,0,50,80
L,Comercial,Vila Marina,Avenida Professor Luiz Augusto de Oliveira,Sala,91,,53.6,,1,0,,2889,-21.99632,-47.89086,217,0,53.6,116.8
L,Apartamentos,Loteamento São Carlos Club,RUA VINTE E OITO DE SETEMBRO,Padrão,1605,,70,2,2,2,3,1445,-22.0104,-47.8949,73,0,70,95
L,Comercial,Jardim Cruzeiro do Sul,AV. PAPA PAULO VI,Sala,457,,30,,1,0,,945,-22.04716,-47.89336,25,0,30,35
L,Comercial,Vila Marina,Avenida Professor Luiz Augusto de Oliveira,Sala,91,,53.6,,1,,,3112,-21.99632,-47.89086,136,0,53.6,136.26
L,Comercial,Vila Marina,Avenida Professor Luiz Augusto de Oliveira,Sala,91,,53.6,,1,0,,3334,-21.99632,-47.89086,150,0,53.6,155.73
L,Apartamentos,SANTA FELICIA,RUA AMBRÓSIO DOS SANTOS,Kitnet,647,,30,1,1,,1,700,-22.0078929,-47.9153197,714,0,30,38.35
L,Comercial,Vila Marina,Avenida Professor Luiz Augusto de Oliveira,Sala,91,,53.6,,1,0,,3112,-21.99632,-47.89086,190,0,53.6,136.26
L,Apartamentos,Jardim Paraíso,RUA ALICE J. DANNA JULIANA,Padrão,77,,60,2,1,1,2,723,-22.00586,-47.90145,46,1,60,
L,Casas,Vila Prado,RUA CIDADE DE MILÃO,Padrão,426,60,60,2,2,0,2,1056,-22.0319,-47.8964,82,0,,30
L,Comercial,Vila Marina,Avenida Professor Luiz Augusto de Oliveira,Sala,91,,53.6,,1,0,,2445,-21.99632,-47.89086,118,0,53.6,97.4
L,Apartamentos,Cidade Jardim,RUA DAS MARGARIDAS,Padrão,205,,42,1,1,1,1,1050,-21.99989,-47.89394,757,0,42,37
L,Apartamentos,Vila Monteiro (Gleba I),RUA SÃO JOAQUIM,Padrão,885,,80,2,1,1,2,1940,-22.0189058,-47.8888445,51,0,80,104
SL,Comercial,Vila Costa do Sol,RUA ANTÔNIO BLANCO,Salão,790,,100,2,3,,2,1723,-22.00264,-47.8836,59,0,100,80
L,Casas,Jardim Embaré,RUA FORTUNATO DOVIGO,Padrão,1867,89,250,2,1,2,2,1334,-21.96297,-47.94187,17,0,,19
L,Comercial,Cidade Jardim,RUA BERNARDINO FERNANDES NUNES,Barracão,601,,70,,1,,,1889,-21.9964692,-47.8915785,38,0,70,60
L,Casas,Jardim Macarengo,RUA JACINTO FAVORETO,Padrão,1057,70,0,1,1,1,1,1500,-22.00579,-47.88788,112,0,,
L,Casas,Cidade Jardim,Al DOS NARCISOS,Padrão,49,100,150,2,2,0,2,2000,-21.99767,-47.89371,25,1,,
L,Casas,Portal do Sol,RUA DOUTOR OMAR PACHECO SOUZA,Padrão,297,120,150,3,2,2,4,2150,-22.02467,-47.87234,233,0,,95
L,Casas,Vila Prado,RUA ITÁLIA,Padrão,550,330,500,4,2,5,5,4445,-22.03165,-47.89804,306,0,,150
SL,Apartamentos,Parque Santa Mônica,AV. TANCREDO DE ALMEIDA NEVES,Padrão,457,,62,2,2,1,3,1200,-22.02074,-47.912,21,1,62,70
L,Casas,NOVO HORIZONTE,RUA ALEXANDRE PEDRAZZANI,Padrão,130,60,1000,2,1,2,2,2000,-22.03699,-47.8552,127,0,,92
L,Casas,Jardim Bandeirantes,RUA JÚLIO FAGA,Padrão,64,80,150,2,1,1,2,1500,-22.00348,-47.9033,213,0,,63
L,Casas,Jardim Santa Maria II,AV. CAPITÃO LUIZ BRANDÃO,Padrão,901,55,55,2,1,,2,1667,-22.0008609,-47.8665053,208,0,,50
L,Casas,Jardim Brasil,RUA EUGÊNIO FRANCO DE CAMARGO,Padrão,2330,180,,2,1,,2,1670,-22.01083,-47.87801,94,0,,0
L,Apartamentos,Parque Faber Castell,Pas DAS PALMEIRAS,Padrão,501,,90,4,3,,6,2223,-22.01703,-47.91792,350,0,90,300
L,Apartamentos,Cidade Jardim,Al DAS HORTÊNCIAS,Padrão,150,,40,2,1,,2,1300,-22.00132,-47.89439,269,0,40,
L,Casas,Vila Rancho Velho,Rua Josué Marques Martins,Padrão,3061,70,,1,1,,1,790,-22.01741,-47.8744,851,0,,30
L,Casas,Vila Morumbi,AV. MORUMBI,Padrão,618,80,120,2,1,3,2,945,-22.0403009,-47.8870623,55,1,,35
L,Comercial,Vila Marina,RUA PROFESSOR JOSÉ FERRAZ CAMARGO,Salão,405,,350,,3,,,3800,-21.99346,-47.88568,158,0,350,0
SL,Casas,CENTRO,RUA MARECHAL DEODORO,Padrão,1320,270,504,4,4,4,6,5334,-22.0153,-47.89742,760,0,,310
L,Casas,Cidade Jardim,Al DAS HORTÊNCIAS,Padrão,702,200,,3,2,2,3,3000,-21.99753,-47.89418,106,0,,0
SL,Casas,VILA MONTEIRO,RUA DOM PEDRO II,Padrão,2076,290,450,4,3,,4,6112,-22.00739,-47.88785,37,1,,350
SL,Apartamentos,Parque Fehr,Servidão de Passagem João Deriggi,Padrão,181,,50,2,1,1,2,889,,,57,0,50,0
L,Casas,Vila Boa Vista 1,RUA NATALINO MASTRO FRANCISCO,Padrão,1066,180,180,4,1,2,4,1500,-22.03336,-47.90513,122,0,,94.5
SL,Casas,Cidade Jardim,Al DAS PAPOULAS,Padrão,70,177,360,3,2,,3,4000,-22.00211,-47.8951,360,0,,0
L,Casas,Vila Costa do Sol,RUA DOM PEDRO II,Padrão,2395,170,170,3,2,1,3,1223,-22.00331,-47.88817,416,0,,50
L,Apartamentos,Vila Celina,RUA PORTO ALEGRE,Kitnet,105,,25,1,1,,1,613,,,157,0,25,26.62
L,Apartamentos,Parque Sabará,RUA LOURENÇO INOCENTINI,Padrão,613,,40,1,1,1,2,1112,-22.0102358,-47.8686002,46,0,40,40
L,Apartamentos,CENTRO,RUA QUINZE DE NOVEMBRO,Padrão,1776,,88.7,3,1,,3,1900,-22.01245,-47.89327,180,0,88.7,117.3
SL,Casas,Jardim Lutfalla,RUA CÉZAR RICOMI,Padrão,30,160,,2,3,2,2,2556,-22.00499,-47.89179,99,1,,100.42
L,Apartamentos,Jardim Santa Paula,RUA OSCAR DE SOUZA GERIBELO,Padrão,64,,65,2,1,,2,1112,-22.0022216,-47.9024855,69,0,65,87
L,Casas,CENTRO,RUA CONDE DO PINHAL,Padrão,2993,90,100,3,2,2,4,1800,-22.01757,-47.88112,493,0,,150
L,Comercial,Centro,RUA SÃO SEBASTIÃO,Sala,1752,,100,,1,0,,2223,-22.01333,-47.89341,63,0,100,177
L,Comercial,Vila Prado,RUA ITÁLIA,Barracão,247,,200,,2,2,,3112,-22.03025,-47.8953,183,0,200,85
L,Comercial,Jardim Paraíso,RUA CONSELHEIRO JOÃO ALFREDO,Prédio,182,,200,,6,2,,7778,-22.0077,-47.90078,159,0,226.62,225.42
SL,Comercial,Vila São José,RUA HIPÓLITO JOSÉ DA COSTA,Barracão,578,,,,7,,,22223,-22.00336,-47.8709,390,0,1500,1780
L,Casas,Jardim Bandeirantes,RUA PADRE FAUSTINO,Padrão,14,180,180,3,2,2,4,2300,-22.00233,-47.90678,318,0,,106
L,Terreno,Jardim São Carlos,RUA CONDE DO PINHAL,Padrão,2996,,800,,,,,3889,-22.01775,-47.88103,154,0,,
L,Casas,Jardim Paraíso,RUA MAESTRO JOÃO SEPPE,Padrão,845,130,130,3,2,0,3,2889,-22.00931,-47.90195,344,0,,103.22
L,Comercial,Jardim Embaré,AV. CLEMENTE TALARICO,Salão,440,,250,,2,,,2501,-21.96896,-47.93923,64,0,180,0
L,Casas,Vila Prado,AV. TEIXEIRA DE BARROS,Padrão,1034,145.88,210,2,3,0,3,2778,-22.03019,-47.89598,398,0,,155
L,Casas,SÃO CARLOS 3,RUA IRMÃO DOMINGOS ZANFERRARI,Padrão,266,122,200,3,1,2,3,1300,-21.99145,-47.92751,59,1,,
L,Apartamentos,Jardim Paraíso,RUA ALICE J. DANNA JULIANA,Kitnet,152,,35,1,1,,1,557,-22.00538,-47.90163,351,0,35,
L,Casas,Jardim Martinelli,RUA WALTER CARMELO,Kitnet,39,30,30,1,1,1,1,550,-22.04028,-47.90061,298,0,,
L,Comercial,BOA VISTA,RUA DESEMBARGADOR JÚLIO FARIA,Salão,1242,,150,,6,0,,5000,-22.03445,-47.90481,13,0,150,260
L,Comercial,VILA MONTEIRO,RUA DONA ALEXANDRINA,Salão,1977,,70,,2,,,1445,-22.00823,-47.89002,204,0,70,80
L,Apartamentos,Jardim Paraíso,JOAQUIM RODRIGUES BRAVO,Kitnet,75,,30,1,1,,1,601,-22.00872,-47.9005,632,0,30,0
L,Comercial,Parque São José,RUA MARINO PELLEGRINI,Galpão,286,,,,4,0,,6667,-22.03729,-47.87708,15,0,,790
L,Apartamentos,CENTRO,RUA EPISCOPAL,Padrão,2792,,44,1,1,1,1,1450,-22.00563,-47.8919,359,0,44,60
L,Casas,Vila Rancho Velho,Rua Josué Marques Martins,Padrão,3630,80,150,2,1,2,2,1600,-22.01764,-47.87512,995,0,,101
L,Apartamentos,Jardim Lutfalla,Rua Doutor Carlos de Camargo Salles,Padrão,200,,40,1,1,1,1,1069,-22.00715,-47.89361,778,1,40,
L,Apartamentos,Cidade Jardim,Rua das Orquídeas,Padrão,118,,60,2,2,1,3,1300,-22.00182,-47.89299,789,1,60,0
SL,Casas,Jardim Gibertoni,Rua Salesianos do Brasil,Padrão,76,220,250,4,4,2,7,3889,-22.01913,-47.90691,1744,0,,69
SL,Casas,Jardim Paulistano,Rua Antônio Fischer dos Santos,Padrão,257,100,250,2,1,2,2,1980,-21.99618,-47.89851,1334,0,,75
L,Apartamentos,SANTA FELICIA,Travessa Francisco Latorre Primo,Padrão,12,,40,2,1,1,2,556,-21.99819,-47.92302,1801,0,40,45
L,Casas,VILA NERY,Rua Monteiro Lobato,Padrão,2336,426,500,3,4,4,6,3334,-22.01073,-47.8755,2421,0,,400
L,Comercial,Vila Lutfalla,Rua Machado de Assis,Sala,38,,30,,1,,,400,-22.03021,-47.89123,1170,0,30,0
L,Comercial,Vila Lutfalla,Rua Machado de Assis,Sala,36,,30,,1,,,400,-22.03021,-47.89123,650,0,30,0
L,Comercial,Vila Lutfalla,Rua Machado de Assis,Sala,37,,30,,1,,,400,-22.02996,-47.89099,821,0,30,0
L,Comercial,Jardim Paulista,Rua José Mancini,Barracão,599,,560,,3,,,6667,-22.03664,-47.87645,36,1,540,432
L,Comercial,Jardim São Carlos,Avenida Comendador Alfredo Maffei,Salão,2253,,100,,1,,,3112,-22.02023,-47.89321,534,0,100,0
L,Comercial,Jardim Santa Maria II,AV. CAPITÃO LUIZ BRANDÃO,Salão,321,,107,,1,,,4445,-22.0006233,-47.8664063,205,0,107,200
L,Apartamentos,Cidade Jardim,Rua Bernardino Fernandes Nunes,Padrão,535,,50,2,1,1,2,1300,-21.99771405,-47.89160371,211,0,50,50
L,Comercial,Jardim Dona Francisca,Rua Vicente Pelicano,Salão,1148,,170,,2,,,2223,-22.03111,-47.86341,817,0,170,40
L,Apartamentos,Jardim Centenário,Rua Francisco Briscesse,Padrão,150,,50,2,1,1,2,1000,-21.99602,-47.90363,421,0,50,47
SL,Comercial,Vila Monteiro (Gleba I),Rua São Joaquim,Prédio,671,,118.38,,3,1,,2778,-22.02067,-47.88874,2321,0,236,210
SL,Comercial,Vila Prado,Rua Ananias Evangelista de Toledo,Barracão,449,,723.5,,5,,,5556,-22.02734,-47.8986,3036,0,723.5,700
L,Terreno,Vila Prado,Avenida Teixeira de Barros,Padrão,888,540,1217,,,,,700,-22.02911,-47.89671,2319,0,,153.53
SL,Apartamentos,Parque Santa Mônica,Rua São Sebastião,Padrão,1180,,140,4,4,2,5,1000,-22.01343,-47.89902,2818,0,140,0
L,Casas,Vila Morumbi,Avenida Morumbi,Padrão,622,80,120,2,1,3,2,945,-22.0397,-47.88776,40,1,,35
SL,Casas,Condomínio Residencial Quebec,Avenida Professora Maria de Cresci Leopoldino,Condomínio,755,153,304.62,4,2,2,5,5000,-21.98472167,-47.93348908,3507,0,,160
L,Apartamentos,Vila Marina,Rua Santos Dumont,Kitnet,155,,50,1,1,,1,712,-21.99561,-47.88707,370,0,50,47
SL,Comercial,CENTRO,Rua Aquidaban,Sala,692,,50,,1,,,889,-22.01802,-47.89459,1632,0,50,0
L,Apartamentos,Parque Arnold Schimidt,Rua dos Inconfidentes,Padrão,80,,40,1,1,,1,770,-22.00497626,-47.89609904,2519,0,40,15
L,Terreno,Jardim Ipanema,Rua Laura Villani Piovesan,Comercial,0,,1200,,,,,2001,-21.98658,-47.92588,1167,0,,0
L,Apartamentos,Cidade Jardim,Alameda dos Miosótis,Garagem,152,,47.06,2,2,1,3,1600,-22.00183,-47.89364,56,0,47.06,65
L,Casas,Vila Prado,Rua Ananias Evangelista de Toledo,Padrão,212,,70,2,1,,2,890,-22.02606,-47.89671,372,0,,0
L,Comercial,Vila Vista Alegre,Avenida Capitão Luiz Brandão,Galpão,85,,225,,5,,,4445,-22.01199,-47.87265,218,0,225,0
L,Apartamentos,SANTA FELICIA,Avenida João Stella,Garagem,20,,45,2,1,1,2,800,-22.00341,-47.92443,2860,0,45,20
SL,Casas,Jardim São Rafael,Rua Teotônio Vilela,Padrão,590,149,250,2,1,2,2,2800,-22.0171,-47.85124,192,0,,67
L,Casas,Núcleo Residencial Silvio Vilari,Rua Primeiro de Maio,Comercial,202,200,290,3,1,2,3,2780,-22.02653,-47.89173,1635,0,,130
L,Comercial,Jardim Santa Maria II,Avenida Capitão Luiz Brandão,Barracão,880,,36000,,1,,,80000,-22.0051,-47.86808,403,0,5000,0
L,Comercial,Vila Prado,Avenida Sallum,Sala,1084,,200,,3,,,3889,-22.03071,-47.89805,750,0,200,0
L,Apartamentos,Distrito Industrial Miguel Abdelnur,Avenida Doutor Heitor José Reali,Padrão,1031,,45,2,1,1,2,864,-22.04005535,-47.87732363,773,0,45,37.48
SL,Casas,Jardim São João Batista,Rua João Antonio Boni,Padrão,30,99,250,3,2,1,4,1334,-22.00628,-47.87772,1498,0,,42
SL,Comercial,Jardim São Carlos,Avenida Comendador Alfredo Maffei,Sala,2914,,90,,1,,,1301,-22.02043,-47.89187,2394,0,84,103
L,Apartamentos,Jardim Santa Paula,Rua José Duarte de Souza,Padrão,372,,35,1,1,,2,1190,,,404,0,35,45
L,Comercial,Vila Boa Vista 1,Rua Henrique Gregori,Sala,198,,80,,1,,,1224,-22.03527,-47.90139,626,0,80,75
L,Comercial,Vila Boa Vista 1,Rua Henrique Gregori,Salão,196,,80,,1,,,1445,-22.03527,-47.90139,380,0,80,75
L,Apartamentos,Jardim São Carlos,Rua Jesuíno de Arruda,Padrão,1306,,67,2,1,1,2,1223,,,1908,0,47,0
L,Apartamentos,Jardim São Carlos,Rua Jesuíno de Arruda,Padrão,1306,,47,2,1,1,2,1100,,,433,1,47,66
L,Apartamentos,Parque Faber Castell,Passeio das Palmeiras,Padrão,741,,141,2,2,2,3,2778,-22.0163599,-47.91707397,104,0,141,131
L,Apartamentos,Cidade Jardim,Alameda dos Heliotropos,Garagem,164,,45,1,1,1,1,650,-21.99813,-47.89502,438,1,45,36
L,Comercial,Jardim Bethânia,Rua Paulino Botelho de Abreu Sampaio,Sala,738,,50,,1,3,,612,-22.01025,-47.90071,1641,0,18,
L,Apartamentos,Jardim Paulistano,Rua Iwagiro Toyama,Padrão,96,,40,1,1,1,1,778,,,2238,0,40,64
L,Apartamentos,Vila Monteiro (Gleba I),Rua Dom Pedro II,Garagem,235,,70,3,1,,3,889,-22.0247,-47.88769,1953,0,70,53.02
L,Apartamentos,Jardim Santa Paula,Rua Franklim Brasiliense,Padrão,65,,42,1,1,1,1,1112,-22.00013,-47.90056,2954,1,42,15
SL,Casas,CENTRO,Rua Capitão Adão Pereira da Silva Cabral,Padrão,444,500,600,4,5,3,8,7901,-22.01317,-47.89771,1981,0,,960
L,Apartamentos,Jardim Ipanema,Rua Laura Villani Piovesan,Padrão,65,,50,2,1,1,2,778,-21.98699493,-47.92550147,879,0,50,30
SL,Comercial,Jardim Ipanema,Avenida Otto Werner Rosel,Salão,1391,,100,,2,,,1730,-21.98484,-47.93834,269,0,100,173.95
L,Apartamentos,Romeu Santini,Rua Doutor Eufrauzino Moreira,Padrão,33,,60,2,1,1,2,723,-22.02454,-47.91565,649,0,60,17.1
SL,Casas,Parque Santa Mônica,Rua Quinze de Novembro,Padrão,802,500,900,3,2,4,4,18000,-22.01251,-47.90308,1764,0,,545.45
L,Terreno,Jardim Cardinalli,Rua Totó Leite,Comercial,0,0,250,,,,,890,-22.03019,-47.87935,434,0,,33.59
L,Comercial,Parque Santa Mônica,Rua Quinze de Novembro,Sala,1340,,18,,1,,,667,-22.01247,-47.89755,111,0,18,0
L,Comercial,Parque Santa Mônica,Rua Quinze de Novembro,Sala,1340,,18,,1,,,778,-22.01247,-47.89755,107,0,18,0
L,Comercial,Parque Santa Mônica,Rua Quinze de Novembro,Sala,1356,,19,,1,,,778,-22.01247,-47.89744,134,0,19,0
L,Comercial,Parque Santa Mônica,Rua Quinze de Novembro,Sala,1340,,18,,1,,,556,-22.01247,-47.89755,182,0,18,0
L,Comercial,Parque Santa Mônica,Rua Quinze de Novembro,Salão,1356,,60,,1,,,1334,-22.01247,-47.89744,148,0,60,0
L,Comercial,Parque Santa Mônica,Rua Quinze de Novembro,Sala,1340,,20,,1,,,1000,-22.01247,-47.89755,80,0,20,0
L,Comercial,Parque Santa Mônica,Rua Quinze de Novembro,Sala,1356,,18,,1,,,778,-22.01247,-47.89744,91,0,18,0
L,Comercial,Parque Santa Mônica,Rua Quinze de Novembro,Sala,1340,,142,,6,,,4446,-22.01247,-47.89755,440,0,142,0
L,Comercial,Parque Santa Mônica,Rua Quinze de Novembro,Sala,1356,,18,,1,,,778,-22.01247,-47.89744,121,0,18,0
L,Apartamentos,Parque Arnold Schimidt,Rua Alvarenga Peixoto,Padrão,290,,50,2,2,1,3,1390,,,90,0,50,41
L,Comercial,Parque Santa Mônica,Rua Quinze de Novembro,Sala,1356,,80,,4,,,3334,-22.01247,-47.89744,61,0,80,0
L,Comercial,Parque Santa Mônica,Rua Quinze de Novembro,Sala,1340,,19,,1,,,556,-22.01247,-47.89755,1849,0,19,0
L,Comercial,Parque Santa Mônica,Rua Quinze de Novembro,Sala,1340,,18,,1,,,667,-22.01247,-47.89755,1498,0,18,0
L,Comercial,Parque Santa Mônica,Rua Quinze de Novembro,Sala,1356,,20,,1,,,1000,-22.01247,-47.89744,1215,0,20,0
L,Casas,Jardim Tangará,Rua Domingos de Angelis,Padrão,534,61,61,2,1,1,2,1000,-22.01808,-47.8536,456,0,,48
L,Apartamentos,Jardim Ipanema,Rua Laura Villani Piovesan,Padrão,65,,46,2,1,1,2,1000,-21.98694,-47.92543,618,0,46,0
L,Comercial,SANTA FELICIA,Rua Mário Pisani,Salão,80,,80,,1,2,,2000,-21.99197,-47.92586,347,0,59,38.67
L,Comercial,SANTA FELICIA,Rua Mário Pisani,Salão,80,,80,,1,2,,2000,-21.99197,-47.92586,384,0,59,38.67
L,Comercial,Vila Marina,Avenida Professor Luiz Augusto de Oliveira,Sala,91,,44,,1,1,,2778,-21.99632,-47.89086,118,0,44,155.58
L,Terreno,Vila Izabel,RUA SANTA GERTRUDES,Padrão,,,396.7,,,,,1000,-22.03533,-47.88555,723,0,,
L,Terreno,Vila Izabel,RUA SANTA GERTRUDES,Padrão,,,396.7,,,,,1000,-22.03533,-47.88555,465,0,,
L,Casas,Jardim Brasil,RUA DONA MARIA IZABEL DE OLIVEIRA BOTELHO,Padrão,11828,69,250,2,1,1,2,1334,-22.02009,-47.87879,1149,0,,40
SL,Casas,VILA MONTEIRO,RUA RAFAEL DE ABREU SAMPAIO VIDAL,Padrão,115,90,,3,1,2,3,1700,-22.02767,-47.88273,659,0,,69.8
L,Casas,CENTRO,Avenida São Carlos,Padrão,2500,127.5,,2,2,,2,1556,-22.0225,-47.8906,2179,0,,340
L,Comercial,CENTRO,OUT ANTÔNIO PRADO,Salão,1,,25,,1,0,,1112,-22.0222,-47.89557,1179,0,25,0
L,Apartamentos,Parque Arnold Schimidt,Rua Alvarenga Peixoto,Padrão,55,,80,3,3,1,5,3000,-22.00270774,-47.89698969,2765,0,80,385
L,Terreno,Cidade Aracy,Rua Joaquim Garcia de Oliveira,Padrão,883,,240,,,,,400,-22.06233,-47.89912,448,0,,20
L,Comercial,Vila Arnaldo,Rua Miguel Giometti,Galpão,1230,,,,1,0,,5000,-22.00041484,-47.88104649,2030,0,470,100
L,Terreno,Jardim Brasil,RUA DONA MARIA IZABEL DE OLIVEIRA BOTELHO,Padrão,971,,500,,,,,445,-22.02196,-47.87898,697,0,,190
L,Comercial,Vila Jacobucci,Travessa Rúbens Pascoal,Salão,310,,60,,1,,,300,-22.00636,-47.87203,570,0,60,13.81
